collection||Sahih Muslim
hadith|785a|
hadith|785b|Bize, Ebu Bekr b. Ebî Şeybe ile Ebû Kureyb rivayet ettiler. Dedilerki: Bize, Ebû Usâme, Hişânı b. Urve'den rivayet etti. H. Bana, Züheyr b. Harb dahî rivayet etti. Lâfız onundur. {Dediki): Bize, Yahya b. Saîd, Hişâm'dan naklen rivayet etti. Demişki: Bana, babam, Âişe'den naklen haber verdi. Âişe şöyle demiş: Resûlullah (Sallallahu Aleyhi ve Sellem} yanıma girdi. Benim yanımda bir kadın vardı. Resûlullah (Sallallahu Aleyhi ve Sellem) : «Bu kadın kimdir?» diye sordu, Ben: — Uyumayan (daimî sûretde) namaz kılan bir kadın! dedim. «Siz takat getirebileceğiniz işleri yapın! Vallahi siz usanmadıkça Allah usanmaz » buyurdular. Âişe demiş ki: «Resûlullah (Sallallahu Aleyhi ve Sellemj'in en sevdiği ibâdet sahibinin devam üzere yaptığı ibâdet idi.» Ebû Usâme hadîsinde, o kadının Benî Esed kabilesinden olduğu zikredilmişdir)
hadith|786|Bize, Ebû Bekir b. Ebî Şeybe rivayet etti. (Dediki): Bize, Abdullah b. Numeyr rivayet etti. H. Bize, İbni Numeyr dahî rivayet etti. (Dediki): Bize, babam rivayet etti. H. Bize, Ebû Kureyb dahî rivayet etti. (Dediki): Bize, Ebû Ûsâme rivayet etti. Bu râvîlerin hepsi Hişâm b. Urve'den rivayet etmişlerdir. H. Bize, Kuteybetü'bnü Saîd dahî rivayet etti. Lâfız onundur. Kuteybe, Mâlik b. Enes'den, o da Hişâm b. Urve'den, o da babasından, o da Âişe'den naklen rivayet ettiki, Nebi (Sallallahu Aleyhi ve Sellem): «Biriniz namazda uyuklarsa, uykusu dağılıncaya kadar yatıversin! Zira uyukluyarak namaz kılarsa belki istiğfar edeyim derken, kendine söver.» buyurmuşlar. İzah 787 de
hadith|787|Bize, Muhammedü'bnü Râfi' rivayet etti. (Dediki): Bize, Abdurrazzâk rivayet etti. (Dediki): Bize, Ma'mer, Hemmâm b. Münebbih'den rivayet etti. Hemmâm: «Ebû Hureyre'nin, Allah'ın Resulü Muhammed (Sallallahu Aleyhi ve Sellem)'den rivayet ettikleri şunlardır...» diyerek bir takım hadîsler zikretmiş. Ezcümle: Resûlullah (Sallallahu Aleyhi ve Sellem) : «Biriniz geceleyin namaza kalkar da Kur'ân diline dolaşır ve ne dediğini bilemezse, hemen yatsın!» buyurdular; demiş. İzah Bu iki hadis, namazda uyuklayanlar hakkındadır. Âişe (Radiyallahu anha) hadisini Buhârî «Kitâbü'I-Vudû» da; Ebû Dâvûd dahi «Kitâbu's-Salât» da tahric etmişlerdir. Bu hadisdeki istiğfardan murâd, Kaadı İyad'a göre duadır. Bâzıları istiğfarı kendi mânâsında alıp, istiğfar etmeyi diler; şeklinde te'vîlde bulunmuşlardır. Kendine sövmekden murâd da, kendi aleyhine duâ etmesidir
chapter||The book of the virtues of the Qur’an etc
chapter||The command to keep refreshing one’s knowledge of the Qur’an and that it is disliked to say I have forgotten such-and-such a verse, but it is permissible to say I have been caused to forget
hadith|788a|
hadith|788b|Bize, İbni Numeyr rivayet etti. (Dediki): Bize, Abde ile Muâviye, Hişâm'dan, o da babasından, o da Âişe'den naklen rivayet ettiler. Âişe şöyle demiş: Nebi (Sallallahu Aleyhi ve Sellem) mescidde bir zâtın Kur'ân okuyuşunu dinler de : «Allah, ona rahmet buyursun! Gerçekten bana unutturulduğum bir âyeti hatırlattı.» derdi
hadith|789a|
hadith|789b|Bize, Züheyr b. Harb ile Muhammedü'bnü'I-Müsennâ ve UbeyduIIah b. Saîd rivayet ettiler. Dedilerki: Bize, Yahya (yâni El-Kattân) rivayet etti. H. Bize, Ebû Bekr b. Ebî Şeybe dahî rivayet etti. (Dediki): Bize, Ebû Hâlid-i Ahmar rivayet etti. H. Bize, İbni Numeyr de rivayet etti. (Dediki): Bize, baham rivayet etti. Bunların hepsi Ubeydullah'dan rivayet etmişlerdir. H. Bize, İbni Ebî Ömer dahî rivayet etti. (Dediki): Bize, Abdürrazzâk rivayet etti. (Dediki): Bize, Ma'mer, Eyyûb'dan naklen haber verdi. H, Bize, Kuteybetü'bnü Saîd de rivayet etti. (Dediki): Bize, Ya'kûb (yânî İbni Abdirrahmân) rivayet eyledi. H. Bize, Muhanımed b. İshâk El - Müseyyebî de rivayet etti. (Dediki): Bize, Enes (yâni İbni Iyâz) rivayet etti. Bunların hepsi Mûsâ b. Ukbe'den ve yine bunların hepsi Nâfi'den, o da İbni Ömer'den, o da Nebi (Sallallahu Aleyhi ve Sellem) 'den Mâlik'in hadîsi mânâsında rivayette bulunmuşlardır. Mûsâ b. Ukbe hadîsinde: «Hâfız-ı Kur'ân kalkar da, gece ve gündüz okursa Kur'ân'ı ezberinde tutar. Üzerine olmazsa, onu unutur.» ziyâdesi vardır
hadith|790a|
hadith|790b|Bize, İbni Numeyr rivayet etti, (Dediki): Bize, babam ile Ebû Muâviye rivayet ettiler. H. Bize, Yahya b. Yahya da rivayet etti. Lâfız onundur. Dediki: Bize, Ebû Muâviye, A'meş'den, o da Şakîk'dan naklen haber verdi. Şakîk şöyle demiş: «Abdullah: Bu Mushafları muhafaza edin! (Galiba da Kur'ân'ı muhafaza edin! dedi.) Yemin olsun ki, Kur'ân'ın hafızların kalplerinden kaçması, develerin bağlarından kaçmasından daha şiddetlidir. Hem Resûlullah (Sallallahu Aleyhi ve Sellem): «Sizden biriniz: ben filân ve filân âyetleri unuttum; demesin! Belki (onlar) kendisine unutturulmuşdur.» buyurdular., dedi
hadith|790c|Bana, Muhammed b. Hatim rivayet etti. (Dediki): Bize, Muhammed b. Bekr rivayet etti. (Dedikiı): Bize, İbni Cüreyc haber verdi. (Dediki): Bana, Abdetü'bnü Ebî Lübâbe, Şakîk b. Seleme'den naklen rivayet etti. Şakîk şöyle demiş: Ben, İbni Mes'ûd'u şunları söylerken işittim. (Dediki): Resûlullah' (Sallallahu Aleyhi ve Sellem) «Filân ve filân sûreyi unuttum; yahut filân ve filân âyetleri unuttum... demek bir adam için ne kadar çirkin bir şeydir! Belki ona, bunlar unutturulmuşdur.» buyururken işittim. İzah 791 de
hadith|791|Bize, Abdullah b. Berrâd El-Eş'arî ile Ebû Kureyb rivayet ettiler. Dediler ki: Bize, Ebû Usâme, Büreyd'den, o da Ebû Bürde'den, o da Ebû Musa'dan, o da Nebi (Sallallahu Aleyhi ve Sellem)'den naklen rivayet etti: «Şu Kur'ân'ı muhafazaya dikkat edin! Muhammedin nefsi yed-i kudretinde olan Allah'a yemin olsun ki, Kur'an'ın (hafızalardan) kaçması, bağlı develerin boşanıp kaçmasından çok daha şiddetlidir.» buyurmuşlar. Hadîsin lâfızı İbni Berrâd'indır
chapter||It is recommended to make one’s voice beautiful when reciting Qur’an
hadith|792a|
hadith|792b|{….} Bana, Harmeletü'bnü Yahya rivayet etti. (Dediki): Bize İbni Vehb haber verdi. (Dediki): Bana Yûnus haber verdi. H. Bana, Yûnus b. Abdil'a'lâ da rivayet etti. (Dediki): Bize, İbni Vehb haber verdi. (Dediki): Bana, Amr haber verdi. Bunların ikisi de İbni Şihâb'dan bu isnâdla rivayet etmişlerdir. (Burada) Resûlullah (Sallallahu Aleyhi ve Sellem) : «Kur'an'ı tegannî eden bir Nebie ihsanda bulunduğu gibi.» buyurmuşdur
hadith|792c|Bana Bişru'bnü'l-Hakem rivayet etti. (Dediki): Bize Abdülâzîz b. Muhammed rivayet etti. (Dediki): Bize Yezîd, —ki İbnü'l -Hâd'dır,— Muhammed b. İbrahim'den, o da Ebû Seleme'den, o da Ebû Hureyre'den naklen rivayet ettiki, Ebû Hureyre, Resûlullah (Sallallahu Aleyhi ve Sellem)'i : «Allah güzel sesli bir Nebie Kur'ân'ı cehren tegannî ettiğine mukaabil verdiği mükâfatı başka hiç bir şeye vermemişdir.» buyururken işitmiş
hadith|793a|
hadith|793b|Bize Hakem b. Mûsâ rivayet etti. (Dediki): Bize Hikl, Evzâî'den, o da Yahya b. Ebî Kesîr'den, o da Ebû Seleme'den, o da Ebû Hureyre'den naklen rivayet etti. Ebû Hureyre şöyle demiş: Resûlullah (Sallallahu Aleyhi ve Sellem) : «Allah yüksek sesle Kur'ân tegannî eden bir Nebi'e verdiği sevap kadar, hiç bir şey'e sevap ihsan etmemişdir.» buyurdular
hadith|793c|{….} Bize Yahya'bnü Eyyûb ile Kuteybetü'bnü Saîd ve İbnü Hucr rivayet ettiler. Dedilerki: Bize, İsmâîl (yânî İbni Ca'fer) Muhammed b. Amr'dan, o da Ebû Seleme'den, o da Ebû Hureyre'den, o da Nebi (Sallallahu Aleyhi ve Sellem)'den naklen Yahya b. Ebî Kesîr'in hadîsi gibi rivâyetde bulundu; yalnız İbni Ebî Eyyûb kendi rivayetinde (ke ezenihî yerine) «ke iznihî» dedi. İzah için buraya tıklayın
hadith|793d|Bize, Ebû Bekr b. Ebî Şeybe rivayet etti. (Dediki): Bize Abdullah b. Numeyr rivayet etti. H. Bize, İbni Numeyr dahî rivayet etti. (Dediki): Bize babam rivayet etti. (Dediki): Bize Mâlik (yâni ibni Miğvel) Abdullah b. Büreyde'den, o da babasından naklen rivayet etti. Babası şöyle demiş: Resûlullah (Sallallahu Aleyhi ve Sellem) : «Gerçekden Abdullah b. Kays'e yahut Eş'arî'ye Âl-i Davud'un mizmarlarından bir miz imâr veriimişdir.» buyurdular
hadith|793e|Bize Dâvûdu'bnü Büşeyd rivayet etti. (Dediki): Bize Yahya b. Saîd rivayet etti. (Dediki): Bize, Tâlha, Ebû Bürde'den, o da Ebû Musa'dan naklen rivayet etti. Demişki: Resulullah (Sallallahu Aleyhi ve Sellem) Ebû Musa'ya : «Dön gece senin okuyuşunu dinlerken beni bir görmeliydin!... Gerçekden sana Âl-i Davud'un mizmârlanndan bir mîzmâr verilmiş!» buyurdular
chapter||Mentioning the recitation of the Prophet (ﷺ) of Surat al-Fath on the day of the conquest of Makkah
hadith|794a|
hadith|794b|Bize Muhammedü'bnü'l-Müsennâ ile Muhammedü'bnü Beşşâr rivayet ettiler. İbnü'l-Müsennâ (Dediki): Bize, Muhammedü'bnü Ca'fer rivayet etti, (Dediki): Bize Şu'be, Muâviyetü'bnü Kurra'dan rivayet etti. Demişki: Abdullah b. Mugaffel'i dinledim şöyle dedt : «Mekke'nin fethedİliği gün Resûlullah (Sallallahu Aleyhi ve Sellem)'i devresinin üzerinde fetih sûresini okurken gördüm.» Râvî Muâviye diyor ki: Müteakiben İbni Mugaffel (kendisi) de okudu ve tercî' yaptı. Muâviye : «Eğer (etrafımızda) insanlar olmasaydı İbni Mugaffel'in, Nebi (Sallallahu Aleyhi ve Sellem)'den naklen okuduğu şekilde bende size okuyuverirdim.» demiş
hadith|794c|Bize, bu hadîsi Yahya b. Habîb EI-Hârisî dahî rivayet etti. (Dediki): Bize, Hâlidü'bnü Haris rivayet etti. H. Bize Ubeydullah b. Muâz da rivayet etti. (Dediki): Bize babam rivayet etti. Her iki râvî demişler ki: Bize, Şu'be bu isnâdla, bu hadîsin benzerini rivayet etti. Hâiidü'bnü Haris hadîsinde: «Yürüyen bir deve üzerinde kendisi de fetih sûresini okuyordu; dedi.» ibaresi vardır
chapter||The descent of tranquility (sakinah) when the Qur’an is recited
hadith|795a|
hadith|795b|Bize İbnü'I-Müsennâ iie İbni Beşşâr rivayet ettiler, lâfız İbni'l-Müsennâ'nındır. Dediler ki: Bize Muhammed b. Ca'fer rivayet etti. (Dediki): Bise Şu'be, Ebû İshâk'dan naklen rivayet etti. Ebû İshâk şöyle demiş: Ben Berâ'yı şunu söylerken işittim:. Bir adam Kehf sûresini okudu. Evinde bir at varadı. Derken at ürkmeye başladı. Bunun üzerine adam bakındı: bir de ne görsün! Kendisini bir sis yahut bîr bulut kaplamış! Bunu Nebi (Sallallahu Aleyhi ve Sellem)'e anlattı. Resûlullah (Sallallahu Aleyhi ve Sellem) : «Oku ey fülân! Çünkü o bulut sekînetdir. Kur'an okunurken inmişdir. Yahut Kur'ân için inmişdir.»
hadith|795c|{….} Bize İbnü'I-Müsennâ rivayet etti. (Dediki): Bize, Abdurrahmân b. Mehdi ile Ebû Dâvûd rivayet ettiler. Dediler ki: Bize Şu'be, Ebû îshâk'dan rivayet etti. Ebû İshâk: «Ben, Berâ'yı şöyle derken işittim...» demiş. Her iki râvî yukarki hadîs gibi rivayette bulunmuşlar. Yalnız onlar «at şahlanmaya başladı.» demişlerdir
hadith|796|Bana Hasan b. Aliy EI-Hûlvânî ile Haccâcu'bnü'ş-Şâir rivayet ettiler. Lâfızları birbirine yakındır. Dediler ki: Bize Ya'kûb b, İbrâhîm rivayet etti. (Dediki): Bize babam rivayet etti. (Dediki): Bize Yezîdü'bnü'I-Hâd rivayet etti. Ona da Abdullah b. Habbâb rivayet etmiş: ona da Ebû Saîd-i Hudrî rivayet etmişki, Bir gece Useydü'bnü Hudayr hurma harmanında (Kur'ân) okurken birdenbire atı şahlanmış. Fakat o yine okumaya devam etmiş. Sonra at tekrâr şahlanmış ise de Yseyd yine okumasına devam etmiş. Sonra at tekrar şahlanmış. Useyd demiş ki: Atın (oğlum) Yahya'yı çiğneyeceğinden korktum da kalkıp yanına gittim. Bir de ne göreyim! Başımın üzerinde gölgelik gibi birşey!.. içinde kandillere benzer nesneler var. Bu gölgelik göğe çıktı: hattâ onu göremez oldum. Ertesi sabah Resûlüllah (Sallallahu Aleyhi ve Sellem)'e giderek: — Yâ Resûlâllah! Dün akşam ben gece yarısı hurma harmanında (Kur'ân) okurken birden atım şahlandı.» dedim: ResûlulIah (Sallallahu Aleyhi ve Sellem) hemen : «Oku İbni Hudayr!» buyurdu. (Dedim ki) : — Ben okumaya devam ettim. Sonra at yine şahlandı. Resûlullah (Sallallahu Aleyhi ve Sellem) yine: «Oku ibni Hudayr!» buyurdular. (Dedim ki) : — Ben yine okudum: fakat hayvan sonra tekrar şahlandı. Resûlullah (Sallallahu Aleyhi ve Sellem) yine : «Oku İbni Hudayr!» buyurdular. (Dedim ki): — Ben artık okumakdan vazgeçtim. (Oğlum) Yahya ata yakındı : Onu çiğner diye korktum. O sırada gölgelik gibi bir şey gördüm: içinde kandillere benzeyen nesneler vardı. Bu gölgelik göğe çıktı. Nihayet onu göremez oldum... Bunun üzerine Resûlullah (Sallallahu Aleyhi ve Sellem): «Bunlar meleklerdir. Seni dinliyorlarmış. Eğer okumağa devam etseydin : sabaha kadar seni dinlerler: halk da onları görür: halkdan gizlenmezlerdir.» buyurdular
chapter||The virtue of the one who memorizes the Qur’an
hadith|797a|
hadith|797b|{….} Bize Heddab b. Halid rivayet etti. (Dediki): Bize Hemmam rivayet etti. H. Bize Muhammedü'bnü'I-Müsenna da rivayet etti. (Dediki): Bize Yahya b. Saîd Şu'be'den naklen rivayet etti. Bu ravîlerin ikisi de Katade'den, bu isnadla, bu hadîsin mislini rivayet etmişlerdir. Şu kadar var ki Hemmam'in rivayetinde «münafık» yerine «cacir» kaydı vardır. Buhari, et'ime, Fedailü'l-Kur'an, tevhid; Ebu Davud, edeb; Tirmizî, emsal, Nesaî, iman; İbn Mace, mukaddime; Darimî, Fedailü'l-Kur'an; Ahmed b. Han bel, IV
chapter||The virtue of the one who is skilled in reciting Qur’an and the one who falters in reciting
hadith|798a|
hadith|798b|{….} Bize Muhammedü'bnü'I-Müsennâ rivayet etti. (Dediki): Bize İbni Ebî Adiyy, Saîd'den rivayet etti. H. Bize Ebû Bekir b. Ebî Şeybe de rivayet etti. (Dediki): Bize Vekî', Hişâm-ı Destevâî'den naklen rivayet etti. Her iki râvî Katâde'den bu isnâdla, rivayette bulunmuşlardır. Vekî'in rivayetinde: «Kur'ân okumak zor geldiği hâlde, onu okuyana iki ecir vardır.» buyurmuşdur
chapter||It is recommended to recite the Qur’an to people of virtue who are skilled in its recitation, even if the reciter is better than the one to whom it is recited
hadith|799a|
hadith|799b|Bize Muhammedü'bnii'I-Müsennâ ile İbni Beşşâr rivayet ettiler. Dediler ki : Bize Muhammed b. Ca'fer rivayet etti. (Dediki): Bize Şu'be rivayet etti. Dediki: Katâde'yi, Enes'den naklen rivayet ederkeı dinledim. Enes şöyle demiş: Resûlullah (Sallallahu Aleyhi ve Sellem) Ubeyy b. Kâ'b'a : «Gerçekden bana Allah, sana (Lem yekûn)} [ Beyyine ] sûresini okumamı emir buyurdu.» dedi. Ubeyy: — Benim ismimi sana andı mı? diye sordu. Resûlullah (Sallallah Aleyhi ve Sellem): «Evet!» cevâbını verince Ubeyy ağladı
hadith|799c|{….} Bize Yahya b. Habîb El-Hârisî rivayet etti. (Dediki): Bize Hâlid (yânî İbni'I-Hâris) rivayet etti. (Dediki): Bize Şu'be, Katade'den rivayet etti. Demişki: Ben, Enes'i şöyle derken işittim: «Resûlullah (Sallallahu Aleyhi ve Sellem) Ubeyy'e buyurdular ki...» (diye başlayarak) yukarki hadîsin mislini rivayet etti
chapter||The virtue of listening to the Qur’an, asking one who has memorized it to recite so that one may listen, weeping when reciting, and pondering the meanings
hadith|800a|
hadith|800b|{….} Bize Hennâd b. Seriyy ile Mincâb b. Haris Et-Temîmî hep birden Alîyyü'bnü Müshir'den, o da A'meş'den bu isnâdla rivayet ettiler. (Yalnız) Hennâd kendi rivayetinde: «Bana Resûlullah (Sallallahu Aleyhi ve Sellem) kendisi minber üzerinde iken (bana oku) buyurdu.» ifâdesini ziyâde eyledi
hadith|800c|Bize Ebû Bekir b. Ebî Şeybe ile Ebû Kureyb rivayet ettiler. Dediler ki: Bize Ebû Usâme rivayet etti. (Dediki): Bana Mis'ar rivayet etti. Ebû Kureyb: Bana Mis'ar'dan, o da Amr b. Mürra'dan, o da İbrahim'­den naklen rivayet olundu: dedi. İbrahim şöyle demiş: Nebi (Sallallahu Aleyhi ve Sellem) Abdullah îbni Mes'ûd'a : «Bana Kur'ân oku!» buyurdular. İbni Mes'ûd : — Kur'ân sana indirildiği hâlde (onu) sana, ben mi okuyayım?» dedi. Nebi (Sallallahu Aleyhi ve Sellem) «Gerçekden onu ben, başkasından dinlemek İstiyorum», buyurdular. Bunun üzerine İbni Mes'ûd, kendilerine Nisa' sûresinin evvelinden başlayarak (Acep her ümmetden birer şâhid getirerek onların üzerine de seni şâhid kıldığımız zaman hâl nice olur!) âyet-i kerimesine kadar okudu. Ve Resûlullah (Sallallahu Aleyhi ve Sellem) ağladı. Mis'ar demiş ki: Bana, Ma'n Ca'fer b. Amr b. Hureys'den, o da babasından, o da İbnî Mes'ûd'dan naklen rivayet etti. İbni Mes'ûd şöyle demiş: Nebi (Sallallahu Aleyhi ve Sellem): «Aralarında bulunduğum müddetçe onlar üzerine bir şâhid olarak» yahut: «Onların içinde olduğum müddetçe...» buyurdu. (Burada) râvî Mis'ar şekketmişdir. İzah için buraya tıklayın
hadith|801a|
hadith|801b|{….} Bize İshâk b. İbrahim ile Alîyyü'bnü Haşrem rivayet ettiler. Dediler ki: Bize İsâ b. Yûnus haber verdi. H. Bize Ebû Bekir b. Ebî Şeybe ile Ebû Kureyb de rivayet ettiler. Dediler ki: Bize Ebû Muâvİye rivayet etti. Bunlar topdan A'meş'den bu isnâdla rıvâyet etmişlerdir. (Yalnız) Ebû Muâviye'nin hadîsinde: «Bana (güzel okudun) dedi.» ifâdesi yokdur
chapter||The virtue of reciting the Qur’an in prayer and learning it
hadith|802|Bize Ebu Bekir b. Ebî Şeybe ile Ebû Saîd El-Eşecc rivayet ettiler. Dedilerki: Bize Vekî', A'meş'den, o da Ebû Sâlih'den,, o da Ebû Hureyre'den naklen rivayet etti. Ebû Hureyre şöyle demiş: Resûlullah (Sallallahu Aleyhi ve Sellem) : «Sizden biriniz evine döndüğü zaman orada üç tane iri, semiz, gebe deve bulmasını ister mi?» diye sordu. B i z: — Evet! cevâbını verdik. Resûlullah (Sallallahu Aleyhi ve Sellem) : «O hâlde birinizin namazında okuyacağı üç âyet kendisi için iri semiz ve gebeliği belli olmuş üç deveden daha hayırlıdır.» buyurdular. İzah 803 te
hadith|803|Bize Ebû Bekir b. Ebî Şeybe rivayet etti. (Dediki): Bize FadI b. Dükeyn, Mûsâ b. Aliyy'den rivayet etti. Demişki: Babamı, Ukbetü'bnü Âmir'den naklen rivayet ederken dinledim. Ukbe şöyle demiş: Biz sofada iken Resûlullah (Sallallahu Aleyhi ve Sellem) (dışarı) çıkarak: »Hanginiz her gün hiç bir günâha girmeden ve akrabalık bağlarını kesmeden Buthân'a yahut Akîk'e gidip, oradan iki tane iri hörgüçlü dişi deve getirmek ister?» diye sordu. Biz : — Yâ Resûlâllahl Bunu (hepimiz) dileriz... dedik. Nebi (Sallallahu Aleyhi ve Sellem) : «O hâlde her birinizin mescide giderek Allah Azze ve Celle'nin kitabından iki âyet öğrenmesi veya okuması onun için iki dişi deveden daha hayırlıdır. Üç âyet onun için üç deveden, dört âyet dört deveden ve okunacak âyetler kendi sayılarınca develerden daha hayırlıdırlar.» buyurdular
chapter||The virtue of reciting the Qur’an and Surat al-Baqarah
hadith|804a|
hadith|804b|{….} Bize Abdullah b. Abdirrahmân Ed-Dârimî rivayet etti. (Dediki): Bize Yahya (yâni îbni Hassan) haber verdi. (Dediki): Bize Mûaviye bu isnâdla bu hadîsin mislini rivayet etti. Şu kadar varki, o teşbihlerin ikisindede (sanki onlar) demiş; Muâviye'nin (Duydumki.) dediğini söylememişdir. İzah için buraya tıklayın
hadith|805|Bize İshâk b. Mansûr rivayet etti. (Dediki): Bize Yezîd b. Abdirabbih haber verdi. (Dediki): Bize Velîd b, Müslim, Muhammed b. Muhâcir'den, o da Velîd b. Abdirrahmân El-Cüraşî'den, o da Cübeyr b. Nüfeyr'den naklen rivayet etti. Demişki: Nevvâs b. Sem'ân El-Kilâbî'yi şöyle derken işittim. Nebi (Sallallahu Aleyhi ve Sellem) 'i: «Kıyamet gününde Kur'ân ve onunla amel edenler getirilecekler; Kur'ân'ın önünde Bakara ile Âl-i Imrân sûreleri bulunacak.» buyururken işitdim. Bu iki sûre için Resûlullah (Sallallahu Aleyhi ve Sellem) üç misâl getirdiki, ben onları hâlâ unutmadım: «Bu iki sûre sanki iki bulut yahut aralarında bir nûr bulunan iki siyah gölgelik yahut da sahiplerini müdâfa'a eden safbeste kanat germiş iki kuş sürüsü gibi olacakdır.» buyurdular
chapter||The virtue of al-Fatihah and the closing verse of Surat al-Baqarah; and the encouragement to recite the two verses at the end of Surat al-Baqarah
hadith|806|Bize Hasanü'bnü Rabî' İle Ahmed'b. Cevvâs El-Hanefi rivayet ettiler. Dedilerki: Bize Ebû'l-Ahvas, Ammâr b. Ruzeyk'den, o da Abdullah b. îsâ dan, o da Saîd b. Cübeyr'den, o da İbni Abbâs'dan naklen rivayet etti. Demişki: Cibril, Nebi (Sallallahu Aleyhi ve Sellem)'in yanında otururken, Efendimiz üzerinden kapı sesine benzer bir ses işitti. Ve başını kaldırdı. Cibril: Bu şimdiye dek asla açılmayıp; yalnız bugün açılan bir gök kapısıdır; dedi. Müteakiben o kapıdan bir melek indi. Cibril: bu, yeryüzüne (ancak şimdi) inen bir melekdir. Bu güne kadar yere hiç inmemişdir; dedi. Melek selâm verdi ve Resûlullah (Sallallahu Aleyhi ve Sellem): — Müjde!. Sana, senden önce hiç bir Nebi'ye verilmeyen iki nûr verildi. Fâtiha-ı Kitâp ve sûre-i Bakara'nın son âyetleri!... Bunlardan okuyacağın her harfe mukaabil mutlaka sana, o harfin tezammun ettiği sevap verilecekdir; dedi
hadith|807a|
hadith|807b|{….} Bize, bu hadîsi İshâk b. İbrâhîm de rivayet etti. (Dediki): Bize Cerîr haber verdi. H. Bize Muhammedü'bnü'I-Müsennâ ile İbni Beşşâr dahî rivayet ettiler. Dedilerki: Bize Muhammedü'bnü Ca'fer rivayet etti. (Dediki): Bize Şu'be rivayet etti. Her iki tarîkin râvîleri Mansûr'dan bu isnâdla rivâyetde bulunmuşlardır. İzah 808 de
hadith|808a|
hadith|808b|{….} Bana Alîyyü'bnü Haşrem rivayet etti. (Dediki): Bize îsâ (Yânî İbni Yûnus) haber verdi. H. Bize Ebû Bekir b. Ebî Şeybe de rivayet etti. (Dediki): Bize Abdullah b. Numeyr rivayet etti. Bu râvîler hep birden A'meş'den, o da İbrahim'den, o da Âlkame ile Abdurrahmân. b. Yezîd'den, onlar da Ebû Mes'ûd'dan, o da Nebi (Sallallahu Aleyhi ve Sellem)'den naklen bu hadîsin mislini rivayet etmişlerdir
hadith|808c|{….} Bize Ebû Bekîr b. Ebî Şeybe rîvâyet etti. (Dediki): Bize Hafs ile Ebû Muâviye, A'meş'den, o da İbrahim'den, o da Abdurrahmân b. Yezîd'den, o da Ebû Mes'ûd'dan, o da Nebi (Sallallahu Aleyhi ve Sellem)'den naklen bu hadîsin mislini rîvâyet etti
chapter||The virtue of Surat al-Kahf and Ayat al-Kursi
hadith|809a|
hadith|809b|{….} Bize Muhammedü'bnü'l-Müsennâ ile İbni Beşşâr rivayet ettiler. Dediler ki: Bize Muhammed b. Ca'fer rivayet etti. (Dediki): Bize Şu'be rivayet etti. H. Bana Züheyr b. Harb da rivayet etti. (Dediki): Bize, Abdurrahman b. Mehdi rivayet etti. (Dediki): Bize, Hemmâm rivayet etti. Bu râvîler hep birden Katâde'den bu isnâdla rivayette bulunmuşlardır. (Yalnız) Şu'be: «Kehf sûresinin sonundan.» Hemmâm ise Hişm'ın dediği gibi: «Kehf'in başından...» demişlerdir
hadith|810|Bize Ebû Bekir b. Ebî Şeybe rivayet etti. (Dediki): Bize Abdül a'lâ, b. Abdil a'lâ, Cüreyrî'den, o da Ebu's-Selil'den o da Abdullah Rabah El-Ensârî'den o da Ubeyyü'bnü Kâ'b'dan naklen rivayet etti. Ubeyy şöyle demiş: Resûlullah (Sallallahu Aleyhi ve Sellem) : «Yâ Ebe'l-Münzir! Allah'ın kitabından ezberinde bulunan hangi âyet daha biiyükdür? bilirmisin?» dedi. Ben : — Allah ve Resûlü bilir...» cevâbını verdim. Efendimiz (tekrar): «Yâ Ebe'l-Münzir! Allah'ın kitabından ezberinde bulunan hangi âyet daha büyükdür? bilirmisin?» diye sordu. (Bu sefer ben) : — Âyetü'l-Kürsî'dir. dedim. Bunun üzerine Resûl-i Ekrem (Sallallahu Aleyhi ve Sellem) göğsüme vurdu ve : «Vallahi ilim sana afiyet olsun Ey Ebe'l-Münzir!» buyurdular. İzah için buraya tıklayın
chapter||The virtue of reciting Qul Huwa Allahu Ahad
hadith|811a|
hadith|811b|Bize İshâk b. İbrahim rivayet etti. (Dediki): Bize Muhammed b. Bekr haber verdi, (Dediki): Bize Saîd b. Ebî Arûbe rivayet etti. H. Bize Ebû Bekir b. Ebî Şeybe dahî rivayet etti. (Dediki): Bize Affân rivayet etti. (Dediki): Bize Ebânel-Attâr rivayet etti. Bunlar hep birden Katâde'den bu isnâdla rivayette bulunmuşlar. Her ikisinin hadîslerinde de «Nebi (Sallallahu Aleyhi ve Sellem) : «Şüphesiz ki Allah Kur'an'ı üç cüz'e taksim etmiş ve İhlâs sûresini Kur'ân'ın bu üç cüz'ünden biri yapmışdır; buyurdu.» ibaresi vardır. İzah 813 de
hadith|812a|
hadith|812b|Bize Vâsıl b. Abdil a'lâ rivayet etti. (Dediki): Bize İbni FudayI, Beşîr b. Ebi İsmail'den, o da Etû Hâzim'den, o da Ebû Hureyre'den naklen rivayet etti. Ebu Hureyre şöyle demiş: Resulullah (Sallallahu Aleyhi ve Sellem) Bizim yanımıza çıktı da: «Size Kur'ân'ın üçte birini okuyayım mı?» dedi. Ve İhlâs sûresini, bitirinceye kadar okudu. İzah 813 de
