collection||Sahih Muslim
hadith|1339c|امام مالک نے سعید بن ابی سعید مقبری سے انھوں نے اپنے والد سے اور انھوں نے حضرت ابو ہریرہ رضی اللہ تعالیٰ عنہ سے روایت کی کہ رسول اللہ صلی اللہ علیہ وسلم نے فر ما یا : " جو عورت اللہ اور آخرت کے دن پر ایما ن رکھتی ہے اس کے لیے حلال نہیں کہ وہ ایک دن اور رات کا سفر کرے مگر اس طرح کہ اس کا محرم اس کے ساتھ ہو ۔
hadith|1339d|ابو صالح نے اپنے والد سے انھوں نے ابو ہریرہ رضی اللہ تعالیٰ عنہ سے روایت کی انھوں نے کہا : رسول اللہ صلی اللہ علیہ وسلم نے فر ما یا : " کسی عورت کے لیے حلال نہیں کہ تین دن سفر کرے مگر اس طرح کہ اس کے ساتھ اس کا کو ئی محرم ہو ۔
hadith|1340a|
hadith|1340b|وکیع نے اعمش سے اسی سند کے ساتھ اسی کے مانند حدیث بیان کی ۔
hadith|1341a|
hadith|1341b|حماد نے ہمیں عمرو ( بن دینا ر ) سے اسی سند کے ساتھ اسی کے ہم معنی حدیث بیان کی ۔
hadith|1341c|ابن جریج نے ( عمر و بن دینار سے ) اسی سند کے ساتھ اسی کے معنی روایت بیان کی اور یہ ( جملہ ) ذکر نہیں کیا : " کو ئی مرد کسی عورت کے ساتھ ہر گز تنہا نہ ہو مگر یہ کہ اس کے ساتھ کو ئی محر م ہو ۔
chapter||It is recommended to recite statements of remembrance when setting out for Hajj or any other purpose, and the best of this remembrances
hadith|1342|{سیدنا علی ازدی رضی اللہ عنہ سے روایت ہے کہ سیدنا ابن عمر رضی اللہ عنہما نے انہیں سکھایا کہ رسول اللہ صلی اللہ علیہ وسلم کہیں سفر میں جانے کے لئے اپنے اونٹ پر سوار ہوتے تو تین بار اللہ اکبر فرماتے ، پھر یہ دعا پڑھتے : سبْحانَ الذي سخَّرَ لَنَا هذا وما كنَّا له مُقرنينَ ، وَإِنَّا إِلى ربِّنَا لمُنقَلِبُونَ . اللَّهُمَّ إِنَّا نَسْأَلُكَ في سَفَرِنَا هذا البرَّ والتَّقوى ، ومِنَ العَمَلِ ما تَرْضى . اللَّهُمَّ هَوِّنْ علَيْنا سفَرَنَا هذا وَاطْوِ عنَّا بُعْدَهُ ، اللَّهُمَّ أَنتَ الصَّاحِبُ في السَّفَرِ ، وَالخَلِيفَةُ في الأهْلِ. اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنْ وعْثَاءِ السَّفَرِ ، وكآبةِ المنظَرِ ، وَسُوءِ المنْقلَبِ في المالِ والأهلِ " پاک ہے وہ ذات جس نے اس جانور کو ہمارے تابع کر دیا اور ہم اس کو دبا نہ سکتے تھے اور ہم اپنے پروردگار کے پاس لوٹ جانے والے ہیں } الزخرف : 14,13 { اے اللہ! ہم تجھ سے اپنے اس سفر میں نیکی اور پرہیزگاری مانگتے ہیں اور ایسے کام کا سوال کرتے ہیں جسے تو پسند کرے ۔ اے اللہ! ہم پر اس سفر کو آسان کر دے اور اس کی مسافت کو ہم پر تھوڑا کر دے ۔ اے اللہ تو ہی سفر میں رفیق سفر اور گھر میں نگران ہے ۔ اے اللہ! میں تجھ سے سفر کی تکلیفوں اور رنج و غم سے اور اپنے مال اور گھر والوں میں برے حال میں لوٹ کر آنے سے تیری پناہ مانگتا ہوں ۔ ( یہ تو جاتے وقت پڑھتے ) اور جب لوٹ کر آتے تو بھی یہی دعا پڑھتے مگر اس میں اتنا زیادہ کرتے کہآيبون تائبون عائدون عابدون لربنا حامدون ”ہم لوٹنے والے ہیں ، توبہ کرنے والے ، خاص اپنے رب کی عبادت کرنے والے اور اسی کی تعریف کرنے والے ہیں“ ۔
hadith|1343a|
hadith|1343b|ابومعاویہ ( محمد بن خازم ) اور عبدالواحد دونوں نے عاصم سے اسی سند کے ساتھ اسی کے مانند روایت بیان کی ، مگر عبدالواحد کی حدیث میں " مال اوراہل میں " کے الفاظ ہیں اور محمد بن خازم کی روایت میں ہے ، کہا : " جب آپ واپس آتے تواہل ( کی سلامتی کی دعا ) سے ابتدا کرتے " اور ( یہ ) دونوں کی روایت میں ہے؛ " اے اللہ ! میں سفر کی تکان سے تیری پناہ مانگتا ہوں ۔
chapter||What should be said when returning from Hajj and other journeys
hadith|1344a|
hadith|1344b|ایوب ، مالک اورضحاک سب نے نافع سے ، انھوں نے ابن عمر رضی اللہ تعالیٰ عنہ سے اور انھوں نے نبی کریم صلی اللہ علیہ وسلم سے اسی کے مانند حدیث بیان کی ، سوائے ایوب کی حدیث کے ، اس میں تکبیر دو مرتبہ ہے ۔
hadith|1345a|
hadith|1345b|بشر بن مفضل نے ہمیں حدیث بیان کی ، ( کہا : ) ہمیں یحییٰ بن ابی اسحاق نے حضرت انس بن مالک رضی اللہ تعالیٰ عنہ سے حدیث بیان کی ، انھوں نے نبی کریم صلی اللہ علیہ وسلم سے اسی کے مانندروایت کی ۔
chapter||It is recommended to stop in Batha' of Dhul-Hulaifah and pray there when departing from Hajj and 'Umrah, or any time one passes through it
hadith|1257c|امام مالک ؒ نے نافع سے ، انھوں نے عبداللہ بن عمر رضی اللہ تعالیٰ عنہ سے روایت کی کہ رسول اللہ صلی اللہ علیہ وسلم نے بارانی پانی کی سنگریزوں اور ریت والی گزرگاہ ( بطحاء ) میں جو ذوالحلیفہ میں ہے ، اونٹنی کو بٹھایا اوروہاں نماز ادا کی ۔ ( نافع نے ) کہا : عبداللہ بن عمر رضی اللہ تعالیٰ عنہ اسی طرح کیا کرتے تھے ۔
hadith|1257d|لیث نے ہمیں نافع سے حدیث بیان کی ، انھوں نےکہا : حضرت ابن عمر رضی اللہ تعالیٰ عنہ اس ر یتلی پتھریلی وادی میں اونٹ کو بٹھاتے جو ذوالحلیفہ میں ہے جہاں رسول اللہ صلی اللہ علیہ وسلم اونٹنی کو بٹھاتے تھے اور نماز ادا کرتے ۔
hadith|1257e|انس ( بن عیاض ) ، یعنی ابوضمرہ نے موسیٰ بن عقبہ سے حدیث بیان کی ، انھوں نے نافع سے روایت کی کہ ابن عمر رضی اللہ تعالیٰ عنہ جب حج یا عمرے سے لوٹتے تواس پتھریلی ریتلی وادی میں اونٹ کو بٹھاتے جو ذوالحلیفہ میں ہے جہاں رسول اللہ صلی اللہ علیہ وسلم اونٹنی کو بٹھاتے تھے ۔
hadith|1346a|
hadith|1346b|اسماعیل بن جعفر نے ہمیں حدیث بیان کی ، ( کہا : ) ہمیں موسیٰ عقبہ نے سالم بن عبداللہ بن عمر رضی اللہ تعالیٰ عنہ سے خبر دی ، انھوں نے اپنے والد سے روایت کی کہ نبی کریم صلی اللہ علیہ وسلم کے پاس ، جب آپ ذوالحلیفہ میں اپنی آرام گاہ میں جو وادی کے درمیان تھی ، ( کسی آنے والے کو ) بھیجا گیا ، اور آپ سے کہا گیا : آپ مبارک وادی میں ہیں ۔ موسیٰ ( بن عقبہ ) نے کہا : سالم نے ہمارے ساتھ مسجد کے قریب اسی جگہ اونٹ بٹھائے جہاں حضرت عبداللہ رضی اللہ تعالیٰ عنہ بٹھایا کرتے تھے ، وہ رسول اللہ صلی اللہ علیہ وسلم کی رات کے پچھلے پہر کی استراحت کی جگہ تلاش کرتے تھے ، اور وہ جگہ اسی مسجد سے نیچے تھی ، جو وادی کے درمیان میں تھی ، اس ( مسجد ) کے اور قبلے کے درمیان ، اس کے وسط میں ۔ اسماعیل بن جعفر نے ہمیں حدیث بیان کی ، ( کہا : ) ہمیں موسیٰ عقبہ نے سالم بن عبداللہ بن عمر رضی اللہ تعالیٰ عنہ سے خبر دی ، انھوں نے اپنے والد سے روایت کی کہ نبی کریم صلی اللہ علیہ وسلم کے پاس ، جب آپ ذوالحلیفہ میں اپنی آرام گاہ میں جو وادی کے درمیان تھی ، ( کسی آنے والے کو ) بھیجا گیا ، اور آپ سے کہا گیا : آپ مبارک وادی میں ہیں ۔ موسیٰ ( بن عقبہ ) نے کہا : سالم نے ہمارے ساتھ مسجد کے قریب اسی جگہ اونٹ بٹھائے جہاں حضرت عبداللہ رضی اللہ تعالیٰ عنہ بٹھایا کرتے تھے ، وہ رسول اللہ صلی اللہ علیہ وسلم کی رات کے پچھلے پہر کی استراحت کی جگہ تلاش کرتے تھے ، اور وہ جگہ اسی مسجد سے نیچے تھی ، جو وادی کے درمیان میں تھی ، اس ( مسجد ) کے اور قبلے کے درمیان ، اس کے وسط میں ۔
chapter||No idolator may circumambulate the house, and no one may circumambulate the house naked, and when the greatest day of Hajj is
hadith|1347|عمرو ( بن حارث ) نے ابن شہاب سے ، انھوں نے حمید بن عبدالرحمان ( بن عوف ) سے خبردی ، انھوں نے حضرت ابو ہریرہ رضی اللہ تعالیٰ عنہ سے روایت کی ، نیز بونس ( بن یزید ایلی ) نے ابن شہاب سے اسی سندکے ساتھ حضرت ابو ہریرہ رضی اللہ تعالیٰ عنہ سے روایت کی ، انھوں نے کہا : حضرت ابو بکر صدیق رضی اللہ تعالیٰ عنہ نے مجھے اس حج میں جس میں رسول اللہ صلی اللہ علیہ وسلم نے حجۃ الوداع سے پہلے انھیں امیر بنایا تھا ، ایک چھوٹی جماعت کے ساتھ روانہ کیا کہ وہ لوگ قربانی کے دن لوگوں میں ( یہ ) اعلان کریں کہ اس سال کے بعد کوئی مشرک حج نہیں کرے گا اور نہ کوئی برہنہ شخص بیت اللہ کا طواف کرے گا ۔ ابن شہاب نے کہا : حمید بن عبدالرحمان ( بن عوف ) حضرت ابو ہریرہ رضی اللہ تعالیٰ عنہ کی حدیث کی بنا پر کہاکرتے تھے : قربانی کا دن ہی حج اکبر کا دن ہے ۔
chapter||The virtue of the day of 'Arafat
hadith|1348|حضرت عائشہ رضی اللہ تعالیٰ عنہا نے کہا : بلاشبہ اللہ کے رسول صلی اللہ علیہ وسلم نے فرمایا : " کوئی دن نہیں جس میں اللہ تعالیٰ عرفہ کے دن سے بڑھ کر بندوں کو آگ سے آزاد فرماتا ہو ، وہ ( اپنے بندوں کے ) قریب ہوتا ہے ۔ اور فرشتوں کے سامنے ان لوگوں کی بناء پر فخر کرتا ہے اور پوچھتا ہے : یہ لوگ کیا چاہتے ہیں؟
hadith|1349a|
hadith|1349b|سفیان بن عینیہ ، سہیل ، عبیداللہ ، وکیع اورسفیان ( ثوری ) سب نے سمی سے ، انھوں نے ابوصالح سے ، انھوں نے حضرت ابو ہریرہ رضی اللہ تعالیٰ عنہ سے اورانھوں نے نبی کریم صلی اللہ علیہ وسلم سے مالک بن انس کی حدیث کے مانند روایت کی ۔
hadith|1350a|
hadith|1350b|ابو عوانہ ، ابو احوص ، مسعر ، سفیان اورشعبہ سب نے منصور سے اسی سند کے ساتھ یہ حدیث بیا ن کی اور ان سب کی حدیث میں یہ الفاظ ہیں : " جس نے حج کیا اور اس نے نہ فحش گوئی کی اور نہ کوئی گناہ کیا ۔
hadith|1350c|سیار نے ابو حازم سے ، انھوں نے حضرت ابو ہریرہ رضی اللہ تعالیٰ عنہ سے اورانھوں نے نبی کریم صلی اللہ علیہ وسلم سے روایت کی ، اسی کے مانند ۔
chapter||Pilgrims staying in Makkah, and Inheriting its houses
hadith|1351a|
hadith|1351b|معمر نے زہری سے انھوں نے علی بن حسین سے انھوں نے عمرو بن عثمان سے اور انھوں نے اسامہ بن زید رضی اللہ تعالیٰ عنہ سے روایت کی ، ( انھوں نے کہا ) میں نے عرض کی : اے اللہ کے رسول صلی اللہ علیہ وسلم ! آپ کل کہاں قیام کریں گے ؟یہ بات آپ کے حج کے دورا ن میں ہو ئی جب ہم مکہ کے قریب پہنچ چکے تھےتو آپ نے فرمایا : " کیا عقیل نے ہمارے لیے کو ئی گھر چھوڑا ہے
hadith|1351c|محمد بن ابی حفصہ اور زمعہ بن صالح دونوں نے کہا ابن شہاب نے ہمیں حدیث بیان کی انھوں نے علی بن حسین سے ، انھوں نے عمرو بن عثمان سے انھوں نے اسامہ بن زید رضی اللہ تعالیٰ عنہ سے روایت کی انھوں نے عرض کی : اللہ کے رسول صلی اللہ علیہ وسلم ! کل ان شاء اللہ آپ کہاں ٹھہریں گے؟ یہ فتح مکہ کا زمانہ تھا آپ نے فر ما یا : " کیا عقیل نے ہمارے لیے کو ئی گھر چھوڑا ہے
chapter||It is permissible for the one who emigrated from Makkah to stay there for three days after completing Hajj and 'Umrah, and no more than that
hadith|1352a|
hadith|1352b|سفیان بن عیینہ نے ہمیں عبد الرحمٰن بن حمید سے خبر دی انھوں نے کہا : میں نے عمر بن عبد لعزیز سے سنا ، وہ اپنے نشینوں سے کہہ رہے تھے : تم ( حج کے بعد مکہ میں ٹھہرنے کے بارے میں کیا سنا ، ؟سائب بن یزید رضی اللہ تعالیٰ عنہ نے کہا : میں علاء ۔ ۔ ۔ یا کہا : علاء بن حضرمی رضی اللہ تعالیٰ عنہ ۔ ۔ ۔ ۔ سے سنا کہ رسول اللہ صلی اللہ علیہ وسلم نے فر ما یا : " ہجرت کر جا نے والا اپنی عبادت ( حج یا عمرہ ) مکمل کرنے کے بعد مکہ میں تین دن ٹھہر سکتا ہے ۔
hadith|1352c|صالح نے عبد الرحمٰن بن حمید سے روایت کی کہ انھوں نے عمر بن عبد العزیز سے سنا ، وہ سائب بن یزید رضی اللہ تعالیٰ عنہ سے سوال کر رہے تھے تو سائب رضی اللہ تعالیٰ عنہ نے جواب دیا : میں نے علاء بن حضری رضی اللہ تعالیٰ عنہ سے سنا وہ کہہ رہے تھے : میں نے نبی صلی اللہ علیہ وسلم سے سنا ، آپ فر ما رہے تھے ۔ مہاجر ( منیٰ سے ) لو ٹنے کے بعد تین را تیں مکہ میں ٹھہرسکتا ۔
hadith|1352d|اسماعیل بن محمد بن سعد نے مجھے خبر دی کہ حمید بن عبد الرحمٰن بن عوف نے انھیں بتا یا کہ سائب بن یزید رضی اللہ تعالیٰ عنہ نے انھیں بتا یا کہ علاء بن حضرمی رضی اللہ تعالیٰ عنہ نے انھیں رسول اللہ صلی اللہ علیہ وسلم سے خبر دی : آپ صلی اللہ علیہ وسلم نے فر ما یا : " مہا جر کا اپنی عبادت مکمل کرنے کے بعد مکہ میں قیام تین دن تک کا ہے ۔
hadith|1352e|ضحا ک بن مخلد نے ہمیں حدیث بیان کی ، ( کہا : ) ہمیں ابن جریج نے اسی سند کے ساتھ اسی کے مانند خبر دی ۔
chapter||The sanctity of Makkah and the sanctity of its game, grasses, trees and lost property, except for the one who announces it, is forever
hadith|1353a|
hadith|1353b|مفضل نے ہمیں منصور سے اسی سند کے ساتھ اسی کے مانند حدیث بیان کی ، انھوں نے " جس دن سے اللہ تعا لیٰ نے آسمانوں اور زمین کو پیدا کیا " کے الفا ظ ذکر نہیں کیے ۔ " قتال " ( لڑائی ) کے بجا ئے " قتل " کا لفظ کہا اور کہا " یہاں کی گری پڑی چیز اس شخص کے سوا جو اس کا اعلا ن کرے ، کو ئی نہ اٹھا ئے ۔
hadith|1354|ابو شریح عدوی رضی اللہ تعالیٰ عنہ سے روایت ہے کہ انھوں نے عمرو بن سعید سے جب وہ ( ابن زبیر رضی اللہ تعالیٰ عنہ کے خلا ف ) مکہ کی طرف لشکر بھیج رہا تھا کہا : اے امیر ! مجھے اجا زت دیں ۔ میں آپ کو ایک ایسا فرمان بیان کروں جو رسول اللہ صلی اللہ علیہ وسلم نے فتح مکہ کے دوسرے دن ارشاد فر ما یا تھا ۔ اسے میرے دونوں کا نوں نے سنا ، میرے دل نے یا د رکھا اور جب آپ نے اس کے الفا ظ بو لے تو میرے دونوں آنکھوں نے آپ کو دیکھا ۔ آپ نے اللہ تعا لیٰ کی حمد و ثنا بیان کی ، پھر فرمایا : " بلا شبہ مکہ کو اللہ نے حرمت عطا کی ہے لوگوں نے نہیں ۔ ۔ کسی آدمی کے لیے جو اللہ اور یو آخرت پر ایما ن رکھتا ہو حلال نہیں کہ وہ اس میں خون بہا ئے اور نہ ( یہ حلال ہے کہ ) کسی درخت کو کا ٹے ۔ اگر کو ئی شخص اس میں رسول اللہ صلی اللہ علیہ وسلم کی لڑا ئی کی بنا پر رخصت نکا لے تو اسے کہہ دینا : بلا شبہ اللہ نے اپنے رسول اللہ صلی اللہ علیہ وسلم کو اجا زت دی تھی تمھیں اس کی اجا زت نہیں دی تھی اور آج ہی اس کی حرمت اسی طرح واپس آگئی ہے جیسے کل اس کی حرمت موجود تھی اور جو حا ضر ہے ( یہ بات ) اس تک پہنچا دے جو حا ضر نہیں ۔ اس پر ابو شریح رضی اللہ تعالیٰ عنہ سے کہا گیا : ( جواب میں ) عمرو نے تم سے کیا گہا ؟ ( کہا : ) اس نے جواب دیا : اے ابو شریح !میں یہ بات تم سے زیادہ جا نتا ہوں جرم کسی نافر مان ( باغی ) کو خون کر کے بھا گ آنے والے کو اور چوری کر کے فرار ہو نے والے کو پناہ نہیں دیتا ۔
hadith|1355a|
hadith|1355b|شیبان نے یحییٰ سے روایت کی ، ( کہا : ) مجھے ابو سلمہ نے خبر دی ، انھوں نے حجرت ابو ہریرہ رضی اللہ تعالیٰ عنہ سے سنا وہ کہہ رہے تھے : فتح مکہ کے سال خزاعہ نے بنو لیث کا ایک آدمی اپنے ایک مقتول کے بدلے میں جسے انھوں نے ( بنولیث ) نے قتل کیا تھا قتل کر دیا ۔ رسول اللہ صلی اللہ علیہ وسلم کو اس کی خبر دی گئی تو آپ اپنی سواری پر بیٹھے اور خطبہ ارشاد فر ما یا : " بلا شبہ اللہ عزوجل نے ہا تھی کو مکہ ( پر حملے ) سے روک دیا جبکہ اپنے رسول اللہ صلی اللہ علیہ وسلم اور مومنوں کو اس پر تسلط عطا کیا ۔ مجھ سے پہلے یہ کسی کے لیے حلال نہیں تھا اور میرے بعد بھی ہر گز کسی کے لیے حلال نہ ہو گا ۔ سن لو!یہ میرے لیے دن کی ایک گھڑی بھر حلال کیا گیا تھا اور ( اب ) یہ میری اس موجودہ گھڑی میں بھی حرمت والا ہے نہ ڈنڈے کے ذریعے سے اس کے کانٹے جھا ڑے جا ئیں نہ اس کے درخت کا ٹے جائیں اور نہ ہی اعلان کرنے والے کے سوا اس میں گری ہو ئی چیز اٹھا ئے اور جس کا کو ئی قریبی قتل کر دیا گیا اس کے لیے دو صورتوں میں سے وہ ہے جو ( اس کی نظر میں ) بہتر ہو : ہا سے عطا کر دیا جا ئے ۔ یعنی خون بہا ۔ ۔ ۔ یا مقتول کے گھر والوں کو اس سے بدلہ لینے دیا جا ئے ۔ کہا : تو اہل یمن میں سے ایک آدمی آیا جسے ابو شاہ کہا جا تا تھا اس نے کہا : اللہ کے رسول صلی اللہ علیہ وسلم ! مجھے لکھوا دیں آپ نے فر ما یا : " ابو شاہ کو لکھ دو ۔ قریش کے ایک آدمی نے عرض کی : اذخر کے سوا ، ( کیونکہ ) ہم اسے اپنے گھروں اور اپنی قبروں میں استعمال کرتے ہیں تو رسول اللہ صلی اللہ علیہ وسلم نے فرمایا : " اذخر کے سوا ۔
chapter||The prohibition of carrying weapons in Makkah when there is no need for that
hadith|1356|حضرت جا بر رضی اللہ تعالیٰ عنہ سے روایت ہے انھوں نے کہا : میں نے نبی صلی اللہ علیہ وسلم سے سنا ، آپ فر ما رہے تھے : " تم میں سے کسی کے لیے مکہ میں اسلحہ اٹھا نا حلال نہیں ۔
chapter||It is permissible to enter Makkah without Ihram
hadith|1357|عبد اللہ بن مسلمہ قعنبی یحییٰ بن یحییٰ اور قتیبہ بن سعید نے ہمیں حدیث بیان کی ، قعنبی نے کہا : میں نے امام مالک کے سامنے قراءت کی قتیبہ نے کہا : ہم سے امام مالک نے حدیث بیان کی اور یحییٰ نے کہا ۔ ۔ ۔ الفا ظ انھی کے ہیں میں نے امام مالک سے پو چھا : کیا بن شہاب نے آپ کو حضرت انس بن مالک رضی اللہ تعالیٰ عنہ سے حدیث بیان کی ہے کہ رسول اللہ صلی اللہ علیہ وسلم فتح کے سال مکہ میں دا خل ہو ئے اور آپ کے سر مبارک پر خود تھا جب آپ نے اسے اتارا تو آپ کے پاس ایک آدمی آیا اور کہنے لگا : ابن خطل کعبہ کے پردوں سے چمٹا ہوا ہے آپ نے فر ما یا : " اے قتل کر دو ؟تو امام مالک نے جوا ب دیا ۔ : ہا ں
hadith|1358a|
hadith|1358b|شریک نے ہمیں عمار دہنی سے خبر دی انھوں نے ابو زبیر سے انھوں نے جا بر بن عبد اللہ رضی اللہ تعالیٰ عنہ سے روایت کی کہ نبی صلی اللہ علیہ وسلم فتح مکہ کے دن دا خل ہو ئے تو آپ ( کے سرمبارک ) پر سیا ہ رنگ کا عمامہ تھا ۔
hadith|1359a|
hadith|1359b|ابو بکر بن ابی شیبہ اور حسن حلوانی نے ہمیں حدیث بیان کی دونوں نے کہا : ہمیں ابو اسامہ نے مساور وراق سے حدیث بیان کی ۔ کہا : مجھے حدیث بیان کی ( جعفر بن عمرو نے ) اور حلوانی کی روایت میں ہے کہا : میں نے جعفر بن عمرو بن حریث سے سنا ۔ ۔ ۔ انھوں نے اپنے والد ( عمرہ بن حریث رضی اللہ تعالیٰ عنہ ) سے روایت کی ، انھوں نے کہا : جیسے میں ( اب بھی ) رسول اللہ صلی اللہ علیہ وسلم کو منبر پر دیکھ رہا ہوں ، آپ ( کے سر مبارک ) پر سیاہ عمامہ ہے آپ نے اس کے دونوں کناروں کو اپنے دونوں کندھوں کے درمیا ن لٹکا یا ہوا ہے ابو بکر ( بن ابی شیبہ ) نے " منبرپر " کے الفاظ نہیں کہے ۔
chapter||The virtue of Al-Madinah and the Prophet's Prayer for it to be blessed. Its sanctity and the sanctity of its game and trees. The Boundaries of its sanctuary
hadith|1360a|
hadith|1360b|عبدالعزیز یعنی ابن مختار سلیمان بن بلال اور وہیب ( بن خالد باہلی ) سب نے عمرو بن یحییٰ مازنی سے اسی سند کے ساتھ حدیث بیان کی وہیب کی حدیث درااوردی کی حدیث کی طرح ہے : " اس سے دگنی ( بر کت ) کی جتنی بر کت کی برا ہیمؑ نے دعا کی تھی " جبکہ سلیمان بن بلال اور عبد العزیز بن مختار دونوں کی روایت میں ہے " جتنی ( برکت کی ) ابرا ہیمؑ نے دعا کی تھی ۔
hadith|1361a|
hadith|1361b|نافع بن جبیر سے روایت ہے کہ مروان بن حکم نے لوگون کو خطا ب کیا ، اس نے مکہ کے باشبدوں اور اس کی حرمت کا تذکرہ کیا اور مدینہ اس کے باشندوں اور اس کی حرمت کا تذکرہ نہ کیاتو رافع بن خدیج رضی اللہ تعالیٰ عنہ نے بلند آواز سے اس کو مخا طب کیا اور کہا : کیا ہوا ہے ؟ میں سن رہا ہوں کہ تم نے مکہ اس کے باشندوں اور اس کی حرمت کا تذکرہ کیا لیکن مدینہ اس کے باشندوں اور اس کی حرمت کا تذکرہ نہیں کیا ، حالانکہرسول اللہ صلی اللہ علیہ وسلم نے اس کے دونوں سیاہ پتھروں والی زمینوں کے درمیان میں واقع علا قے کو حرم قرار دیا ہے اور ( آپ صلی اللہ علیہ وسلم کا ) وہ فر ما ن خولانی چمڑے میں ہمارے پاس محفوظ ہے ۔ اگر تم چاہو تو اسے میں تمھیں پڑھا دوں ۔ اس پر مروان خاموش ہوا پھر کہنے لگا : اس کا کچھ حصہ میں نے بھی سنا ہے
hadith|1362|حضرت جا بر رضی اللہ تعالیٰ عنہ سے روایت ہے کہا : رسول اللہ صلی اللہ علیہ وسلم نے فر مایا : " بلا شبہ ابرا ہیم ؑ نے مکہ کو حرم قرار دیا اور میں مدینہ کو جو ان دو سیاہ پتھر یلی زمینوں کے درمیان ہے حرم قرار دیتا ہوں ، نہ اس کے کا نٹے دار درخت کا ٹے جا ئیں اور نہ اس کے شکار کے جا نوروں کا شکار کیا جا ئے ۔
hadith|1363a|
hadith|1363b|مروان بن معاویہ نے ہمیں حدیث بیان کی ( کہا : ) ہمیں عثمان بن حکیم انصاری نے حدیث بیان کی ، ( کہا : ) مجھے عامر بن سعد بن ابی وقاص نے اپنے والد سے خبر دی کہ رسول اللہ صلی اللہ علیہ وسلم نے فر ما یا ۔ ۔ ۔ پھر ابن نمیر کی حدیث کی طرح بیان کیا اور حدیث میں ان الفاظ کا اضافہ کیا : " اور کو ئی شخص نہیں جو اہل مدینہ کے ساتھ برا ئیکا ارادہ کرے گا مگر اللہ تعا لیٰ اسے آگ میں سیسے کے پگھلنے یاپانی میں نمک کے پگھلنے کی طرح پگھلا دے گا ۔
hadith|1364|اسماعیل بن محمد نے عا مر بن سعد سے روایت کی کہ حضرت سعد ( بن ابی وقاص رضی اللہ تعالیٰ عنہ ) ( مدینہ کے قریب ) عقیق میں اپنے محل کی طرف روانہ ہو ئے انھوں نے ایک غلام کو دیکھا وہ درخت کا ٹ رہا تھا یا اس کے پتے چھاڑ رہا تھا انھوں نے اس سے ( اس لباس اور سازو سامان ) سلب کر لیا ۔ جب حضرت سعد رضی اللہ تعالیٰ عنہ ( مدینہ ) لو ٹے تو غلام کے مالک ان کے پاس حا ضر ہو ئے اور ان سے گفتگو کی کہ انھوں نے جو ان کے غلام کو ۔ ۔ ۔ یا انھیں ۔ ۔ ۔ واپس کردیں ۔ انھوں نے کہا : اللہ کی پناہ کہ میں کو ئی ایسی چیز واپس کروں جو رسول اللہ صلی اللہ علیہ وسلم نے مجھے بطور غنیمت دی ہے اور انھوں نے وہ ( سامان ) انھیں واپس کرنے سے انکا ر کر دیا ۔
hadith|1365a|
hadith|1365b|یعقوب بن عبد الرحمٰن القاری نے ہمیں عمرو بن ابی عمرو سے حدیث بیان کی انھوں نے انس بن مالک رضی اللہ تعالیٰ عنہ سے انھوں نے نبی صلی اللہ علیہ وسلم سے اسی کے مانند روایت کی ۔ ۔ ۔ مگر انھوں نے کہا : " میں اس کی دونوں کالے سنگریزوں والی زمینوں کے درمیانی حصے کو حرم قرار دیتا ہوں ۔
hadith|1366|عاصم نے ہمیں حدیث بیان کی کہا : میں نے حضرت انس بن مالک رضی اللہ تعالیٰ عنہ سے پو چھا : کیا رسول اللہ صلی اللہ علیہ وسلم نے مدینہ کو حرم قرار دیا تھا؟ انھوں نے کہا : ہاں ، فلاں مقام فلاں مقام تک ( کا علاقہ ) جس نے اس میں کو ئی بدعت نکا لی ، پھر انھوں نے مجھ سے کہا : یہ سخت وعید ہے : " جس نے اس میں بدعت کا ارتکاب کیا اس پر اللہ کی فرشتوں کی اور تمام انسانوں کی لعنت ہو گی ، قیامت کے دن اللہ تعا لیٰ اس کی طرف سے نہ کو ئی عذر وحیلہ قبو ل فر مائے گا نہ کو ئی بدلہ ۔ کہا : ابن انس نے کہا : یا ( جس نے ) کسی بدعت کا ارتکاب کرنے والے کو پناہ دی ۔
hadith|1367|ہمیں عاصم احول نے خبر دی کہا ، میں نے حضرت انس رضی اللہ تعالیٰ عنہ سے پوچھا : کیا رسول اللہ صلی اللہ علیہ وسلم نے مدینہ کو حرم قرار دیا ہے؟ انھوں نے کہا : ہاں ، یہ حرم ہے اس کی گھاس نہ کا ٹی جا ئے جس نے ایسا کیا اس پر اللہ کی ، فرشتوں کی ، اور سب لوگوں کی لعنت ہو گی ۔
hadith|1368|اسحاق بن عبد اللہ بن ابی طلحہ نے حجرت انس بن مالک رضی اللہ تعالیٰ عنہ سے روایت کی کہ رسول اللہ صلی اللہ علیہ وسلم نے فر ما یا : " اےاللہ !ان ( اہل مدینہ ) کے لیے ان کے ناپنے کے پیمانے میں بر کت عطا فر ما ، ان کے صاع میں بر کت عطا فر ما ۔ اور ان کے مد میں بر کت فر ما ۔
hadith|1369|زہری نے حضرت انس بن مالک رضی اللہ تعالیٰ عنہ سے روایت کی ، انھوں نے کہا : رسول اللہ صلی اللہ علیہ وسلم نے فر ما یا : اے اللہ !مدینہ میں اس سے دگنی برکت رکھ جتنی مکہ میں ہے ۔
hadith|1370a|
