collection||Sahih al Bukhari
chapter||The Statement of Allah the Exalted: "...And to Dāwūd (David) We gave the Zabūr (Psalms) ." (V.17:55)
hadith|4713|Сообщается со слов Абу Хурайры, да будет доволен им Аллах, что Пророк ﷺ сказал: «Чтение (Забура) было облегчено для Дауда, и часто бывало так, что он повелевал седлать своих верховых животных, а пока их седлали, он успевал прочесть Забур»
chapter||"Say (O Muḥammad ﷺ): 'Call upon those besides Him whom you pretend (to be gods)..." (V.17:56)
hadith|4714|Сообщается, что ‘Абдуллах сказал об аяте «…ищут близости к своему Господу…»: «Некоторые люди поклонялись джиннам, но джинны приняли ислам, а те, кто им поклонялись остались на своей религии». \nА‘маш добавил: «Скажи: “Взывайте к тем, кого вы считаете богами наряду с Ним…”»
chapter||The Statement of Allah the Exalted: "Those whom they call upon [like 'Isa (Jesus) the son of Maryam (Mary), 'Uzair (Ezra) angels, etc.] desire (for themselves) means of access to their Lord (Allah)..." (V.17:57)
hadith|4715|Сообщается, что ‘Абдуллах сказал об аяте «Те, к кому они взывают с мольбой, сами ищут близости к своему Господу…»: «Некоторые люди поклонялись джиннам, но джинны приняли ислам»
chapter||"And We made not the vision which We showed you (O Muḥammad [ﷺ] as an actual eye-witness and not as a dream on the night of Al-Isrā') , but a trial for mankind..." (V.17:60)
hadith|4716|Сообщается, что Ибн ‘Аббас, да будет доволен Аллах им и его отцом, (о словах Всевышнего) «Мы сделали показанное тебе видение искушением для людей» сказал: «Это было (не сновидение, а) видение воочию того, что было показано Посланнику Аллаха ﷺ когда он был ночью перенесён (в Иерусалим)». (Ибн ‘Аббас относительно слов Всевышнего) «а также дерево, проклятое в Коране» сказал: «Дерево Заккум»
chapter||The Statement of Allah the Most High: "Verily, the recitation of the Qur'ān in the early dawn (i.e. the morning - Fajr prayer) is ever witnessed (attended by the angels in charge of mankind of the day and the night) ." (V.17:78)
chapter_intro||قَالَ مُجَاهِدٌ: صَلاَةَ الْفَجْرِ.
hadith|4717|Сообщается со слов Абу Хурайры, да будет доволен им Аллах, что Пророк ﷺ говорил: «Коллективная молитва превосходит молитву, совершаемую в одиночестве, на двадцать пять ступеней, и ангелы ночи встречаются с ангелами дня во время утренней молитвы».\nЗатем Абу Хурайра сказал: «Читайте, если пожелаете (, тот аят, где сказано): “…и читай Коран на рассвете. Воистину, на рассвете Коран читают при свидетелях”»
chapter||The Statement of Allah the Exalted: "It may be that your Lord will raise you to Maqām Mahmūd (a station of praise and glory, i.e., the honour of intercession on the Day of Resurrection) ." (V.17:79)
hadith|4718|Сообщается, что Ибн ‘Умар, да будет доволен Аллах ими обоими, сказал: «Поистине, в День воскресения люди будут стоять на коленях, и (члены) каждой общины будут следовать за своим пророком со словами “О такой-то, заступись, о такой-то, заступись!”, (и так будет продолжаться) до тех пор, пока право заступничества не будет предоставлено Пророку ﷺ и в этот День Аллах приведёт его к месту достохвальному /аль-макам aль-махмуд/»
hadith|4719|Сообщается со слов Джабира ибн ‘Абдуллаха, да будет доволен Аллах им и его отцом, что Посланник Аллаха ﷺ сказал: «Моё заступничество в День воскрешения обязательно получит тот, кто скажет, услышав призыв (к молитве): “O Аллах, Господь этого совершенного призыва и этой совершающейся молитвы, приведи Мухаммада к “аль-Василе” и к высокому положению и направь его к месту достохвальному, которое Ты обещал ему”\n/Аллахумма, Рабба хазихи-д-да‘вати-т-таммати ва-с-саляти-ль-къаимати, ати Мухаммадан аль-Василята ва-ль-фадылята ва-б‘асху макъаман махмудан аллязи ва‘адтаху!/»
chapter||"And say 'Truth (i.e., Islamic Monotheism or this Qur'ān or Jihād against polytheists) has come and Bāṭil (falsehood i.e., Satan or polytheism, etc.) has vanished...'" (V.17:81)
chapter_intro||يَزْهَقُ: يَهْلِكُ
hadith|4720|Сообщается, что ‘Абдуллах ибн Мас‘уд, да будет доволен им Аллах, сказал: «Когда Пророк ﷺ вступил в Мекку (в день её завоевания), вокруг Каабы находилось триста шестьдесят идолов, он начал тыкать их палкой, которую держал в руке, говоря: “Явилась истина, и сгинула ложь. Воистину, ложь обречена на погибель”. И он (говорил также): “Пришла истина, а ложное больше не появится и не вернётся”»
chapter||"And they ask you (O Muḥammad ﷺ) concerning the Rūḥ (the Spirit)..." (V.17:85)
hadith|4721|Сообщается, что ‘Абдуллах, да будет доволен им Аллах, сказал: «Однажды, когда мы вместе с Пророком ﷺ, опиравшимся на голую пальмовую ветвь, шли через посевы Медины, мимо нас прошли иудеи. И некоторые из них стали говорить (другим): “Спросите его о душе”, а некоторые из них говорили: “Не спрашивайте его, ибо что бы он ни сказал, вам это не понравится!” После чего они спросили его (о душе). Пророк ﷺ промолчал, ничего не ответив, и я понял, что он получает откровение. Когда откровение ниспослалось, он сказал: “Они станут спрашивать тебя о душе. Скажи: “Душа — от повеления моего Господа, а вам дано знать об этом очень мало”»
chapter||"...And offer your Salāt (prayer) neither aloud nor in a low voice..." (V.17:110)
hadith|4722|Сообщается, что о словах Всевышнего «Не совершай свою молитву громко и не совершай её шепотом» Ибн ‘Аббас, да будет доволен Аллах ими обоими, сказал (следующее): «Когда был ниспослан (этот аят), Посланник Аллаха ﷺ скрывался в Мекке. Совершая молитвы вместе со своими сподвижниками, он громко читал Коран, что же касается многобожников, то, услышав его (голос), они начинали поносить и Коран, и Того, Кто его ниспослал, и того, кто его принёс; и тогда Аллах Всевышний сказал Своему Пророку ﷺ: “Не совершай свою молитву громко...”, то есть (не делай этого), читая (Коран), ибо тогда (это чтение) услышат многобожники и станут поносить Коран. (Далее) Он сказал: “…и не совершай её шепотом…”, — (то есть пусть чтение будет не слишком тихим) для твоих сподвижников, ибо тогда они не услышат тебя, — “…а выбери среднее между этим”»
hadith|4723|Сообщается, что 'Аиша, да будет доволен ею Аллах, сказала: «(Этот аят) был ниспослан об обращении к Аллаху с мольбой»
chapter||Surat al-Kahf (The Cave)
chapter_intro||وَقَالَ مُجَاهِدٌ: {تَقْرِضُهُمْ} تَتْرُكُهُمْ، {وَكَانَ لَهُ ثَمَرٌ} ذَهَبٌ وَفِضَّةٌ.\nوَقَالَ غَيْرُهُ: جَمَاعَةُ الثَّمَرِ.\n{بَاخِعٌ} مُهْلِكٌ {أَسَفًا} نَدَمًا. الْكَهْفُ الْفَتْحُ فِي الْجَبَلِ. وَالرَّقِيمُ الْكِتَابُ، مَرْقُومٌ مَكْتُوبٌ مِنَ الرَّقْمِ {رَبَطْنَا عَلَى قُلُوبِهِمْ} أَلْهَمْنَاهُمْ صَبْرًا {لَوْلاَ أَنْ رَبَطْنَا عَلَى قَلْبِهَا}، {شَطَطًا} إِفْرَاطًا. الْوَصِيدُ الْفِنَاءُ جَمْعُهُ وَصَائِدُ وَوُصُدٌ وَيُقَالُ الْوَصِيدُ الْبَابُ.\n{مُؤْصَدَةٌ} مُطْبَقَةٌ آصَدَ الْبَابَ وَأَوْصَدَ {بَعَثْنَاهُمْ} أَحْيَيْنَاهُمْ {أَزْكَى} أَكْثَرُ، وَيُقَالُ أَحَلُّ وَيُقَالُ أَكْثَرُ رَيْعًا قَالَ ابْنُ عَبَّاسٍ: {أُكْلَهَا وَلَمْ تَظْلِمْ} لَمْ تَنْقُصْ.\nوَقَالَ سَعِيدٌ: عَنِ ابْنِ عَبَّاسٍ: الرَّقِيمُ اللَّوْحُ مِنْ رَصَاصٍ، كَتَبَ عَامِلُهُمْ أَسْمَاءَهُمْ ثُمَّ طَرَحَهُ فِي خِزَانَتِهِ، فَضَرَبَ اللَّهُ عَلَى آذَانِهِمْ فَنَامُوا.\nوَقَالَ غَيْرُهُ وَأَلَتْ تَئِلُ تَنْجُو.\nوَقَالَ مُجَاهِدٌ: {مَوْئِلاً} مَحْرِزًا {لاَ يَسْتَطِيعُونَ سَمْعًا} لاَ يَعْقِلُونَ.
chapter||"But man is ever more quarrelsome than anything." (V.18:54)
hadith|4724|Сообщается, что ‘Али, да будет доволен им Аллах, сказал, что однажды ночью Посланник Аллаха ﷺ пришёл к нему и Фатыме и спросил: «Разве вы не совершаете молитву?»
hadith|4730|Передают со слов Абу Са‘ида аль-Худри, да будет доволен им Аллах, что (однажды) Посланник Аллаха ﷺ сказал: «(В День воскресения) приведут смерть в виде чёрно-белого барана, и глашатай возгласит: “О обитатели рая!” — а они станут вытягивать шеи и смотреть (в его сторону). Тогда он спросит: “Знаете ли вы, что это?” Они ответят: “Да, это смерть”, и все они увидят её. После этого (снова) будет возглашено: “О обитатели огня!” — а они станут вытягивать шеи и смотреть (в его сторону). Тогда (глашатай) спросит: “Знаете ли вы, что это?” Они ответят: “Да, это смерть”, и все они увидят её, после чего (этого барана) зарежут, а (глашатай) скажет: “О обитатели рая(, вы пребудете в раю) вечно и не (вкусите) смерти! О обитатели огня(, вы пребудете в огне) вечно и не (вкусите) смерти!” (Сказав же это, Посланник Аллаха ﷺ начал) читать (аят, в котором сказано): “И предупреди их о Дне скорби, когда всё будет решено, (ведь) они беспечны…”, (а потом Пророк ﷺ сказал): “Теми, кто проявляет беспечность, являются живущие в мире этом”, (после чего закончил чтение аята, сказав): “…и они не веруют!”»
chapter||The Statement of Allah the Exalted: "And (remember) when Mūsa (Moses) said to his boy-servant: 'I will not give up (travelling) until I reach the junction of the two seas or (until) I spend years and years in travelling." (V.18:60)
chapter_intro||زَمَانًا وَجَمْعُهُ أَحْقَابٌ.
hadith|4725|Сообщается, что Са‘ид ибн Джубайр сказал: «(Однажды) я сказал Ибн ‘Аббасу: “Науф аль-Бикялий утверждает, что Муса, который сопровождал аль-Хадира, не тот Муса, (который был Пророком) сынов Исраиля, а это другой Муса”. Ибн ‘Аббас сказал: “Соврал враг Аллаха! Убай ибн Ка‘б, да будет доволен им Аллах, сообщил нам о том, что Посланник Аллаха ﷺ сказал: “(Однажды) Пророка Мусу, обратившегося с проповедью к израильтянам, спросили: “Кто из людей обладает наибольшим знанием?” — и он ответил: “Самым знающим являюсь я”, однако Аллах выразил ему порицание за то, что он не вернул обладание знанием к Аллаху. И Аллах ниспослал ему в откровении: “Поистине, у места слияния двух морей (живёт) один из рабов Моих, который знает больше, чем ты!” (Муса) спросил: “О Господь мой, как мне найти его?” — и ему было сказано: “Положи в корзину рыбу (и отправляйся в путь, а раб этот) будет там, где ты потеряешь её”. И он отправился в путь вместе со своим молодым (слугой) по имени Йуша‘ ибн Нун, который нёс рыбу в корзине. Добравшись до одной скалы, они склонили свои головы и заснули, а рыба выбралась из корзины и двинулась по направлению к морю будто по туннелю. (Узнав об этом,) Муса и его слуга были удивлены, а потом они (снова) двинулись в путь (и шли) остаток ночи и (весь) день. Когда настало утро, Муса велел своему слуге: “Принеси нам наш обед, ведь мы утомились в пути”, а до того, как он миновал то место, куда ему было велено (идти), Муса не испытывал усталости. Его слуга сказал ему: “Помнишь, как мы укрылись под скалой? Я забыл о рыбе, и только шайтан заставил меня забыть о ней. Она же отправилась в путь по морю чудесным образом”. (Услышав это,) Муса воскликнул: “Это — то, чего мы желали!” — и они вернулись назад по своим следам, когда же добрались до той скалы, (увидели) человека, облачённого в одежды (или же он сказал: человека, облачившегося в свои одежды). Муса поприветствовал его, а аль-Хадыр, ответив на приветствие, спросил: “Откуда в твоей стране знают о (таком) приветствии?” (В ответ ему Муса) сказал: “Я — Муса”. Он спросил: “Муса (из числа) израильтян?” — и (Муса) ответил: “Да”, (а затем) сказал: “Я пришёл, чтобы ты научил меня о прямом пути тому, чему ты обучен?” Он ответил: “О Муса, я обладаю знанием, которое было дано мне Аллахом и которое неведомо тебе, ты же обладаешь (иным) знанием, (также) дарованным тебе Им и неведомым мне”. Муса спросил: “Могу ли я последовать за тобой?” (Аль-Хадыр) ответил: “У тебя не хватит терпения находиться рядом со мной. Как ты сможешь терпеливо относиться к тому, что ты не объемлешь знанием?” Он сказал: “Если Аллах пожелает, то ты найдешь меня терпеливым, и я не ослушаюсь твоего веления”. И (Муса с аль-Хадыром) отправились в путь по берегу моря, (а вскоре неподалёку) от них проплывал какой-то корабль, и они попросили (моряков) взять их на борт. Аль-Хадыр был известен (этим людям), и они взяли их, не потребовав никакой платы. А потом аль-Хадыр подошёл к одной из досок корабля и выломал её топором (из борта). Муса сказал: “Что ты сделал? (Эти) люди взяли нас с собой, не требуя платы, а ты специально сделал пробоину, чтобы потопить тех, кто на корабле? Ты совершил тяжкий поступок!” (Аль-Хадыр) сказал: “Разве не говорил я тебе, что ты ни за что не сможешь сохранять терпение со мной?” (Муса) сказал: “Не укоряй меня за то, что я забыл, и не возлагай на меня тяжелое бремя”, и (так) Муса проявил забывчивость в первый (раз во время этого путешествия). (Через некоторое время) прилетел воробей, который сел на борт корабля и раз или два зачерпнул клювом воды из моря. (Увидев это,) аль-Хадыр сказал: “О Муса, знание (, полученное) тобой и мной, уменьшило знание Аллаха настолько же, насколько (та малость воды, что уместилась в) клюве этого воробья, уменьшила море!” Они снова двинулись в путь и (через некоторое время) увидели мальчика, игравшего с другими детьми. Аль-Хадыр схватил его за голову сверху и оторвал её своими руками, а Муса воскликнул: “Неужели ты убил невинного человека, который никого не убивал?! Ты совершил предосудительный поступок!” (В ответ ему аль-Хадыр) сказал: “Разве не говорил я тебе, что ты ни за что не сможешь сохранять терпение со мной?” Муса сказал: “Если я спрошу тебя о чем-либо после этого, то не продолжай путь вместе со мной. Ты уже получил мои извинения”. И они (вновь) отправились в путь, а когда явились к жителям одного селения, попросили, чтобы они их накормили, но те отказались оказать им гостеприимство. (В этом селении) они увидели готовую рухнуть стену, которую (аль-Хадыр) выпрямил своими руками, а Муса сказал ему: “Мы пришли к этим людям, а они нас не накормили и не оказали гостеприимство, ты выпрямил их стену, при желании ты мог бы получить за это плату”, (на что аль-Хадыр) ответил: “Здесь мы с тобой расстанемся, но я поведаю тебе толкование того, к чему ты не смог отнестись с терпением”. Затем Посланник Аллаха ﷺ сказал: “Поистине, хотелось бы нам, чтобы Муса проявил (больше) терпения, и тогда нам (больше) поведали бы о них!”».\nСа‘ид ибн Джубайр сказал: «Ибн ‘Аббас читал: “…Перед ними находился царь, который силой отнимал все неповрежденные корабли”. Так же он читал: “Что касается мальчика, то его родители являются верующими…”»
hadith|4731|(‘Абдуллах) ибн ‘Аббас, да будет доволен Аллах им и его отцом, передаёт, что Посланник Аллаха ﷺ сказал Джибрилю: «Что мешает тебе посещать нас чаще, чем ты делаешь это?», — и был ниспослан (аят, в котором говорится): «Мы нисходим только по велению твоего Господа. Ему принадлежит то, что перед нами, и то, что позади нас»
chapter||The Statement of Allah the Most High: "But when they reached the junction of the two seas, they forgot their fish, and it took its way through the sea as in a tunnel." (V.18:61)
chapter_intro||مَذْهَبًا يَسْرُبُ: يَسْلُكُ، وَمِنْهُ: {وَسَارِبٌ بِالنَّهَارِ}.
hadith|4726|Сообщается, что Са‘ид ибн Джубайр сказал: «(Однажды) когда мы находились в доме Ибн ‘Аббаса, он сказал: “Спрашивайте меня”. Я сказал: “О Абу ’Аббас, да сделает Аллах меня выкупом за тебя! В Куфе есть один человек, рассказчик, которого зовут Науф, он утверждает, что (Муса, который сопровождал аль-Хадыра,) не тот Муса, (который был пророком) сынов Исраиля”. Что касается ‘Амра, то он сказал мне, что Ибн ’Аббас сказал: “Соврал враг Аллаха!” Я‘ля же сказал, что Ибн ’Аббас сказал: “Убай ибн Ка‘б, да будет доволен им Аллах, сообщил мне о том, что Посланник Аллаха ﷺ сказал: “Однажды Муса, посланник Аллаха, мир ему, обратился к людям с напоминанием так, что из их глаз полились слёзы и смягчились сердца. Когда он закончил, один человек спросил его: “О посланник Аллаха! Есть ли на земле более знающий, чем ты?” Он ответил: “Нет”. Аллах выразил ему порицание за то, что он не вернул обладание знанием к Нему, и было сказано: “Да (есть тот, кто более знающий)”. Муса сказал: “О Господь, где же он?” Он ответил: “У места слияния двух морей”. Муса сказал: “О Господь, скажи мне о знамениях, по которым я узнаю это место”. Он ответил: “Это там, где тебя покинет рыба. Возьми с собой мёртвую рыбу, это место там, где она оживёт”. Он взял рыбу, положил её в корзину и сказал своему слуге: “От тебя мне нужно только, чтобы ты сообщил мне, когда рыба покинет тебя”. Тот ответил: “Ты поручил мне небольшую работу”. Об этом Аллах сказал: “Вот Муса сказал своему слуге…”. Когда он находился в тени скалы, во влажном месте, рыба зашевелилась и погрузилась в море, пока Муса спал. Слуга сказал: “Не буду его будить”. А когда Муса проснулся, он забыл рассказать ему. Аллах остановил течение моря так, что она оставила след будто на камне. ‘Амр соединил большой и указательный пальцы, образовав кольцо и сказал: “Вот так, будто след был оставлен на камне”. Муса сказал: “…мы утомились в пути”. Они вернулись на то место и обнаружили аль-Хадыра. ‘Усман ибн Аби Сулейман сказал мне, что (они нашли его) на зеленом ковре посреди моря. Аль-Хадыр был накрыт своей одеждой, один конец которой был под ногами, а другой — под головой. Когда Муса поприветствовал его салямом, он открыл своё лицо и сказал: “Разве на моей земле есть такое приветствие? Кто ты?” Муса ответил: “Я — Муса”. Аль-Хадыр спросил: “Муса (из числа) израильтян?” (Муса) ответил: “Да”, Он спросил: “Что же тебе нужно?” Муса ответил: “Я пришёл, чтобы ты научил меня о прямом пути тому, чему ты обучен?” Аль-Хадыр сказал: “Разве недостаточно тебе Таурата, который у тебя есть, и того, что тебе приходят откровения, о Муса!? Я обладаю знанием, которое неведомо тебе, ты же обладаешь (иным) знанием, неведомым мне”. Затем воробей зачерпнул клювом воды из моря, и (увидев это,) аль-Хадыр сказал: “Клянусь Аллахом, твоё и моё знание по сравнению со знанием Аллаха подобно тому, что этот воробей зачерпнул своим клювом из моря!” “Когда же они сели на корабль…” — они нашли маленькую лодку, которая перевозила людей с одного берега моря на другой. Моряки узнали аль-Хадыра и сказали: “Это праведный раб Аллаха, мы не возьмём с него плату”. Аль-Хадыр проделал в лодке отверстие, а затем заткнул её куском дерева. Муса сказал: “Ты сделал пробоину, чтобы потопить людей на нём? Ты совершил тяжкий поступок!” Аль-Хадыр сказал: “Разве я не говорил, что ты не сможешь сохранять терпение рядом со мной?” В первый раз Муса проявил забывчивость, второй был условием, а третий был преднамеренным. Муса сказал: “Не наказывай меня за то, что я позабыл, и не возлагай на меня тяжелое бремя”. (Затем) они встретили мальчика, и аль-Хадыр убил его. Са‘ид сказал: “Они встретили играющих детей и аль-Хадыр схватил красивого неверного мальчика, уложил его на землю и зарезал ножом”. Муса сказал: “Неужели ты убил невинного человека, который никого не убивал?! Ты совершил предосудительный поступок!” Они отправились дальше и увидели готовую рухнуть стену, которую (аль-Хадыр) выпрямил своими руками. Муса сказал аль-Хадыру: “При желании ты получил бы за это вознаграждение”. Са‘ид сказал: “Вознаграждение, которое мы могли бы поесть”. “…перед ними находился царь” — говорят, что его звали Худад ибн Будад, а убитого мальчика звали Джайсур. “…царь, который силой отнимал все неповрежденные корабли”. Поэтому я хотел, чтобы, если эта лодка пройдет мимо него, он оставил её из-за недостатка, а когда они пройдут, они починили бы её и пользовались ей. Некоторые люди сказали, что они заткнули эту дыру бутылкой, а другие сказали, что смолой. “…его родители являются верующими…” — а он был неверующим — “и мы опасались, что он будет притеснять их по причине своего беззакония и неверия”, то есть, что их любовь к нему подтолкнёт их следовать за ним в его религии. “Мы захотели, чтобы Господь их даровал им вместо него того, кто будет чище…” — это было ответом на слова Мусы: “Неужели ты убил невинного человека, который никого не убивал?!” “…и милосерднее к своим близким” означает, что они будут более милосердны к нему, чем к тому, кого убил аль-Хадыр. Некоторые сказали, что он (убитый мальчик) был заменён девочкой. Дауд ибн Аби ‘Асым сказал, что следующий ребёнок был девочкой»
hadith|4732|Сообщается, что Хаббаб, да будет доволен им Аллах, сказал: «Аль-‘Ас Ибн Ва‘иль задолжал мне, и (однажды) я пришёл к нему, чтобы потребовать возврата долга. Он сказал: “Я (ничего) не отдам тебе, пока ты не перестанешь верить в Мухаммада!” Я воскликнул: “Я не перестану верить в него до тех пор, пока ты не умрёшь и не воскреснешь!” Он сказал: “Значит я умру, а потом воскресну?” Я ответил: “Да”. Он сказал: “Тогда, когда у меня будут там имущество и дети, я верну тебе долг!” После этого был ниспослан этот аят: “Видел ли ты того, кто не уверовал в Наши знамения и сказал: “Я непременно буду одарен богатством и детьми?”” (сура “Марьям”, аят 77)»
chapter||The Statement of Allah the Most High: "So, when they had passed further on (beyond that fixed place), Mūsa (Moses) said to his boy-servant, 'Bring us our morning meal; truly, we have suffered much fatigue in this, our journey... (up to) retracing their footsteps!" (V.18:62,63)
chapter_intro||{صُنْعًا} عَمَلاً {حِوَلاً} تَحَوُّلاً {قَالَ ذَلِكَ مَا كُنَّا نَبْغِ فَارْتَدَّا عَلَى آثَارِهِمَا قَصَصًا}، {إِمْرًا} وَ{نُكْرًا} دَاهِيَةً {يَنْقَضَّ} يَنْقَاضُ كَمَا تَنْقَاضُ السِّنُّ لَتَخِذْتَ وَاتَّخَذْتَ وَاحِدٌ {رُحْمًا} مِنَ الرُّحْمِ، وَهْيَ أَشَدُّ مُبَالَغَةً مِنَ الرَّحْمَةِ، وَنَظُنُّ أَنَّهُ مِنَ الرَّحِيمِ، وَتُدْعَى مَكَّةُ أُمَّ رُحْمٍ أَيِ الرَّحْمَةُ تَنْزِلُ بِهَا.
hadith|4733|Сообщается, что Хаббаб, да будет доволен им Аллах, сказал: «Раньше я был кузнецом в Мекке, и как-то я изготовил меч для аль-‘Аса ибн Уаиля. И когда я пришёл к нему, чтобы потребовать возврата долга, он сказал: “Я (ничего) не отдам тебе, пока ты не перестанешь верить в Мухаммада!” Я воскликнул: “Не перестану я верить в Мухаммада, пока Аллах не лишит тебя жизни, а потом не воскресит!” Он сказал: “Значит, когда Аллах умертвит меня, а потом воскресит у меня будут имущество и дети!” После этого Всевышний Аллах ниспослал: “Видел ли ты того, кто не уверовал в Наши знамения и сказал: “Я непременно буду одарен богатством и детьми?” Разве он знал сокровенное или заключил завет с Милостивым?”»
chapter||The Statement of Allah the Most High: "Say (O Muḥammad ﷺ): 'Shall We tell you the greatest losers in respect of (their) deeds?" (V.18:103)
hadith|4727|Сообщается, что Са‘ид ибн Джубайр сказал: «(Однажды) я сказал Ибн ‘Аббасу: “Науф аль-Бикялий утверждает, что Муса, который сопровождал аль-Хадира, не тот Муса, (который был Пророком) сынов Исраиля, а это другой Муса”. Ибн ‘Аббас сказал: “Соврал враг Аллаха! Убай ибн Ка‘б, да будет доволен им Аллах, сообщил нам о том, что Посланник Аллаха ﷺ сказал: “(Однажды) Пророка Мусу, обратившегося с проповедью к израильтянам, спросили: “Кто из людей обладает наибольшим знанием?” — и он ответил: “Самым знающим являюсь я”, однако Аллах выразил ему порицание за то, что он не вернул обладание знанием к Аллаху. И Аллах ниспослал ему в откровении: “Поистине, у места слияния двух морей (живёт) один из рабов Моих, который знает больше, чем ты!” (Муса) спросил: “О Господь мой, как мне найти его?” — и ему было сказано: “Положи в корзину рыбу (и отправляйся в путь, а раб этот) будет там, где ты потеряешь её”. И Муса отправился в путь вместе со своим молодым (слугой) по имени Йуша‘ ибн Нун, который нёс рыбу в корзине. Добравшись до одной скалы, они склонили свои головы и заснули, а рыба выбралась из корзины и двинулась по направлению к морю будто по тоннелю. Проснувшись, Муса велел своему слуге: “Принеси нам наш обед, ведь мы утомились в пути”, а до того, как он миновал то место, куда ему было велено (идти), Муса не испытывал усталости. Его слуга сказал ему: “Помнишь, как мы укрылись под скалой? Я забыл о рыбе, и только шайтан заставил меня забыть о ней. Она же отправилась в путь по морю чудесным образом”. Они вернулись назад по своим следам, когда же добрались до той скалы, (увидели) человека, облачённого в одежды (или же он сказал: человека, облачившегося в свои одежды). Муса поприветствовал его, а аль-Хадыр, ответив на приветствие, спросил: “Откуда в твоей стране знают о (таком) приветствии?” (В ответ ему Муса) сказал: “Я — Муса”. Он спросил: “Муса (из числа) израильтян?” — и (Муса) ответил: “Да”, (а затем) сказал: “Я пришёл, чтобы ты научил меня о прямом пути тому, чему ты обучен?” Он ответил: “О Муса, я обладаю знанием, которое было дано мне Аллахом и которое неведомо тебе, ты же обладаешь (иным) знанием, (также) дарованным тебе Им и неведомым мне”. Муса спросил: “Всё равно я последую за тобой?” (Аль-Хадыр) ответил: “Если ты последуешь за мной, то не спрашивай меня ни о чём, пока я сам не поведаю тебе об этом”. И (Муса с аль-Хадыром) отправились в путь по берегу моря, (а вскоре неподалёку) от них проплывал какой-то корабль, и они попросили (моряков) взять их на борт. Аль-Хадыр был известен (этим людям), и они взяли их, не потребовав никакой платы. (Через некоторое время) прилетел воробей, который сел на борт корабля и раз или два зачерпнул клювом воды из моря. (Увидев это,) аль-Хадыр сказал: “Твоё, моё и знание всех творений, по сравнению со знанием Аллаха подобно тому, что этот воробей зачерпнул своим клювом из моря!” А потом аль-Хадыр подошёл к одной из досок корабля и сделал пробоину. Муса сказал: “Что ты сделал? (Эти) люди взяли нас с собой, не требуя платы, а ты специально сделал пробоину, чтобы потопить тех, кто на корабле? Ты совершил тяжкий поступок!” Они снова двинулись в путь и (через некоторое время) увидели мальчика, игравшего с другими детьми. Аль-Хадыр схватил его за голову сверху и оторвал её своими руками, а Муса воскликнул: “Неужели ты убил невинного человека, который никого не убивал?! Ты совершил предосудительный поступок!” (В ответ ему аль-Хадыр) сказал: “Разве не говорил я тебе, что ты ни за что не сможешь сохранять терпение со мной?” И они (вновь) отправились в путь, а когда явились к жителям одного селения, попросили, чтобы они их накормили, но те отказались оказать им гостеприимство. (В этом селении) они увидели готовую рухнуть стену, которую (аль-Хадыр) выпрямил своими руками, а Муса сказал ему: “Мы пришли к этим людям, а они нас не накормили и не оказали гостеприимство, ты выпрямил их стену, при желании ты мог бы получить за это плату”, (на что аль-Хадыр) ответил: “Здесь мы с тобой расстанемся, но я поведаю тебе толкование того, к чему ты не смог отнестись с терпением”. Затем Посланник Аллаха ﷺ сказал: “Поистине, хотелось бы нам, чтобы Муса проявил (больше) терпения, и тогда нам (больше) поведали бы о них!”».\nСа‘ид ибн Джубайр сказал: «Ибн ‘Аббас читал: “…Перед ними находился царь, который силой отнимал все неповрежденные корабли.” Так же он читал: “Что касается мальчика, то его родители являются верующими…”»
