collection||Sahih al Bukhari
chapter||The food of one person is sufficient for two persons.
hadith|5392|ہم سے عبداللہ بن یوسف نے بیان کیا، کہا ہم کو امام مالک نے خبر دی، (دوسری سند) امام بخاری رحمہ اللہ نے کہا کہ ہم سے اسماعیل بن ابی اویس نے بیان کیا، کہا کہ مجھ سے امام مالک نے بیان کیا، ان سے ابوالزناد نے، ان سے اعرج نے اور ان سے ابوہریرہ رضی اللہ عنہ نے بیان کیا کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا کہ دو آدمیوں کا کھانا تین کے لیے کافی ہے اور تین کا چار کے لیے کافی ہے۔
chapter||A believer eats in one intestine
chapter_intro||فِيهِ أَبُو هُرَيْرَةَ عَنْ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ
hadith|5393|ہم سے محمد بن بشار نے بیان کیا، ہم سے سے عبدالصمد بن عبدالوارث نے بیان کیا، کہا ہم سے شعبہ بن حجاج نے بیان کیا، ان سے واقد بن محمد نے، ان سے نافع نے بیان کیا کہ ابن عمر رضی اللہ عنہما اس وقت تک کھانا نہیں کھاتے تھے، جب تک ان کے ساتھ کھانے کے لیے کوئی مسکین نہ لایا جاتا۔ ایک مرتبہ میں ان کے ساتھ کھانے کے لیے ایک شخص کو لایا کہ اس نے بہت زیادہ کھانا کھایا۔ بعد میں ابن عمر رضی اللہ عنہما نے کہا کہ آئندہ اس شخص کو میرے ساتھ کھانے کے لیے نہ لانا۔ میں نے نبی کریم صلی اللہ علیہ وسلم سے سنا ہے کہ مومن ایک آنت میں کھاتا اور کافر ساتوں آنتیں بھر لیتا ہے۔
hadith|5394|ہم سے محمد بن سلام نے بیان کیا، کہا ہم کو عبدہ بن سلیمان نے خبر دی، انہیں عبیداللہ عمری نے خبر دی، انہیں نافع نے اور ان سے ابن عمر رضی اللہ عنہما نے بیان کیا کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا کہ مومن ایک آنت میں کھاتا ہے اور کافر یا منافق ( عبدہ نے کہا کہ ) مجھے یقین نہیں کہ ان میں سے کس کے متعلق عبیداللہ نے بیان کیا کہ وہ ساتوں آنتیں بھر لیتا ہے اور ابن بکیر نے بیان کیا، ان سے امام مالک نے بیان کیا، ان سے نافع نے، ان سے ابن عمر رضی اللہ عنہما اور ان سے نبی کریم صلی اللہ علیہ وسلم نے اسی حدیث کی طرح بیان فرمایا۔
hadith|5395|ہم سے علی بن عبداللہ نے بیان کیا، انہوں نے کہا ہم سے سفیان بن عیینہ نے بیان کیا، ان سے عمرو بن دینار نے کہ ابونہیک بڑے کھانے والے تھے۔ ان سے عبداللہ بن عمر رضی اللہ عنہما نے کہا کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا ہے کہ کافر ساتوں آنتوں میں کھاتا ہے۔ ابونہیک نے اس پر عرض کیا کہ میں اللہ اور اس کے رسول پر ایمان رکھتا ہوں۔
hadith|5396|ہم سے اسماعیل بن ابی اویس نے بیان کیا، انہوں نے کہا کہ مجھ سے امام مالک نے بیان کیا، ان سے ابوالزناد نے بیان کیا، ان سے اعرج نے اور ان سے ابوہریرہ رضی اللہ عنہ نے بیان کیا کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا کہ مسلمان ایک آنت میں کھاتا ہے اور کافر ساتوں آنتوں میں کھاتا ہے۔
hadith|5397|ہم سے سلیمان بن حرب نے بیان کیا، انہوں نے کہا ہم سے شعبہ نے بیان کیا، ان سے عدی بن ثابت نے بیان کیا، ان سے ابوحازم نے بیان کیا اور ان سے ابوہریرہ رضی اللہ عنہ نے کہ ایک صاحب بہت زیادہ کھانا کھایا کرتے تھے، پھر وہ اسلام لائے تو کم کھانے لگے۔ اس کا ذکر رسول اللہ صلی اللہ علیہ وسلم سے کیا گیا تو آپ صلی اللہ علیہ وسلم نے فرمایا کہ مومن ایک آنت میں کھاتا ہے اور کافر ساتوں آنتوں میں کھاتا ہے۔
chapter||To eat while leaning
hadith|5398|ہم سے ابونعیم نے بیان کیا، انہوں نے کہا ہم سے مسعر نے بیان کیا، ان سے علی ابن الاقمر نے کہ میں نے ابوجحیفہ رضی اللہ عنہ سے سنا، انہوں نے بیان کیا کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا کہ میں ٹیک لگا کر نہیں کھاتا۔
hadith|5399|مجھ سے عثمان بن ابی شیبہ نے بیان کیا، کہا ہم کو جریر نے خبر دی، انہیں منصور نے، انہیں علی ابن الاقمر نے اور ان سے ابوجحیفہ رضی اللہ عنہ نے بیان کیا کہ میں نبی کریم صلی اللہ علیہ وسلم کی خدمت میں حاضر تھا۔ آپ صلی اللہ علیہ وسلم نے ایک صحابی سے جو آپ کے پاس موجود تھے فرمایا کہ میں ٹیک لگا کر نہیں کھاتا۔
chapter||Roasted (meat).
chapter_intro||وَقَوْلِ اللَّهِ تَعَالَى: {أَنْ جَاءَ بِعِجْلٍ حَنِيذٍ} أَيْ مَشْوِيٍّ.
hadith|5400|ہم سے علی بن عبداللہ نے بیان کیا، کہا ہم سے ہشام بن یوسف نے بیان کیا، کہا ہم کو معمر نے خبر دی، انہیں زہری نے، انہیں ابوامامہ بن سہل نے اور انہیں ابن عباس رضی اللہ عنہما نے کہ خالد بن ولید رضی اللہ عنہ نے بیان کیا کہ نبی کریم صلی اللہ علیہ وسلم کے لیے بھنا ہوا ساہنہ پیش کیا گیا تو آپ اسے کھانے کے لیے متوجہ ہوئے۔ اسی وقت آپ کو بتایا گیا کہ یہ ساہنہ ہے تو آپ صلی اللہ علیہ وسلم نے اپنا ہاتھ روک لیا۔ خالد رضی اللہ عنہ نے پوچھا کیا یہ حرام ہے؟ فرمایا کہ نہیں لیکن چونکہ یہ میرے ملک میں نہیں ہوتا اس لیے طبیعت اسے گوارا نہیں کرتی۔ پھر خالد رضی اللہ عنہ نے اسے کھایا اور نبی کریم صلی اللہ علیہ وسلم دیکھ رہے تھے۔ امام مالک نے ابن شہاب سے «ضب محنوذ‏.‏» ( یعنی بھنا ہوا ساہنہ «ضب مشوی» کی جگہ «محنوذ‏.‏» نقل کیا، دونوں لفظوں کا ایک معنی ہے ) ۔
chapter||Al-Khazira (dish prepared with while flour and fat)
chapter_intro||وَقَالَ النَّضْرُ الْخَزِيرَةُ مِنَ النُّخَالَةِ، وَالْحَرِيرَةُ مِنَ اللَّبَنِ.
hadith|5401|ہم سے یحییٰ بن بکیر نے بیان کیا، ان سے امام لیث بن سعد نے بیان کیا، ان سے عقیل نے، ان سے ابن شہاب نے بیان کیا، انہیں محمود بن ربیع انصاری نے خبر دی کہ عتبان بن مالک رضی اللہ عنہ جو نبی کریم صلی اللہ علیہ وسلم کے صحابہ میں سے تھے اور قبیلہ انصار کے ان لوگوں میں سے تھے جنہوں نے بدر کی لڑائی میں شرکت کی تھی۔ آپ نبی کریم صلی اللہ علیہ وسلم کی خدمت میں حاضر ہوئے اور عرض کیا کہ یا رسول اللہ! میری بصارت کمزور ہے اور میں اپنی قوم کو نماز پڑھاتا ہوں۔ برسات میں وادی جو میرے اور ان کے درمیان حائل ہے۔ بہنے لگتی ہے اور میرے لیے ان کی مسجد میں جانا اور ان میں نماز پڑھنا ممکن نہیں رہتا۔ اس لیے یا رسول اللہ! میری یہ خواہش ہے کہ آپ میرے گھر تشریف لے چلیں اور میرے گھر میں آپ نماز پڑھیں تاکہ میں اسی جگہ کو نماز پڑھنے کی جگہ بنا لوں۔ نبی کریم صلی اللہ علیہ وسلم نے فرمایا کہ ان شاءاللہ میں جلد ہی ایسا کروں گا۔ عتبان رضی اللہ عنہ نے بیان کیا کہ پھر نبی کریم صلی اللہ علیہ وسلم ابوبکر رضی اللہ عنہ کے ساتھ چاشت کے وقت جب سورج کچھ بلند ہو گیا تشریف لائے اور نبی کریم صلی اللہ علیہ وسلم نے اندر آنے کی اجازت چاہی۔ میں نے آپ کو اجازت دے دی۔ آپ بیٹھے نہیں بلکہ گھر میں داخل ہو گئے اور دریافت فرمایا کہ اپنے گھر میں کس جگہ تم پسند کرتے ہو کہ میں نماز پڑھوں؟ میں نے گھر کے ایک کونے کی طرف اشارہ کیا۔ نبی کریم صلی اللہ علیہ وسلم وہاں کھڑے ہو گئے اور ( نماز کے لیے ) تکبیر کہی۔ ہم نے بھی ( آپ کے پیچھے ) صف بنا لی۔ نبی کریم صلی اللہ علیہ وسلم کو خزیرہ ( حریرہ کی ایک قسم ) کے لیے جو آپ کے لیے ہم نے بنایا تھا روک لیا۔ گھر میں قبیلہ کے بہت سے لوگ آ آ کر جمع ہو گئے۔ ان میں سے ایک صاحب نے کہا مالک بن دخشن کہاں ہیں؟ اس پر کسی نے کہا کہ وہ تو منافق ہے اللہ اور اس کے رسول سے اسے محبت نہیں ہے۔ نبی کریم صلی اللہ علیہ وسلم نے فرمایا کہ یہ نہ کہو، کیا تم نہیں دیکھتے کہ انہوں نے اقرار کیا ہے کہ «لا إله إلا الله» یعنی اللہ کے سوا اور کوئی معبود نہیں اور اس سے ان کا مقصد صرف اللہ کی خوشنودی حاصل کرنا ہے۔ ان صحابی نے کہا کہ اللہ اور اس کے رسول ہی زیادہ جانتے ہیں۔ راوی نے بیان کیا کہ ہم نے عرض کیا ( یا رسول اللہ! ) لیکن ہم ان کی توجہ اور ان کا لگاؤ منافقین کے ساتھ ہی دیکھتے ہیں۔ نبی کریم صلی اللہ علیہ وسلم نے فرمایا: لیکن اللہ نے دوزخ کی آگ کو اس شخص پر حرام کر دیا ہے جس نے کلمہ «لا إله إلا الله» کا اقرار کر لیا ہو اور اس سے اس کا مقصد اللہ کی خوشنودی ہو۔ ابن شہاب نے بیان کیا کہ پھر میں نے حصین بن محمد انصاری سے جو بنی سالم کے ایک فرد اور ان کے سردار تھے۔ محمود کی حدیث کے متعلق پوچھا تو انہوں نے اس کی تصدیق کی۔
chapter||Al-Aqit (dried yoghourt)
chapter_intro||وَقَالَ حُمَيْدٌ سَمِعْتُ أَنَسًا بَنَى النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ بِصَفِيَّةَ، فَأَلْقَى التَّمْرَ وَالأَقِطَ وَالسَّمْنَ. وَقَالَ عَمْرُو بْنُ أَبِي عَمْرٍو عَنْ أَنَسٍ صَنَعَ النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ حَيْسًا.
hadith|5402|ہم سے مسلم بن ابراہیم نے بیان کی، انہوں نے کہا ہم سے شعبہ نے بیان کیا، ان سے ابوبشر نے، ان سے سعید نے اور ان سے عبداللہ بن عباس رضی اللہ عنہما نے بیان کیا کہ میری خالہ نے نبی کریم صلی اللہ علیہ وسلم کی خدمت میں ساہنہ کا گوشت، پنیر اور دودھ ہدیتاً پیش کیا تو ساہنہ کا گوشت آپ کے دستر خوان پر رکھا گیا اور اگر ساہنہ حرام ہوتا تو آپ کے دستر خوان پر نہیں رکھا جا سکتا تھا لیکن آپ نے دودھ پیا اور پنیر کھایا۔
chapter||As-Salq (a kind of beet) and barley
hadith|5403|ہم سے یحییٰ بن بکیر نے بیان کیا، انہوں نے کہا ہم سے یعقوب بن عبدالرحمٰن نے بیان کیا، ان سے ابوحازم نے اور ان سے سہل بن سعد رضی اللہ عنہ نے بیان کیا کہ ہمیں جمعہ کے دن بڑی خوشی رہتی تھی۔ ہماری ایک بوڑھی خاتون تھیں وہ چقندر کی جڑیں لے کر اپنی ہانڈی میں پکاتی تھیں، اوپر سے کچھ دانے جَو کے اس میں ڈال دیتی تھیں۔ ہم جمعہ کی نماز پڑھ کر ان کی ملاقات کو جاتے تو وہ ہمارے سامنے یہ کھانا رکھتی تھیں۔ جمعہ کے دن ہمیں بڑی خوشی اسی وجہ سے رہتی تھی۔ ہم نماز جمعہ کے بعد ہی کھانا کھایا کرتے تھے۔ اللہ کی قسم! نہ اس میں چربی ہوتی تھی نہ گھی اور جب بھی ہم مزے سے اس کو کھاتے۔
chapter||To seize and catch flesh with the teeth (while eating).
hadith|5404|ہم سے عبداللہ بن عبدالوہاب نے بیان کیا، کہا ہم سے حماد بن زید نے بیان کیا، کہا ہم سے ایوب سختیانی نے بیان کیا، ان سے محمد بن سیرین نے اور ان سے ابن عباس رضی اللہ عنہما نے کہ نبی کریم صلی اللہ علیہ وسلم نے شانے کی ہڈی کا گوشت کھایا، پھر کھڑے ہوئے اور نماز پڑھی۔ آپ صلی اللہ علیہ وسلم نے ( نماز کے لیے نیا ) وضو نہیں کیا اور ( اسی سند سے ) ۔
hadith|5405|ایوب اور عاصم سے روایت ہے، ان سے عکرمہ نے اور ان سے ابن عباس رضی اللہ عنہما نے بیان کیا کہ نبی کریم صلی اللہ علیہ وسلم نے پکتی ہوئی ہنڈیا میں سے ادھ کچی بوٹی نکالی اور اسے کھایا پھر نماز پڑھائی اور نیا وضو نہیں کیا۔
chapter||To eat the flesh of a foreleg (by stripping the bone of its meat with the teeth).
hadith|5406|مجھ سے محمد بن مثنیٰ نے بیان کیا، کہا کہ مجھ سے عثمان ابن عمر نے بیان کیا، ان سے فلیح بن سلیمان نے بیان کیا، ان سے ابوحازم سلمہ بن دینار مدنی نے، کہا ہم سے عبداللہ بن ابی قتادہ نے اور ان سے ان کے والد نے بیان کیا کہ ہم نبی کریم صلی اللہ علیہ وسلم کے ساتھ مکہ کی طرف نکلے ( صلح حدیبیہ کے موقع پر ) دوسری سند ( حدیث دیکھیں)
hadith|5407|اور مجھ سے عبدالعزیز بن عبداللہ اویسی نے بیان کیا، کہا ہم سے محمد بن جعفر نے بیان کیا، ان سے ابوحازم نے بیان کیا، ان سے عبداللہ بن ابی قتادہ اسلمی نے، ان سے ان کے والد نے بیان کیا کہ میں ایک دن نبی کریم صلی اللہ علیہ وسلم کے چند صحابہ کے ساتھ مکہ کے راستہ میں ایک منزل پر بیٹھا ہوا تھا۔ نبی کریم صلی اللہ علیہ وسلم نے ہمارے آگے پڑاؤ کیا تھا۔ صحابہ کرام رضی اللہ عنہم احرام کی حالت میں تھے لیکن میں احرام میں نہیں تھا۔ لوگوں نے ایک گورخر کو دیکھا۔ میں اس وقت اپنا جوتا ٹانکنے میں مصروف تھا۔ ان لوگوں نے مجھے اس گورخر کے متعلق بتایا کچھ نہیں لیکن چاہتے تھے کہ میں کسی طرح دیکھ لوں۔ چنانچہ میں متوجہ ہوا اور میں نے اسے دیکھ لیا، پھر میں گھوڑے کے پاس گیا اور اسے زین پہنا کر اس پر سوار ہو گیا لیکن کوڑا اور نیزہ بھول گیا تھا۔ میں نے ان لوگوں سے کہا کہ کوڑا اور نیزہ مجھے دے دو۔ انہوں نے کہا کہ نہیں اللہ کی قسم! ہم تمہاری شکار کے معاملہ میں کوئی مدد نہیں کریں گے۔ ( کیونکہ ہم محرم ہیں ) میں غصہ ہو گیا اور میں نے اتر کر خود یہ دونوں چیزیں اٹھائیں پھر سوار ہو کر اس پر حملہ کیا اور ذبح کر لیا۔ جب وہ ٹھنڈا ہو گیا تو میں اسے ساتھ لایا پھر پکا کر میں نے اور سب نے کھایا لیکن بعد میں انہیں شبہ ہوا کہ احرام کی حالت میں اس ( شکار کا گوشت ) کھانا کیسا ہے؟ پھر ہم روانہ ہوئے اور میں نے اس کا گوشت چھپا کر رکھا۔ جب نبی کریم صلی اللہ علیہ وسلم کے پاس آئے تو ہم نے آپ سے اس کے متعلق پوچھا۔ آپ صلی اللہ علیہ وسلم نے دریافت فرمایا، تمہارے پاس کچھ بچا ہوا بھی ہے؟ میں نے وہی دست پیش کیا اور آپ صلی اللہ علیہ وسلم نے بھی اسے کھایا۔ یہاں تک کہ اس کا گوشت آپ نے اپنے دانتوں سے کھینچ کھینچ کر کھایا اور آپ احرام میں تھے۔ محمد بن جعفر نے بیان کیا کہ مجھ سے زید بن اسلم نے یہ واقعہ بیان کیا، ان سے عطاء بن یسار نے اور ان سے ابوقتادہ رضی اللہ عنہ نے اسی طرح سارا واقعہ بیان کیا۔
chapter||To cut the meat with a knife
hadith|5408|ہم سے ابوالیمان نے بیان کیا، کہا ہم کو شعیب نے خبر دی، ان سے زہری نے بیان کیا، انہیں جعفر بن عمرو بن امیہ ضمری نے خبر دی، انہیں ان کے والد عمرو بن امیہ رضی اللہ عنہ نے خبر دی کہ انہوں نے نبی کریم صلی اللہ علیہ وسلم کو دیکھا آپ اپنے ہاتھ سے بکری کے شانے کا گوشت کاٹ کر کھا رہے تھے، پھر آپ صلی اللہ علیہ وسلم کو نماز کے لیے بلایا گیا تو آپ نے گوشت اور وہ چھری جس سے گوشت کی بوٹی کاٹ رہے تھے، ڈال دی اور نماز کے لیے کھڑے ہو گئے، پھر آپ صلی اللہ علیہ وسلم نے نماز پڑھی اور آپ نے نیا وضو نہیں کیا ( کیونکہ آپ پہلے ہی وضو کئے ہوئے تھے ) ۔
chapter||The Prophet (ﷺ) never criticized any food.
hadith|5409|ہم سے محمد بن کثیر نے بیان کیا، کہا ہم کو سفیان نے خبر دی، انہیں اعمش نے، انہیں ابوحازم نے اور ان سے ابوہریرہ رضی اللہ عنہ نے بیان کیا کہ نبی کریم صلی اللہ علیہ وسلم نے کبھی کسی کھانے میں کوئی عیب نہیں نکالا۔ اگر پسند ہوا تو کھا لیا اور اگر ناپسند ہوا تو چھوڑ دیا۔
chapter||To blow barley (to remove the husk).
hadith|5410|ہم سے سعید بن ابی مریم نے بیان کیا، کہا ہم سے ابوغسان (محمد بن مطرف لیثی) نے بیان کیا، کہا کہ مجھ سے ابوحازم سلمہ بن دینار نے بیان کیا، انہوں نے سہل بن سعد ساعدی رضی اللہ عنہ سے پوچھا کیا تم نے نبی کریم صلی اللہ علیہ وسلم کے زمانہ میں میدہ دیکھا تھا؟ انہوں نے کہا کہ نہیں، میں نے پوچھا کیا تم جَو کے آٹے کو چھانتے تھے؟ کہا نہیں، بلکہ ہم اسے صرف پھونک لیا کرتے تھے۔
chapter||What the Prophet (ﷺ) and his Companions used to eat.
hadith|5411|ہم سے ابوالنعمان نے بیان کیا، انہوں نے کہا ہم سے حماد بن زید نے بیان کیا، ان سے عباس جریری نے بیان کیا، ان سے ابوعثمان نہدی نے بیان کیا اور ان سے ابوہریرہ رضی اللہ عنہ نے بیان کیا کہ ایک دن نبی کریم صلی اللہ علیہ وسلم نے اپنے صحابہ کو کھجور تقسیم کی اور ہر شخص کو سات کھجوریں دیں۔ مجھے بھی سات کھجوریں عنایت فرمائیں۔ ان میں ایک خراب تھی ( اور سخت تھی ) لیکن مجھے وہی سب سے زیادہ اچھی معلوم ہوئی کیونکہ اس کا چبانا مجھ کو مشکل ہو گیا۔
hadith|5412|ہم سے عبداللہ بن محمد مسندی نے بیان کیا، کہا ہم سے وہب بن جریر نے بیان کیا، ان سے شعبہ نے بیان کیا، ان سے اسماعیل بن ابی خالد نے، ان سے قیس بن ابی حازم نے اور ان سے سعد بن ابی وقاص رضی اللہ عنہ نے بیان کیا کہ میں نے اپنے آپ کو نبی کریم صلی اللہ علیہ وسلم کے ساتھ ان سات آدمیوں میں سے ساتواں پایا ( جنہوں نے اسلام سب سے پہلے قبول کیا تھا ) اس وقت ہمارے پاس کھانے کے لیے یہی کیکر کے پھل یا پتے کے سوا اور کچھ نہیں ہوتا۔ یہ کھاتے کھاتے ہم لوگوں کا پاخانہ بھی بکری کی مینگنیوں کی طرح ہو گیا تھا یا اب یہ زمانہ ہے کہ بنی اسد قبیلے کے لوگ مجھ کو شریعت کے احکام سکھلاتے ہیں۔ اگر میں ابھی تک اس حال میں ہوں کہ بنی اسد کے لوگ مجھ کو شریعت کے احکام سکھلائیں تب تو میں تباہ ہی ہو گیا میری محنت برباد ہو گئی۔
hadith|5413|ہم سے قتیبہ بن سعید نے بیان کیا، انہوں نے کہا ہم سے یعقوب نے بیان کیا، ان سے ابوحازم نے بیان کیا کہ میں نے سہل بن سعد رضی اللہ عنہ سے پوچھا، کیا نبی کریم صلی اللہ علیہ وسلم نے کبھی میدہ کھایا تھا؟ انہوں نے کہا کہ جب اللہ تعالیٰ نے نبی کریم صلی اللہ علیہ وسلم کو نبی بنایا اس وقت سے وفات تک نبی کریم صلی اللہ علیہ وسلم نے میدہ دیکھا بھی نہیں تھا۔ میں نے پوچھا کیا نبی کریم صلی اللہ علیہ وسلم کے زمانہ میں آپ کے پاس چھلنیاں تھیں۔ کہا کہ جب اللہ تعالیٰ نے نبی کریم صلی اللہ علیہ وسلم کو نبی بنایا اس وقت سے آپ کی وفات تک نبی کریم صلی اللہ علیہ وسلم نے چھلنی دیکھی بھی نہیں۔ بیان کیا کہ میں نے پوچھا آپ لوگ پھر بغیر چھنا ہوا جَو کس طرح کھاتے تھے؟ بتلایا ہم اسے پیس لیتے تھے پھر اسے پھونکتے تھے جو کچھ اڑنا ہوتا اڑ جاتا اور جو باقی رہ جاتا اسے گوندھ لیتے ( اور پکا کر ) کھا لیتے تھے۔
hadith|5414|مجھ سے اسحاق بن ابراہیم نے بیان کیا، انہیں روح بن عبادہ نے خبر دی، ان سے ابن ابی ذئب نے بیان کیا، ان سے سعید بن مقبری نے اور ان سے ابوہریرہ رضی اللہ عنہ نے کہ وہ کچھ لوگوں کے پاس سے گزرے جن کے سامنے بھنی ہوئی بکری رکھی تھی۔ انہوں نے ان کو کھانے پر بلایا لیکن انہوں نے کھانے سے انکار کر دیا اور کہا کہ رسول اللہ صلی اللہ علیہ وسلم اس دنیا سے رخصت ہو گئے اور آپ نے کبھی جَو کی روٹی بھی آسودہ ہو کر نہیں کھائی۔
hadith|5415|ہم سے عبداللہ بن ابی الاسود نے بیان کیا، کہا ہم سے معاذ بن ہشام نے بیان کیا، ان سے ان کے والد نے بیان کیا، ان سے یونس بن ابی الفرات نے، ان سے قتادہ نے اور ان سے انس بن مالک رضی اللہ عنہ نے کہ نبی کریم صلی اللہ علیہ وسلم نے کبھی میز پر کھانا نہیں کھایا اور نہ تشتری میں دو چار قسم کی چیزیں رکھ کر کھائیں اور نہ کبھی چپاتی کھائی۔ میں نے قتادہ سے پوچھا، پھر آپ کس چیز پر کھانا کھاتے تھے؟ بتلایا کہ سفرہ ( چمڑے کے دستر خوان ) پر۔
hadith|5416|ہم سے قتیبہ بن سعید نے بیان کیا، کہا ہم سے جریر بن عبدالحمید نے بیان کیا، ان سے منصور نے، ان سے ابراہیم نخعی نے، ان سے اسود بن یزید نے اور ان سے عائشہ رضی اللہ عنہا نے کہ مدینہ ہجرت کرنے کے بعد آل محمد صلی اللہ علیہ وسلم نے کبھی برابر تین دن تک گیہوں کی روٹی پیٹ بھر کر نہیں کھائی یہاں تک کہ آپ دنیا سے تشریف لے گئے۔
chapter||At-Talbina (a kind of dish prepared from flour or bran)
hadith|5417|ہم سے یحییٰ بن بکیر نے بیان کیا، کہا ہم سے لیث بن سعد نے بیان کیا، ان سے عقیل بن خالد نے، ان سے ابن شہاب زہری نے، ان سے عروہ نے اور ان سے نبی کریم صلی اللہ علیہ وسلم کی زوجہ مطہرہ عائشہ رضی اللہ عنہا نے کہ جب کسی گھر میں کسی کی وفات ہو جاتی اور اس کی وجہ سے عورتیں جمع ہوتیں اور پھر وہ چلی جاتیں۔ صرف گھر والے اور خاص خاص عورتیں رہ جاتیں تو آپ ہانڈی میں تلبینہ پکانے کا حکم دیتیں۔ وہ پکایا جاتا پھر ثرید بنایا جاتا اور تلبینہ اس پر ڈالا جاتا۔ پھر ام المؤمنین عائشہ رضی اللہ عنہا فرماتیں کہ اسے کھاؤ کیونکہ میں نے نبی کریم صلی اللہ علیہ وسلم سے سنا ہے آپ صلی اللہ علیہ وسلم فرماتے تھے کہ تلبینہ مریض کے دل کو تسکین دیتا ہے اور اس کا غم دور کرتا ہے۔
chapter||Ath-Tharid (a dish prepared from meat and bread).
hadith|5418|ہم سے محمد بن بشار نے بیان کیا، انہوں نے کہا ہم سے غندر نے بیان کیا، ان سے شعبہ نے بیان کیا، ان سے عمرو بن مرہ جملی نے بیان کیا، ان سے مرہ ہمدانی نے، ان سے ابوموسیٰ اشعری رضی اللہ عنہ نے بیان کیا کہ نبی کریم صلی اللہ علیہ وسلم نے فرمایا کہ مردوں میں تو بہت سے کامل ہوئے لیکن عورتوں میں مریم بنت عمران اور فرعون کی بیوی آسیہ کے سوا اور کوئی کامل نہیں ہوا اور عائشہ کی فضیلت تمام عورتوں پر ایسی ہے جیسے تمام کھانوں پر ثرید کی فضیلت ہے۔
hadith|5419|ہم سے عمرو بن عون نے بیان کیا، کہا ہم سے خالد بن عبداللہ نے بیان کیا، ان سے ابوطوالہ نے اور ان سے انس نے کہ نبی کریم صلی اللہ علیہ وسلم نے فرمایا کہ عورتوں پر عائشہ کی فضیلت ایسی ہے جیسے تمام کھانوں پر ثرید کی فضیلت ہے۔
hadith|5420|ہم سے عبداللہ بن منیر نے بیان کیا، انہوں نے ابوحاتم اشہل ابن حاتم سے سنا، ان سے ابن عون نے بیان کیا، ان سے شمامہ بن انس نے اور ان سے انس رضی اللہ عنہ نے بیان کیا کہ میں نبی کریم صلی اللہ علیہ وسلم کے ساتھ آپ کے ایک غلام کے پاس گیا جو درزی تھے۔ انہوں نے نبی کریم صلی اللہ علیہ وسلم کے سامنے ایک پیالہ پیش کیا جس میں ثرید تھا۔ بیان کیا کہ پھر وہ اپنے کام میں لگ گئے۔ بیان کیا کہ نبی کریم صلی اللہ علیہ وسلم اس میں سے کدو تلاش کرنے لگے کہا کہ پھر میں بھی اس میں سے کدو تلاش کر کر کے نبی کریم صلی اللہ علیہ وسلم کے سامنے رکھنے لگا۔ بیان کیا کہ اس کے بعد سے میں بھی کدو بہت پسند کرتا ہوں۔
chapter||A roasted sheep.
hadith|5421|ہم سے ہدبہ بن خالد نے بیان کیا، کہا ہم سے ہمام بن یحییٰ نے بیان کیا، ان سے قتادہ نے بیان کیا کہ ہم انس رضی اللہ عنہ کی خدمت میں حاضر ہوئے تو ان کی روٹی پکانے والا ان کے پاس ہی کھڑا تھا۔ انہوں نے کہا کہ کھاؤ۔ میں نہیں جانتا کہ نبی کریم صلی اللہ علیہ وسلم نے کبھی پتلی روٹی ( چپاتی ) دیکھی ہو۔ یہاں تک کہ آپ اللہ سے جا ملے اور نہ نبی کریم صلی اللہ علیہ وسلم نے کبھی مسلم بھنی ہوئی بکری دیکھی۔
hadith|5422|ہم سے محمد بن مقاتل نے بیان کیا، کہا ہم کو عبداللہ نے خبر دی، کہا ہم کو معمر نے خبر دی، انہیں زہری نے، انہیں جعفر بن عمر بن امیہ ضمری نے، انہیں ان کے والد نے، انہوں نے بیان کیا کہ میں نے دیکھا کہ رسول اللہ صلی اللہ علیہ وسلم بکری کے شانہ میں سے گوشت کاٹ رہے تھے، پھر آپ نے اس میں سے کھایا۔ پھر آپ کو نماز کے لیے بلایا گیا تو آپ کھڑے ہو گئے اور چھری ڈال دی اور نماز پڑھی لیکن نیا وضو نہیں کیا۔
chapter||Storage of food in the houses and on a journey
chapter_intro||وَقَالَتْ عَائِشَةُ وَأَسْمَاءُ صَنَعْنَا لِلنَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ وَأَبِي بَكْرٍ سُفْرَةً.
