collection||Sahih Muslim
hadith|843a|
hadith|843b|(…) Сообщается, что Джабир рассказал о том, что он совершал с Посланником Аллаха ﷺ молитву, (совершаемую под воздействием) страха /салят аль-хауф/, и Посланник Аллаха ﷺ совершил два рак‘ата с первой группой (людей), а затем совершил два рак‘ата со второй группой. Таким образом Посланник Аллаха ﷺ совершил четыре рак‘ата молитвы, совершив с каждой группой по два рак‘ата»
book||
chapter||
hadith|844a|
hadith|844b|(…) Сообщается со слов ‘Абдуллаха ибн ‘Умара, что Посланник Аллаха ﷺ сказал, стоя на минбаре: «Пусть тот из вас, кто (решит) прийти на пятничную молитву, совершит большое омовение»
hadith|844c|(…) Этот хадис подобен предыдущему, но с другим иснадом
hadith|844d|(…) Этот хадис подобен предыдущему, но с другим иснадом
hadith|845a|
hadith|845b|(…) Сообщается, что Абу Хурайра сказал: «Однажды, когда ‘Умар ибн аль-Хаттаб читал людям проповедь в пятницу, (в мечеть) вошёл ‘Усман ибн ‘Аффан. Не обращаясь к нему непосредственно, ‘Умар воскликнул: “Почему (некоторые) люди опаздывают, (являясь в мечеть) после призыва на молитву?!” ‘Усман сказал: “О повелитель правоверных, услышав призыв, я только совершил омовение /вуду/, а потом пришёл!” Тогда ‘Умар воскликнул: “Ещё и омовение! Разве вы не слышали, как Посланник Аллаха ﷺ говорил: ‹Пусть совершит полное омовение тот из вас, кто (намерен) явиться на пятничную молитву›?”»
chapter||
hadith|846a|
hadith|847a|
hadith|847b|(…) Сообщается, что ‘Аиша сказала: «(В то время) люди зарабатывали на жизнь своим трудом и у них не было слуг, (которые работали бы за них), (и по этой причине) от них исходил неприятный запах, поэтому им было сказано: “Было бы хорошо, если бы вы совершили большое омовение по пятницам”»
chapter||
hadith|846b|Сообщается со слов Абу Са‘ида аль-Худри, что Посланник Аллаха ﷺ сказал: «В пятницу полное омовение и использование зубочистки обязательны для каждого (мусульманина), достигшего половой зрелости. (Кроме того, каждому), по возможности, следует использовать благовония»
hadith|848a|
hadith|848b|(…) Этот хадис подобен предыдущему, но с другим иснадом
hadith|849|Сообщается со слов Абу Хурайры, что Посланник Аллаха ﷺ сказал: «Каждый мусульманин обязан совершить раз в семь дней большое омовение, когда ему следует вымыть голову и тело»
hadith|850a|
chapter||
hadith|851a|
hadith|851b|(…) Этот хадис подобен предыдущему, но с другим иснадом
hadith|851c|(…) Этот хадис подобен предыдущему, но с другим иснадом
hadith|851d|(…) Этот хадис с другим иснадом подобен предыдущему, но с небольшими изменениями
chapter||
hadith|852a|
hadith|852b|(…) Сообщается, что Абу Хурайра сказал: «(Однажды) Абу-ль-Касим ﷺ сказал: “Поистине, есть в пятницу такой период времени, когда Аллах непременно дарует мусульманину, совершающему (в это время) молитву и просящему Его (даровать ему) нечто благое, то, (чего тот просит)”, после чего сделал знак рукой, показывая, сколь короток этот период»
hadith|852c|(…) Этот хадис подобен предыдущему, но с другим иснадом
hadith|852d|(…) Этот хадис подобен предыдущему, но с другим иснадом
hadith|852e|(…) Сообщается со слов Абу Хурайры, что Пророк ﷺ сказал: «Поистине, есть в пятницу такой период времени, когда Аллах непременно дарует мусульманину, просящему Его (даровать ему) нечто благое, то, (чего тот просит)». Далее он сказал: «И это короткий период»
hadith|852f|(…) В этой версии хадиса с другим иснадом нет слов: «И это короткий период»
hadith|853|Сообщается, что Абу Бурда ибн Абу Муса аль-Аш‘ари сказал: «(Как-то раз) ‘Абдуллах ибн ‘Умар спросил (меня): “Не приходилось ли тебе слышать, как твой отец передавал слова Посланника Аллаха ﷺ об одном периоде пятницы?” Я сказал: “Да, я слышал, как он сказал, что слышал, как Посланник Аллаха ﷺ сказал: ‹(Этот период начинается с того момента, когда) имам усаживается (на минбаре), и продолжается до завершения молитвы›”»
chapter||
hadith|854a|
hadith|854b|(…) Сообщается со слов Абу Хурайры, что Пророк ﷺ сказал: «Лучшим из дней, в которые (когда-либо) поднималось солнце, является пятница в (этот день) был создан Адам, в (этот день) он был введён в Рай, в (этот день) он был удалён оттуда, и Час этот наступит не иначе как в пятницу»
chapter||
hadith|855a|
hadith|855b|(…) Этот хадис подобен предыдущему, но с другим иснадом
hadith|855c|(…) Сообщается, что Абу Хурайра сказал: «Посланник Аллаха ﷺ сказал: “Мы последние, (но) в День воскресения (мы станем) первыми и первыми войдём в Рай, хотя им Писание было даровано раньше нас, а нам позже, нежели им. Они разошлись во мнениях об (этом дне), тогда как нам Аллах указал путь к истине, относительно которой они разошлись. Аллах указал нам путь к этому дню (передатчик этого хадиса) сказал: «(Имеется в виду пятница»), относительно которого они разошлись во мнениях. День пятницы для нас, следующий день для иудеев, а следующий после него для христиан”»
hadith|855d|(…) Сообщается со слов Абу Хурайры, что Посланник Аллаха ﷺ сказал: «Мы последние, (но) в День воскресения (мы станем) первыми, хотя им Писание было даровано раньше нас. И это их день, (почитать) который обязал их Аллах, а они разошлись во мнениях о нём, тогда как нам Аллах указал путь к нему, и в этом отношении люди следуют за нами: иудеи (почитают) следующий день, а христиане тот, что следует за ним»
hadith|856a|
hadith|856b|(…) Сообщается со слов Хузейфы, что Посланник Аллаха ﷺ сказал: «Нам был указан к пятнице, и Аллах отвратил от неё тех, кто жил до нас». Далее подобно предыдущему хадису
chapter||
hadith|850b|Передают со слов Абу Хурайры, что Пророк ﷺ сказал: «С наступлением пятницы у каждой двери мечети (располагаются) ангелы, которые одного за другим записывают (приходящих), когда же имам усаживается (на минбаре, ангелы) сворачивают свои свитки и являются (в мечеть), чтобы послушать (слова) поминания (Аллаха). Человек, который придёт (в мечеть) заблаговременно, будет подобен тому, кто принесёт в жертву (Аллаху) верблюда; (тот, кто придёт на молитву позже), будет подобен тому, кто принесёт в жертву (Аллаху) корову; (тот, кто придёт ещё позже), будет подобен тому, кто принесёт в жертву (Аллаху) барана; (тот, кто придёт ещё позже), будет подобен тому, кто принесёт в жертву (Аллаху) курицу, (а тот, кто придёт ещё позже), будет подобен тому, кто принесёт в жертву (Аллаху) яйцо»
hadith|850c|(…) Этот хадис подобен предыдущему, но с другим иснадом
hadith|850d|(…) Сообщается со слов Абу Хурайры, что Посланник Аллаха ﷺ сказал: «(В пятницу) возле каждой двери мечети стоит ангел, который (по порядку) записывает (приходящих на молитву людей) одного за другим». Затем (Пророк ﷺ) сравнил его (с тем, кто приносит в жертву) верблюда, и дальше в порядке убывания, пока не сравнил (с тем, кто приносит в жертву) яйцо. Затем он сказал: «А когда имам усаживается (на минбаре), они сворачивают (свои) свитки и приходят (слушать слова) поминания (Аллаха)»
chapter||
hadith|857a|
hadith|857b|(…) Сообщается со слов Абу Хурайры, что Посланник Аллаха ﷺ сказал: «Тому, кто совершит омовение наилучшим образом, а потом явится на пятничную (молитву) и станет слушать (проповедь имама), храня молчание, простятся (его прегрешения), совершённые им между этой и (предыдущей) пятничной молитвой, а также в течение ещё трёх дней. Что же касается перебирающего камешки (во время проповеди), то он занимается пустым (делом)»
chapter||
hadith|858a|
hadith|858b|(…) Сообщается со слов Джа‘фара, что его отец спросил Джабира ибн ‘Абдуллаха: «В какое время Посланник Аллаха ﷺ совершал пятничную молитву?» Он ответил: «После того, как он совершал (с нами) молитву, мы возвращались к своим верблюдам и давали им отдохнуть»
hadith|859|Сообщается, что Сахль сказал: «(При жизни Пророка ﷺ) мы совершали кайлюлю (дневной сон) и обедали только после пятничной молитвы»
hadith|860a|
hadith|860b|(…) Сообщается, что Саляма ибн аль-Аква‘ сказал: «Мы совершали с Посланником Аллаха ﷺ пятничную молитву, а когда возвращались, то у стен не было теней, в которых мы могли укрыться»
chapter||
hadith|861|Сообщается, что Ибн ‘Умар сказал: «(Сначала) Посланник Аллаха ﷺ читал хутбу стоя, потом присаживался, а потом (снова) вставал»
hadith|862a|
hadith|862b|(…) Сообщается, что Джабир ибн Самура (сказал): «(Сначала) Посланник Аллаха ﷺ читал хутбу стоя, потом присаживался, а потом вставал и (продолжал) читать. Что же касается того, кто сообщил тебе, что (Пророк ﷺ) читал хутбу сидя, то он солгал, ибо, клянусь Аллахом, я молился вместе с ним более двух тысяч раз»
chapter||
hadith|863a|
hadith|863b|(…) В этой версии говорится, что Посланник Аллаха ﷺ произносил хутбу, без слова «стоя»
hadith|863c|(…) Сообщается, что Джабир ибн ‘Абдуллах сказал: «(Однажды,) в пятницу, когда мы были вместе с Пророком ﷺ, прибыл караван. Люди вышли к нему, и (в мечети) осталось только двенадцать человек, среди которых был и я. Тогда Аллах ниспослал: “Когда же они увидели торговлю или забаву, они разошлись, бросившись к ней, и оставили тебя стоять” ( Сура «аль-Джуму’а», аят 11)»
hadith|863d|(…) Сообщается, что Джабир ибн ‘Абдуллах сказал: «(Однажды,) в пятницу, когда Пророк ﷺ стоял (произнося хутбу), в Медину прибыл караван. Сподвижники Посланника Аллаха ﷺ поспешно вышли к нему, и с ним осталось только двенадцать человек, среди которых был Абу Бакр и ‘Умар. Тогда был ниспослан этот аят: “Когда же они увидели торговлю или забаву, они разошлись, бросившись к ней, и оставили тебя стоять” ( Сура «аль-Джуму‘а», аят 11)»
hadith|864|Сообщается со слов Абу ‘Убайды, что Ка‘б ибн ‘Уджра рассказал, что (однажды) он вошёл в мечеть, когда ‘Абдуррахман ибн Умм аль-Хакам произносил хутбу сидя. Он (Ка‘б) сказал: «Посмотрите на этого мерзкого (человека), который произносит хутбу сидя, в то время, как Всевышний Аллах сказал: “Когда же они увидели торговлю или забаву, они разошлись, бросившись к ней, и оставили тебя стоять” ( Сура «аль-Джуму‘а», аят 11)»
chapter||
hadith|865|Сообщается, что аль-Хакам ибн Мина передал со слов ‘Абдуллаха ибн ‘Умара и Абу Хурайры, что они слышали, как Посланник Аллаха ﷺ, (стоявший) на своём деревянном минбаре, сказал: «Либо люди прекратят пропускать пятничные молитвы, либо Аллах запечатает их сердца, после чего они непременно окажутся в числе беспечных»
chapter||
hadith|866a|
hadith|866b|(…) Сообщается, что Джабир ибн Самура сказал: «Я часто молился вместе с Пророком ﷺ, молитвы и хутбы которого (никогда) не были ни слишком краткими, ни слишком длинными»
hadith|867a|
hadith|867b|(…) Сообщается, что Джабир ибн ‘Абдуллах сказал: «Во время пятничной хутбы Пророк ﷺ славил и восхвалял Аллаха, после чего произносил проповедь, повышая свой голос»
hadith|867c|(…) Сообщается, что Джабир сказал: «Обращаясь к людям с проповедью, Посланник Аллаха ﷺ восхвалял Аллаха и должным образом восславлял Его, а затем говорил: “Кого ведёт Аллах прямым путём, того никто не введёт в заблуждение, а кого Он вводит в заблуждение, того никто не выведет на прямой путь, и наилучшие слова (заключает в себе) Книга Аллаха”»
hadith|868|Ибн ‘Аббас (да будет доволен им Аллах) рассказывал: «Дымад аль-Азди, который был родом из племени азд шануъа (в Йемене), прибыл как-то в Мекку. Он умел читать заклинания для одержимых. В Мекке он услышал, как глупцы из числа её жителей говорят: “Поистине, Мухаммад одержимый!” Тогда он сказал себе: “Если бы я увидел этого человека, быть может, Аллах исцелит его моими руками”. После этого он встретился с Пророком ﷺ и сказал: “О Мухаммад, поистине, я умею читать заклинания от одержимости, не нужно ли тебе это?” Посланник Аллаха ﷺ сказал: “Вся хвала Аллаху, Которого мы восхваляем и к Которому взываем о помощи. Кого Аллах ведёт по прямому пути, того никто не сможет ввести в заблуждение. А кого Он оставит, того никто не наставит на прямой путь. Я свидетельствую, что нет божества, достойного поклонения, кроме Одного Аллаха, и свидетельствую, что Мухаммад раб Аллаха и посланник Его. А затем…”. Дымад перебивает и говорит: “Повтори мне эти свои слова!” Посланник Аллаха ﷺ повторил их ему трижды, и Дымад сказал: “Я слышал слова прорицателей, колдунов и поэтов, но мне не приходилось слышать ничего подобного этим твоим словам! Поистине, они заполнили море! Дай же мне свою руку, и я присягну тебе на верность исламу!” После чего поклялся, а Посланник Аллаха ﷺ сказал ему: “И за свой народ (присягни)”. Он сказал: “И за свой народ”. Когда впоследствии Посланник Аллаха ﷺ отправил отряд в поход, и они проходили мимо народа Дымада, сказал командующий: “Не забирали ли вы что-либо у этого народа?!” Кто-то из них сказал: “Я взял у них тазик”. Тогда он сказал ему: “Верни его им! Поистине, это народ Дымада!”»
hadith|869|Сообщается, что Абу Ваиль сказал: «(Однажды) ‘Аммар обратился к нам с проповедью, во время которой он говорил недолго, но довёл (до нашего сведения всё, что хотел сказать). Когда он спустился (с минбара), мы стали говорить: “О Абу аль-Якзан, ты довёл (до нас всё, что хотел сказать), но говорил (слишком) мало. (Как было бы хорошо), если бы ты (говорил) долго!” (В ответ нам) он сказал: “Поистине, я слышал, как Посланник Аллаха ﷺ сказал: ‹Поистине, продолжительность молитвы и краткость проповеди свидетельствуют о понимании человека, так удлиняйте же молитву и сокращайте хутбу, ибо (подчас) красноречие (бывает сродни) колдовству›”»
hadith|870|Сообщается со слов ‘Ади ибн Хатима, что как-то раз один человек, который произносил проповедь в присутствии Пророка ﷺ сказал: «Правильным путём идёт тот, кто повинуется Аллаху и Его посланнику, а тот, кто ослушается их, собьётся с пути». (Услышав его слова), Посланник Аллаха ﷺ сказал: «Ты плохой проповедник! Говори: “а тот, кто ослушается Аллаха и Его посланника”»
hadith|871|Сообщается, что Сафван ибн Я’ля передал, что его отец слышал, как Пророк ﷺ читал с минбара: «Они воззовут: “О Малик…”» (Сура «аз-Зухруф», аят)
hadith|872a|
hadith|872b|(…) Этот хадис подобен предыдущему, но с другим иснадом
hadith|873a|
hadith|873b|(…) Сообщается, что Умм Хишам бинт Хариса ибн ан-Ну’ман сказала: «В течение двух лет или года с лишним мы пользовались одной печью с Посланником Аллаха ﷺ, и я научилась (суре, в которой говорится) “Каф. Клянусь славным Кораном!”, только от Посланника Аллаха ﷺ, читавшего её с минбара каждую пятницу, когда он обращался к людям с проповедью»
hadith|873c|Сообщается со слов Хусайна, что (однажды), увидев, как Бишр ибн Марван стоит на минбаре с (высоко) поднятыми руками, ‘Умара ибн Руайба воскликнул: «Да обезобразит Аллах эти руки! Я видел, как (в подобных случаях) Посланник Аллаха ﷺ делал руками только такие движения», и он сделал знак указательным пальцем
hadith|874|(…) Сообщается, что Хусайн ибн ‘Абдуррахман сказал: «Я видел, как в пятницу Бишр ибн Марван поднял руки, и ‘Умара ибн Руайба сказал…»
chapter||
hadith|875a|
hadith|875b|(…) Этот хадис подобен предыдущему, но с другим иснадом
hadith|875c|(…) Сообщается, что Джабир ибн ‘Абдуллах сказал: «(Как-то раз) в пятницу в мечеть вошёл один человек, когда Посланник Аллаха ﷺ произносил хутбу. (Пророк ﷺ) спросил (этого человека): “Совершил ли ты молитву?” (Вошедший) ответил: “Нет”. (Пророк ﷺ) сказал: “(Тогда) встань и соверши молитву в два рак‘ата”»
hadith|875d|(…) Сообщается, что Джабир ибн ‘Абдуллах сказал: «(Как-то раз) в пятницу в мечеть вошёл один человек, когда Посланник Аллаха ﷺ произносил хутбу, стоя на минбаре. (Пророк ﷺ) спросил (этого человека): “Совершил ли ты молитву в два рак‘ата?” (Вошедший) ответил: “Нет”. (Пророк ﷺ) сказал: “(Тогда) соверши”»
hadith|875e|(…) Сообщается, что Джабир ибн ‘Абдуллах сказал: «(Однажды) во время проповеди, Посланник Аллаха ﷺ сказал: “Если кто-нибудь из вас придет в пятницу, когда имам уже вышел, (чтобы подняться на минбар), то пусть совершит два рак‘ата»
hadith|875f|(…) Сообщается, что Джабир сказал: «(Как-то раз) в пятницу Сулейк аль-Гатафани явился (в мечеть) в то время, когда Посланник Аллаха ﷺ сидел на минбаре. Сулейк сел, не помолившись, и Пророк ﷺ спросил его: “Совершил ли ты молитву в два рак‘ата?” Тот ответил: “Нет”, и тогда (Пророк ﷺ) сказал: “Встань и соверши (эти рак‘аты)”»
hadith|875g|(…) Сообщается, что Джабир ибн ‘Абдуллах сказал: «(Как-то раз) в пятницу Сулейк аль-Гатафани явился (в мечеть) в то время, когда Посланник Аллаха ﷺ произносил проповедь, и сел, (не помолившись). (Пророк ﷺ) сказал ему: “О Сулейк, встань и соверши молитву в два рак‘ата, совершив их кратко!” Затем он сказал: “Если кто-то из вас придёт (в мечеть) в пятницу, в то время, когда имам произносит проповедь, пусть совершит молитву в два рак‘ата и (совершит) их кратко”»
chapter||
hadith|876|Сообщается, что Абу Рифа‘а сказал: «(Однажды) я подошёл к Пророку ﷺ, произносившему проповедь, и сказал: “О Посланник Аллаха, явился чужеземец (имея в виду себя), который спрашивает о своей религии, ибо не знает, в чём состоит её (суть)”. (Услышав это), Посланник Аллаха ﷺ повернулся ко мне, прервал хутбу и подошёл ко мне. После этого ему принесли стул, ножки которого, как мне показалось, были сделаны из железа. Посланник Аллаха ﷺ сел на него и принялся обучать меня тому, чему научил его Аллах, а потом (продолжил) свою хутбу и довёл её до конца»
chapter||
hadith|877a|
hadith|877b|(…) Этот хадис подобен предыдущему, но с другим иснадом и небольшими изменениями
hadith|878a|
hadith|878b|(…) Этот хадис подобен предыдущему, но с другим иснадом
hadith|878c|(…) Сообщается со слов ‘Убейдуллаха ибн ‘Абдуллаха, что Даххак ибн Кайс написал Ну‘ману ибн Баширу, спрашивая его: «Что Посланник Аллаха ﷺ читал в пятницу, кроме суры “аль-Джуму‘а”?» На что тот ответил: «Он читал: “Дошёл ли до тебя рассказ о Покрывающем?”»
chapter||
hadith|879a|
hadith|879b|(…) Этот хадис подобен предыдущему, но с другим иснадом
hadith|879c|(…) Этот хадис подобен предыдущему, но с другим иснадом и небольшими изменениями
hadith|880a|
hadith|880b|(…) Сообщается со слов Абу Хурайры, что во время утренней молитвы в пятницу Пророк ﷺ обычно читал в первом рак‘ате “Алиф. Лям. Мим. Ниспослание…”, а во втором “Разве не прошло для человека то время, когда он был безвестен?”»
chapter||
hadith|881a|
hadith|881b|Сообщается, что Абу Хурайра, да будет доволен им Аллах, сказал: «Посланник Аллаха ﷺ сказал: “Когда будете совершать (дополнительную молитву) после пятничной молитвы, совершайте четыре рак‘ата”».‘Амр в своей версии привёл дополнение: Ибн Идрис сказал: «Сказал Сухайль: “А если ты торопишься из-за чего-то, то совершай два рак‘ата в мечети и два, когда вернёшься”»
hadith|881c|Сообщается, что Абу Хурайра, да будет доволен им Аллах, сказал: «Посланник Аллаха ﷺ сказал: “Тот из вас, кто будет совершать (дополнительную молитву) после пятничной молитвы, пусть совершает четыре (рак‘ата)”».В хадисе Джарира нет (слова) «из вас»
hadith|882a|
hadith|882b|(…) Сообщается со слов Нафи‘а, что описывая добровольную молитву Пророка ﷺ, Ибн ‘Умар сказал: «Обычно он не молился (в мечети) после пятничной молитвы, а уходил и совершал (дополнительную молитву в) два рак‘ата у себя дома»
hadith|882c|(…) Сообщается, что Салим передал со слов своего отца, что Пророк ﷺ совершал после пятничной молитвы два рак‘ата
hadith|883a|
hadith|883b|(…) Этот хадис подобен предыдущему, но с другим иснадом и небольшими изменениями
book||
chapter||
hadith|884a|
hadith|884b,c|
hadith|885a|
hadith|885b|Передают со слов ‘Атаъ (ибн Аби Рабах) о том, что Джабир ибн ‘Абдуллах, да будет доволен им Аллах, сказал: «Однажды я присутствовал с Посланником Аллаха ﷺ на праздничной молитве, и он начал с молитвы перед проповедью, без призыва /азан/ и объявления о начале молитвы /икама/. Затем он встал, опираясь на Биляля, и велел (людям) бояться Аллаха, призвал их к покорности Ему, стал увещевать их и напоминать им. Затем он подошёл к женщинам, стал увещевать их и напоминать им и сказал: “Подавайте милостыню, ибо, поистине, большинство из вас является топливом геенны”. Тогда среди этих женщин встала одна темнощёкая женщина и сказала: “Почему, о Посланник Аллаха?” Он ответил: “Потому что вы много жалуетесь и неблагодарны по отношению к своим мужьям”».(Джабир) сказал: «И они начали отдавать в качестве милостыни свои драгоценности, бросая серёжки и кольца в одежду Биляла»
hadith|886a|
hadith|886b|(…) Сообщается со слов ‘Атаъ, что когда Ибн аз-Зубайру принесли присягу, Ибн ‘Аббас отправил к нему (человека со словами): «В День разговения призыв /азан/ к праздничной молитве не произносился, поэтому и ты не произноси его». И Ибн аз-Зубайр не произносил призыв (к этой молитве). Также Ибн ‘Аббас отправил к нему (человека со словами): «Хутба (в праздничный день) произносится только после молитвы, и так это делалось». И Ибн аз-Зубайр совершал (праздничную) молитву до хутбы
hadith|887|Сообщается, что Джабир ибн Самура сказал: «(В дни) обоих праздников я не раз и не два совершал с Посланником Аллаха ﷺ молитвы, перед которыми ни азан, ни икама не возглашались»
hadith|888|Сообщается со слов Ибн ‘Умара, что Пророк ﷺ, Абу Бакр и ‘Умар совершали две праздничные молитвы до хутбы
hadith|889|Сообщается со слов Абу Са’ида аль-Худри, что в День разговения и в День жертвоприношения Посланник Аллаха ﷺ выходил (к месту совершения молитвы) и начинал с молитвы, по завершении которой он становился перед сидевшими на местах молитвы людьми. И если он хотел послать куда-нибудь военный отряд, то упоминал об этом людям. Если же он хотел приказать сделать что-то, то приказывал. Он говорил: «Подавайте милостыню! Подавайте милостыню! Подавайте милостыню!» И больше всех подавали милостыню женщины. После этого он уходил.Абу Са’ид сказал: «Так продолжалось до тех пор, пока (к власти не пришёл) Марван ибн аль-Хакам. (Однажды) я шёл под руку с Марваном, пока мы не пришли к месту молитвы, и оказалось, что там стоит минбар, построенный Кaсиром ибн ас-Сальтом из глины и кирпича. Тогда Марван начал тянуть мою руку в сторону минбара, я же стал тянуть его в сторону (места совершения) молитвы. Увидев такое (его поведение), я спросил: “Почему ты не начинаешь с молитвы?” Он ответил: “Нет, о Абу Са’ид, то, что ты знаешь, уже оставлено”. Тогда я трижды сказал: “Но нет, клянусь Тем, в Чьих Руках моя душа, вы не привнесёте (ничего) лучше того, что я знаю!”». После чего он (Абу Са’ид) ушёл (к месту совершения молитвы)
chapter||
hadith|890a|
hadith|890b|(…) Сообщается, что Умм ‘Атыйя сказала: «Нам было приказано выходить (на молитвы в дни) двух праздников, а также сидящим за занавесками и девственницам. А женщины, у которых началась менструация должны были выходить и находиться позади людей, произнося такбир вместе с ними»
hadith|890c|(…) Сообщается, что Умм ‘Атыйя сказала: «Посланник Аллаха ﷺ велел нам приводить (на молитвы) в (дни праздников) разговения и жертвоприношения зрелых девушек /‘аватик/ женщин, у которых были месячные, и тех, кто (находился за) занавесками /зават аль-худур/, (сказав): “Что же касается женщин, у которых (в это время) будут месячные, пусть они не молятся, но принимают участие в (прочих) благих (делах) и обращаются с мольбами к Аллаху вместе со (всеми) мусульманами”. Я сказала: “О Посланник Аллаха, у некоторых из нас (даже) нет покрывала”, и (тогда Пророк ﷺ) сказал: “Пусть (такой женщине одолжит) покрывало её сестра (по вере)”»
chapter||
hadith|884d,e|
chapter||
hadith|891a|
hadith|891b|(…) Сообщается, что ‘Убайдуллах ибн ‘Абдуллах ибн ‘Утба передал, что Абу Вакид аль-Лейси сказал: «(Однажды) ‘Умар ибн аль-Хаттаб спросил меня о том, что Посланник Аллаха ﷺ читал в дни праздников, и я сказал: «“Приблизился Час этот…” и “Каф. Клянусь славным Кораном!”»
chapter||
hadith|892a|
hadith|892b|(…) В этой версии хадиса говорится, что эти две девушки играли на бубне
hadith|892c|(…) Сообщается со слов ‘Аиши, что однажды во время пребывания в Мине Абу Бакр зашёл к ней тогда, когда у неё находились две девушки, игравшие на бубне, а также Посланник Аллаха ﷺ, прикрывшийся своей одеждой. Абу Бакр резко заговорил с ними, но Посланник Аллаха ﷺ открыл лицо и сказал: «Оставь их, о Абу Бакр, ведь это дни праздника».Также ‘Аиша сказала: «Посланник Аллаха ﷺ прикрыл меня своей накидкой /рида/, пока я смотрела на то, как эфиопы играли (в мечети), а я (тогда была ещё) девочкой. Поэтому считайтесь с молодыми девочками, которые любят играться»
hadith|892d|(…) Сообщается, что ‘Аиша сказала: «Клянусь Аллахом, я видела, как Посланник Аллаха ﷺ стоял у дверей моей комнаты, прикрывая меня своей накидкой /рида/, пока я смотрела на то, как эфиопы играли своими копьями в мечети Посланника Аллаха ﷺ. И он продолжал стоять из-за меня, пока мне не наскучило (смотреть). Поэтому считайтесь с молодыми девочками, которые любят играться»
hadith|892e|(…) Сообщается, что ‘Аиша сказала: «(Однажды) Посланник Аллаха ﷺ вошёл ко мне в то время, когда у меня находились две девушки, певшие песню о Бу‘асе, лёг на постель и отвернулся. (А через некоторое время в мою комнату) вошёл Абу Бакр и резко спросил меня: “(Как может) свирель шайтана (звучать) у Посланника Аллаха ﷺ?!” Тогда Посланник Аллаха ﷺ повернулся к нему и сказал: “Оставь их”, когда же (Абу Бакр) отвлёкся, я сделала девушкам знак и они вышли.В праздничный день, эфиопы играли с щитами и копьями. И (я не помню) спросила ли я Посланника Аллаха ﷺ или он сам сказал: “Хочешь посмотреть?” Я сказала: “Да”. И он поставил меня позади себя, так что моя щека прикасалась к его щеке, сказав: “Продолжайте, о бану Арфида!” Так продолжалось до тех пор, пока мне это не наскучило, тогда он спросил: “Тебе достаточно?” Я ответила: “Да”, он сказал: “Тогда иди”»
hadith|892f|(…) Сообщается, что ‘Аиша сказала: «Когда эфиопы пришли в день праздника в мечеть и стали соревноваться, Пророк ﷺ позвал меня, и я положила голову ему на плечо и начала смотреть на их игры. (И я продолжала смотреть на них) пока мне это не наскучило»
hadith|892g|(…) Этот хадис с другим иснадом подобен предыдущему, но в этой версии не упоминается мечеть
hadith|892h|(…) Сообщается со слов ‘Убайда ибн ‘Умайра, что ‘Аиша сказала про тех, кто играл: «Я хотела бы посмотреть на них». ‘Аиша сказала: «Тогда Посланник Аллаха ﷺ встал, а я встала в дверях (позади него) и смотрела между его ушами и плечом как они играли в мечети»
