collection||Sahih Muslim
hadith|715g|ஜாபிர் பின் அப்தில்லாஹ் (ரலி) அவர்கள் கூறியதாவது: நாங்கள் ஒரு போரில் அல்லாஹ்வின் தூதர் (ஸல்) அவர்களுடன் இருந்தோம். நாங்கள் (போரை முடித்து) திரும்பிக்கொண்டிருந்தபோது, நான் மெதுவாகச் செல்லக்கூடிய என் ஒட்டகத்தின் மீது இருந்துகொண்டு அவசரப்பட்டுக்கொண்டிருந்தேன். அப்பொழுது ஒருவர் எனக்குப் பின்னால் வாகனம் ஒன்றில் வந்துசேர்ந்து, தம்மிடமிருந்த கைத்தடியால் எனது ஒட்டகத்தைக் குத்தினார். உடனே எனது ஒட்டகம் நீ காணுகின்ற ஒட்டகங்களிலேயே மிக உயர்தரமானது போன்று ஓடலாயிற்று. நான் திரும்பிப் பார்த்தேன். அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள் இருந்தார்கள். அவர்கள் (என்னிடம்), "ஜாபிரே! என்ன அவசரம் உனக்கு?" என்று கேட்டார்கள். அதற்கு, "அல்லாஹ்வின் தூதரே! நான் புதிதாகத் திருமணம் செய்துகொண்டவன்" என்றேன். அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள், "நீ மணந்தது கன்னிப் பெண்ணையா, அல்லது கன்னி கழிந்த பெண்ணையா?" என்று கேட்டார்கள். நான் "இல்லை; கன்னி கழிந்த பெண்ணையே (மணந்தேன்)" என்றேன். அதற்கு அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள், "கன்னிப் பெண்ணை மணந்துகொண்டு, அவளோடு நீயும் உன்னோடு அவளுமாகக் கொஞ்சிக் குலவி மகிழ்ந்திருக்கலாமே?" என்று கேட்டார்கள். பிறகு மதீனாவிற்கு வந்து (ஊருக்குள்) நுழையப்போனபோது அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள், "(நீங்கள் ஊர் வந்து சேர்ந்துவிட்ட தகவல் வீட்டுப் பெண்களைச் சென்றடைய) இரவு (இஷா) நேரம் வரும்வரை சற்றுப் பொறுத்திருங்கள். தலைவிரி கோலமாயிருக்கும் பெண்கள் தலைவாரிக் கொள்ளட்டும். (கணவனைப்) பிரிந்திருந்த பெண்கள் சவரக்கத்தியைப் பயன்படுத்தி(த் தங்களை ஆயத்தப்படுத்தி)க்கொள்ளட்டும்" என்று சொன்னார்கள். மேலும், "நீ (ஊருக்குச்) சென்றால் புத்திசாலித்தனமாக நடந்து (குழந்தையைத் தேடிக்)கொள்; புத்திசாலித்தனமாக நடந்து கொள்" என்றும் சொன்னார்கள். - ஜாபிர் பின் அப்தில்லாஹ் (ரலி) அவர்கள் கூறியதாவது: நான் அல்லாஹ்வின் தூதர் (ஸல்) அவர்களுடன் ஓர் அறப்போருக்குப் புறப்பட்டுச் சென்றேன். (போரை முடித்து நாங்கள் திரும்பியபோது) எனது ஒட்டகம் களைத்து பலமிழந்து போனதால் என்னைத் தாமதப்படுத்திவிட்டது. அப்போது அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள் என்னிடம் வந்து "ஜாபிர்(தானா)?" என்று கேட்டார்கள். நான் "ஆம்" என்றேன். "என்ன விஷயம் (ஏன் தாமதம்)?" என்று கேட்டார்கள். "எனது ஒட்டகம் களைத்துப் பலமிழந்து போனதால் நான் பின்தங்கிவிட்டேன்" என்று சொன்னேன். அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள் (வாகனத்திலிருந்து) கீழே இறங்கி, முனைப்பகுதி வளைந்த தமது கைத்தடியால் எனது ஒட்டகத்தைக் குத்திவிட்டார்கள். பிறகு "ஒட்டகத்தில் ஏறு" என்றார்கள். நான் ஒட்டகத்தில் ஏறினேன். (அது விரைந்தோடியது.) அல்லாஹ்வின் தூதர் (ஸல்) அவர்களைவிட எனது ஒட்டகம் முந்திவிடாதவாறு அதைக் கட்டுப்படுத்தினேன். அப்போது அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள், "நீ திருமணம் செய்து கொண்டாயா?" என்று கேட்டார்கள். நான் "ஆம்" என்றேன். அதற்கு, "கன்னிப் பெண்ணையா, கன்னி கழிந்த பெண்ணையா (யாரை மணந்தாய்)?" என்று கேட்டார்கள். நான் "இல்லை; கன்னி கழிந்த பெண்ணைத்தான் (மணந்து கொண்டேன்)" என்றேன். அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள், "கன்னிப் பெண்ணை மணந்து கொண்டு அவளோடு நீயும் உன்னோடு அவளுமாகக் கொஞ்சிக் குலவி மகிழ்ந்திருக்கலாமே?" என்று கேட்டார்கள். நான், "எனக்குச் சகோதரிகள் சிலர் உள்ளனர். அவர்களை அரவணைத்து, அவர்களுக்குத் தலைவாரி, அவர்களைப் பராமரிக்கக்கூடிய ஒரு பெண்ணை மணக்க வேண்டும் என்று விரும்பினேன்" என்று பதிலளித்தேன். அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள், "இப்போது நீ ஊருக்குச் செல்லப்போகிறாய். ஊர் சென்றதும் புத்திசாலித்தனமாக நடந்துகொள்; புத்திசாலித்தனமாக நடந்துகொள்" என்று கூறிவிட்டு, "உனது ஒட்டகத்தை (எனக்கு) விற்றுவிடுகிறாயா?" என்று கேட்டார்கள். நான் "சரி" என்றேன். அவர்கள் என்னிடமிருந்து ஓர் "ஊக்கியா" விலை பேசி அதை வாங்கிக்கொண்டார்கள். (தொடர்ந்து ஊர் வந்து சேரும்வரை அதிலேயே நான் வந்தேன்.) (எனக்கு முன்பே) அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள் (மதீனாவிற்குச்) சென்றுவிட்டார்கள். நான் மறுநாள்தான் சென்றடைந்தேன். நான் பள்ளிவாசலுக்கு வந்தபோது அதன் நுழைவாயிலில் அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள் இருப்பதைக் கண்டேன். "இப்போது தான் வருகிறாயா?" என்று என்னிடம் கேட்டார்கள். நான் "ஆம்" என்றேன். "உனது ஒட்டகத்தை விட்டுவிட்டு உள்ளே சென்று இரண்டு ரக்அத்கள் தொழு" என்று சொன்னார்கள். அவ்வாறே நான் உள்ளே சென்று தொழுது விட்டுத் திரும்பிவந்தேன். அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள் எனக்காக ஓர் "ஊக்கியா" எடை போடுமாறு பிலால் (ரலி) அவர்களுக்கு உத்தரவிட்டார்கள். எனக்காக பிலால் (ரலி) அவர்கள் எடை போட்டுச் சற்று தாராளமாகவே நிறுத்(துத் தந்)தார்கள். பிறகு நான் திரும்பிச் சென்றபோது "ஜாபிரை எனக்காக அழைத்துவா" என்றார்கள். அவ்வாறே நான் அழைக்கப்பட்டேன். நான் (என் மனதிற்குள்) "இப்போது எனது ஒட்டகத்தை எனக்கே திரும்பத் தந்துவிடுவார்களோ! அ(வ்வாறு ஒட்டகத்தையும் வாங்கிக்கொண்டு விலையையும் பெற்றுக்கொண்டு நபியவர்களைச் சிரமப்படுத்துவ)தைவிட வெறுப்பானது எனக்கு வேறொன்றுமில்லை" என்று கூறிக்கொண்டேன். அப்போது அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள், "உனது ஒட்டகத்தை நீயே எடுத்துக்கொள்; அதன் கிரயமும் உனக்கே" என்றார்கள். அத்தியாயம் :
hadith|715h|
hadith|715i|
hadith|715j|
chapter||
hadith|715k|
chapter||
hadith|715l|நபி (ஸல்) அவர்கள் கூறினார்கள்: அல்லாஹ்வையும் இறுதி நாளையும் நம்பிக்கை கொண்டவர் ஏதேனும் பிரச்சினையில் பங்கெடுத்தால் ஒன்று, நல்லதையே பேசட்டும்; அல்லது வாய்மூடி (மௌனமாக) இருக்கட்டும். பெண்களுக்கு நன்மையே நாடுங்கள். (அவர்களிடம் நல்ல விதமாக நடந்துகொள்ளும்படி கூறும் எனது அறிவுரையை ஏற்றுக்கொள்ளுங்கள்.) ஏனெனில், பெண், விலா எலும்பிலிருந்து படைக்கப்பட்டிருக்கிறாள். விலா எலும்பிலேயே அதன் மேற்பகுதி மிகவும் கோணலானதாகும். நீ அதை (ஒரேயடியாக) நிமிர்த்தப்போனால் அதை நீ உடைத்தே விடுவாய். அதை அப்படியே விட்டுவிட்டால், கோணலுள்ளதாகவே அது நீடிக்கும். ஆகவே,பெண்களுக்கு நன்மையே நாடுங்கள். இதை அபூஹுரைரா (ரலி) அவர்கள் அறிவிக்கிறார்கள். அத்தியாயம் :
hadith|1467a|
hadith|1467b|
hadith|1468a|
hadith|1468b|ஹம்மாம் பின் முனப்பிஹ் (ரஹ்) அவர்கள் கூறியதாவது: இவை அல்லாஹ்வின் தூதர் (ஸல்) அவர்களிடமிருந்து அபூஹுரைரா (ரலி) அவர்கள் எமக்கு அறிவித்த ஹதீஸ்களாகும். அவற்றில் பின்வரும் ஹதீஸும் ஒன்றாகும்: அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள் கூறினார்கள்: இஸ்ரவேலர்கள் இருந்திராவிட்டால் உணவு கெட்டுப்போயிருக்காது; இறைச்சி துர்நாற்றமடித்திருக்காது. ஹவ்வா இருந்திராவிட்டால் எந்தப் பெண்ணும் ஒருபோதும் தன் கணவனை ஏமாற்றியிருக்கமாட்டாள். அத்தியாயம் :
hadith|1469|
chapter||
hadith|1470a|
hadith|1470b|
book||
chapter||
hadith|1471a|
hadith|1471b|
hadith|1471c|
hadith|1471d|
hadith|1471e|
hadith|1471f|
hadith|1471g|
hadith|1471h|
hadith|1471i|
hadith|1471j|
hadith|1471k|
hadith|1471l|
hadith|1471m|
hadith|1471n|
hadith|1471o|
hadith|1471p|
hadith|1471q|
hadith|1471r|
hadith|1471s|
hadith|1471t|
hadith|1471u|
chapter||
hadith|1472a|
hadith|1472b|தாவூஸ் பின் கைசான் (ரஹ்) அவர்கள் கூறியதாவது: அபுஸ்ஸஹ்பா (ரஹ்) அவர்கள் இப்னு அப்பாஸ் (ரலி) அவர்களிடம், "நபி (ஸல்) மற்றும் அபூபக்ர் (ரலி) ஆகியோரது காலத்திலும் உமர் (ரலி) அவர்களது ஆட்சியில் (முதல்) மூன்று வருடங்களிலும் முத்தலாக் ஒரு தலாக்காகவே கருதப்பட்டுவந்ததை நீங்கள் அறிவீர்களா?" என்று கேட்டார்கள். அதற்கு இப்னு அப்பாஸ் (ரலி) அவர்கள் "ஆம்"என்றார்கள். இந்தத் தகவல் இரு அறிவிப்பாளர்தொடர் களில் வந்துள்ளது. அத்தியாயம் :
hadith|1472c|தாவூஸ் பின் கைசான் (ரஹ்) அவர்கள் கூறியதாவது: அபுஸ்ஸஹ்பா (ரஹ்) அவர்கள் இப்னு அப்பாஸ் (ரலி) அவர்களிடம், "உங்களிடமுள்ள அரிய தகவல்களைக் கூறுங்கள்; முத்தலாக், அல்லாஹ்வின் தூதர் (ஸல்) அவர்களது காலத்திலும் அபூபக்ர் (ரலி) அவர்களது காலத்திலும் ஒரு தலாக்காக இருக்கவில்லையா?" என்று கேட்டார்கள். அதற்கு இப்னு அப்பாஸ் (ரலி) அவர்கள், "ஆம்;அவ்வாறுதான் இருந்தது. பின்னர் உமர் (ரலி) அவர்களது காலத்தில் மக்கள் தலாக்கை மலிவாக்கி அவசரக் கோலத்தில் செய்ய ஆரம்பித்தபோது, உமர் (ரலி) அவர்கள் முத்தலாக்கை அவர்கள்மீது செல்லுபடியாக்கினார்கள்" என்று கூறினார்கள். அத்தியாயம் :
chapter||
hadith|1473a|
hadith|1473b|
hadith|1474a|
hadith|1474b|
hadith|1474c|
chapter||
hadith|1475|
hadith|1476a|
hadith|1476b|
hadith|1477a|
hadith|1477b|
hadith|1477c|
hadith|1477d|
hadith|1477e|
hadith|1477f|
hadith|1478|
chapter||
hadith|1479a|
hadith|1479b|அப்துல்லாஹ் பின் அப்பாஸ் (ரலி) அவர்கள் கூறியதாவது: நான் ஓராண்டு காலமாக ஒரு வசனத்தைப் பற்றி உமர் பின் அல்கத்தாப் (ரலி) அவர்களிடம் (விளக்கம்) கேட்க வேண்டுமென்று காத்துக்கொண்டிருந்தேன். ஆனால், அவர்கள் மீதிருந்த (மரியாதை கலந்த) அச்சம் காரணமாகக் கேட்பதற்குத் துணிவு வரவில்லை. (ஒரு முறை) உமர் (ரலி) அவர்கள் ஹஜ்ஜுக்காகப் புறப்பட்டுச் சென்றபோது நானும் அவர்களுடன் புறப்பட்டேன். அவர்கள் (ஹஜ்ஜை முடித்துக்கொண்டு) திரும்பி வரும் வழியில் நாங்கள் (மர்ருழ் ழஹ்ரான் எனும்) ஒரு சாலையில் இருந்தோம். அப்போது உமர் (ரலி) அவர்கள் தமது இயற்கைக் கடனை நிறைவேற்றுவதற்காக "அராக்" (மிஸ்வாக்) மரத்தை நோக்கி ஒதுங்கிச் சென்றார்கள். அவர்கள் இயற்கைக் கடனை நிறைவேற்றிவிட்டு வரும்வரை நான் (அவர்களை எதிர்பார்த்தபடி) அவர்களுக்காக நின்று கொண்டிருந்தேன். பிறகு அவர்களுடன் செல்லலானேன். அப்போது அவர்களிடம் நான், "இறை நம்பிக்கையாளர்களின் தலைவரே! அல்லாஹ்வின் தூதர் (ஸல்) அவர்களின் துணைவியரில் (நபியவர்களைச் சஞ்சலப்படுத்தும் வகையில்) ஒருவருக்கொருவர் (கூடிப் பேசி) உதவி புரிந்தவர்கள் யார்?" என்று கேட்டேன். அதற்கு அவர்கள், "ஹஃப்ஸாவும் ஆயிஷா (ரலி) அவர்களும்தாம்" என்று பதிலளித்தார்கள். உடனே நான், "அல்லாஹ்வின் மீதாணையாக! ஓராண்டு காலமாக இது குறித்து உங்களிடம் நான் கேட்க வேண்டுமென எண்ணியிருந்தேன். ஆனால், உங்கள்மீது (எனக்கு) உள்ள (மரியாதை கலந்த) அச்சம் காரணமாக எனக்குத் துணிவு வரவில்லை" என்று சொன்னேன். அதற்கு "(இப்படிச்) செய்யாதீர்கள். என்னிடம் ஓர் அறிவு இருப்பதாக நீங்கள் எண்ணினால், என்னிடம் அது குறித்துக் கேட்டுவிடுங்கள். (உண்மையிலேயே) அதை நான் அறிந்திருந்தால், உங்களுக்கு நான் தெரிவிக்கிறேன்" என்று கூறிய உமர் (ரலி) அவர்கள், பிறகு (பின்வருமாறு) கூறினார்கள்: அல்லாஹ்வின் மீதாணையாக! அறியாமைக் காலத்தில் பெண்களுக்கு எந்த உரிமையும் இருப்பதாக நாங்கள் கருதியதில்லை. அவர்(களின் உரிமை)கள் தொடர்பாக, தான் அருளிய (சட்டத்)தை அல்லாஹ் அருளும் வரையிலும்,அவர்களுக்குரிய (செலவுத் தொகை, சொத்துரிமை ஆகிய)வற்றின் பங்குகளை அவன் நிர்ணயிக்கும் வரையிலும் (இந்நிலை நீடித்தது). இந்நிலையில் (ஒரு நாள்) நான் ஒரு விவகாரம் குறித்து ஆலோசித்துக்கொண்டிருந்தேன். அப்போது என் மனைவி, "நீங்கள் இப்படி இப்படிச் செய்யலாமே!" என்று என்னிடம் (ஆலோசனை) கூறினார். அவரிடம் நான், "உனக்கும் இதற்கும் என்ன சம்பந்தம்? நான் தீர்மானிக்க வேண்டிய ஒரு விஷயத்தில் உன் தலையீடு எதற்கு?" என்று கேட்டேன். அதற்கு அவர் என்னிடம், "கத்தாபின் புதல்வரே! (இப்படிச் சொல்கின்ற) உங்களைப் பார்த்து நான் வியப்படைகிறேன். உங்களுடன் விவாதிக்கப்படுவதை நீங்கள் விரும்பவில்லை. ஆனால், உங்களுடைய புதல்வி (ஹஃப்ஸாவோ தம் கணவர்) அல்லாஹ்வின் தூதர் (ஸல்) அவர்களுடன் விவாதித்ததால் அன்றைய நாள் முழுக்க அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள் கோபமாக இருந்தார்கள்" என்று சொன்னார். உடனே நான் எழுந்து, எனது மேலங்கியை எடுத்துக்கொண்டு, அப்படியே அங்கிருந்து புறப்பட்டு ஹஃப்ஸாவிடம் சென்றேன். "என் அருமை மகளே! நீ அல்லாஹ்வின் தூதர் (ஸல்) அவர்களுடன் வாதம் புரிந்து, அதனால் அவர்கள் அன்றைய தினம் முழுக்கக் கோபத்துடன் இருந்தார்களாமே (அது உண்மையா)?" என்று ஹஃப்சாவிடம் கேட்டேன். அதற்கு ஹஃப்ஸா, "அல்லாஹ்வின் மீதாணையாக! (அல்லாஹ்வின் தூதர் (ஸல்) அவர்களின் துணைவியரான) நாங்கள் அவர்களுடன் விவாதிப்பதுண்டு" என்றார். அதற்கு நான், "அல்லாஹ்வின் தண்டனையையும் அவனுடைய தூதரின் கோபத்தையும் பற்றி உனக்கு நான் எச்சரிக்கிறேன் என்பதை அறிவாயாக! அருமை மகளே! தம்முடைய அழகும், அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள் தம்மீது கொண்டுள்ள அன்பும் எவரைப் பூரிப்படைய வைத்துள்ளதோ அவரை (ஆயிஷாவை)ப் பார்த்து நீயும் துணிந்துவிடாதே!" என்று (அறிவுரை) சொன்னேன். பிறகு நான் நேராக (அல்லாஹ்வின் தூதர் (ஸல்) அவர்களின் மற்றொரு துணைவியான) உம்மு சலமாவிடம் (அவருக்கு அறிவுரை கூறச்) சென்றேன். ஏனெனில், அவர் என் (தாய்வழி) உறவினராவார். இது குறித்து அவரிடமும் நான் பேசினேன். அப்போது உம்மு சலமா என்னிடம், "கத்தாபின் புதல்வரே! உம்மைக் கண்டு நான் வியப்படைகிறேன். எல்லா விஷயங்களிலும் தலையிட்டுவந்த நீங்கள், இப்போது அல்லாஹ்வின் தூதர் (ஸல்) அவர்களுக்கும் அவர்களுடைய துணைவியருக்கும் இடையேயும் தலையிடும் அளவிற்கு வந்துவிட்டீர்களே!" என்று கூறினார். உம்மு சலமா தம் பேச்சால் என்னை ஒரு பிடி பிடித்துவிட்டார். எனக்கு ஏற்பட்டிருந்த பாதி (கோப உணர்ச்சி)யை உடைத்தெறிந்துவிட்டார். ஆகவே, நான் அவரிடமிருந்து வெளியேறி (வந்து)விட்டேன். அன்சாரிகளில் எனக்கொரு நண்பர் இருந்தார். நான் (அல்லாஹ்வின் தூதர் (ஸல்) அவர்களது அவையில்) இல்லாதபோது கிடைக்கும் செய்திகளை அவர் எனக்குத் தெரிவிப்பதும், அவர் இல்லாத போது கிடைக்கும் செய்திகளை நான் அவருக்குத் தெரிவிப்பதும் வழக்கம். (அந்தக் கால கட்டத்தில் சிரியா நாட்டு) "ஃகஸ்ஸான்" வமிச மன்னர்களில் ஒருவனைப் பற்றிய அச்சம் எங்களுக்கு இருந்துவந்தது. அவன் எங்கள் (மதீனா)மீது படையெடுக்கத் திட்டமிட்டிருப்பதாக எங்களிடம் சொல்லப்பட்டிருந்தது. இதனால் அவனைக் குறித்த அச்சம் எங்கள் நெஞ்சங்களில் நிரம்பியிருந்தது. இந்நிலையில் (ஒரு நாள்) அந்த அன்சாரி நண்பர் வந்து (என் வீட்டுக்) கதவைத் தட்டினார். "திறங்கள்; திறங்கள்"என்றார். (கதவைத் திறந்த) உடன் நான், "ஃகஸ்ஸானிய (மன்ன)ன் வந்துவிட்டானா?" என்று கேட்டேன். அதற்கு அவர், "அதைவிடப் பெரியது நடந்துவிட்டது; அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள் தம் துணைவியரிடமிருந்து விலகிவிட்டார்கள்" என்றார். உடனே நான், "ஹஃப்ஸா, ஆயிஷா ஆகியோரின் மூக்கு மண்ணைக் கவ்வட்டும்!" என்று கூறிவிட்டு, எனது உடையை எடுத்து (அணிந்து)கொண்டு புறப்பட்டேன். அல்லாஹ்வின் தூதர் (ஸல்) அவர்களிடம் வந்தபோது, அவர்கள் தமக்குரிய மாடியறையொன்றில் (தங்கி) இருந்தார்கள். ஏணிப்படி வழியாகவே அந்த அறைக்குச் செல்ல முடியும். அங்கே அல்லாஹ்வின் தூதர் (ஸல்) அவர்களுடைய கறுப்புநிறப் பணியாளர் ஒருவர் (ரபாஹ்), ஏணியின் முதற்படியில் இருந்தார். அவரிடம் நான், "இதோ உமர் (வந்துள்ளார் என அல்லாஹ்வின் தூதரிடம் கூறி அனுமதி கேள்)" என்றேன். எனக்கு அனுமதி கிடைத்தபோது (அந்த அறைக்குச் சென்று) நான் அல்லாஹ்வின் தூதர் (ஸல்) அவர்களிடம் (எனக்கும் அவர்களுடைய துணைவியருக்குமிடையே நடைபெற்ற) இந்த உரையாடல்களை எடுத்துரைத்தேன். உம்மு சலமாவின் பேச்சு வந்தபோது, அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள் புன்னகைத்தார்கள். அப்போது அவர்கள் ஓர் ஈச்சம் பாயில் இருந்தார்கள். அவர்களுக்கும் அந்தப் பாய்க்குமிடையே (விரிப்பு) எதுவும் இருக்கவில்லை. அவர்களது தலைக்குக் கீழே ஈச்ச நார்கள் நிரப்பப்பெற்ற தோல் தலையணை ஒன்றிருந்தது. அவர்களின் கால்களுக்கு அருகில் கருவேல இலைகள் குவிக்கப்பட்டிருந்தன. அவர்களது தலைமாட்டில் பதனிடப்படா தோல்கள் தொங்கிக்கொண்டிருந்தன. அப்போது அவர்களின் விலாப்புறத்தில் ஈச்சம் பாயின் சுவடு (பதிந்து) இருப்பதைக் கண்டு நான் அழுது விட்டேன். அப்போது அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள், "ஏன் அழுகிறீர்கள்?" என்றார்கள். அதற்கு நான், "அல்லாஹ்வின் தூதரே! (பாரசீக மற்றும் இத்தாலி மன்னர்களான) குஸ்ருவும் சீசரும் இருக்கும் நிலையே வேறு! (தாராளமான உலகச்செல்வங்களுடன் உல்லாசமாக வாழ்கின்றனர்.) தாங்களோ அல்லாஹ்வின் தூதராயிற்றே?" என்றேன். அதற்கு அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள், "அ(ம்மன்ன)வர்களுக்கு இம்மையும் நமக்கு மறுமையும் இருப்பதை நீங்கள் திருப்திப்படவில்லையா?" என்று கேட்டார்கள். அத்தியாயம் :
hadith|1479c|மேற்கண்ட ஹதீஸ் அப்துல்லாஹ் பின் அப்பாஸ் (ரலி) அவர்களிடமிருந்தே மற்றோர் அறிவிப்பாளர்தொடர் வழியாகவும் வந்துள்ளது. அதில், "நான் உமர் (ரலி) அவர்களுடன் (ஹஜ்ஜுக்குச் சென்றுவிட்டு மதீனா நோக்கி) வந்தேன். நாஙகள் "மர்ருழ் ழஹ்ரான்" எனுமிடத்தில் இருந்தபோது" என ஹதீஸ் ஆரம்பமாகிறது. மற்ற விவரங்கள் மேற்கண்ட ஹதீஸில் உள்ளதைப் போன்றே இடம் பெற்றுள்ளன. மேலும், அதில் "அவ்விரு பெண்களைப் பற்றி நான் கேட்டேன். அதற்கு "ஹஃப்ஸாவும் உம்மு சலமாவுமே அவ்விருவரும்" என உமர் (ரலி) அவர்கள் விடையளித்தார்கள்" என்று இடம்பெற்றுள்ளது. மேலும் "நான் (அல்லாஹ்வின் தூதர் (ஸல்) அவர்களின் துணைவியரின்) அறைகளுக்குச் சென்றேன். ஒவ்வொரு வீட்டிலும் அழுகைச் சப்தம் கேட்டது என்று உமர் (ரலி) அவர்கள் கூறினார்கள்" என்றும், "அல்லாஹ்வின் தூதர் (ஸல்) அவர்கள் தம் துணைவியரை ஒரு மாத காலம்வரை நெருங்கமாட்டேன்" எனச் சத்தியம் (ஈலா) செய்திருந்தார்கள்; இருபத்தொன்பதாவது நாளானதும் (அந்த அறையிலிருந்து) இறங்கித் தம் துணைவியரிடம் சென்றார்கள்" என்றும் அதிகப்படியாக இடம்பெற்றுள்ளது. அத்தியாயம் :
hadith|1479d|இப்னு அப்பாஸ் (ரலி) அவர்கள் கூறியதாவது: அல்லாஹ்வின் தூதர் (ஸல்) அவர்களது காலத்தில் (அவர்களைச் சங்கடப்படுத்தும் வகையில்) கூடிப் பேசிச் செயல்பட்ட இரு துணைவியர் யார் என்பது பற்றி உமர் (ரலி) அவர்களிடம் கேட்க வேண்டும் என்று (நீண்ட நாட்களாக) எண்ணியிருந்தேன். இவ்வாறு ஓராண்டு காலத்தைக் கடத்தி விட்டேன். அதற்கான சந்தர்ப்பம் எனக்கு வாய்க்கவில்லை. (இந்நிலையில் ஹஜ்ஜுக்காக) அவர்களுடன் செல்ல வேண்டிய நிலை ஏற்பட்டது. (திரும்பிவரும் வழியில்) நாங்கள் "மர்ருழ் ழஹ்ரான்" எனுமிடத்தில் இருந்தபோது உமர் (ரலி) அவர்கள் இயற்கைக் கடனை நிறைவேற்றச் சென்றார்கள். அப்போது "(அங்கத் தூய்மை செய்வதற்காக) நீர்குவளையை என்னிடம் கொண்டுவாருங்கள்" என்று கூறினார்கள். அதை எடுத்துக்கொண்டு அவர்களிடம் நான் சென்றேன். அவர்கள் இயற்கைக் கடனை முடித்துத் திரும்பியதும் அவர்களுக்குத் தண்ணீரை ஊற்றலானேன். அப்போது நான் (கேட்க நினைத்திருந்த விஷயத்தை) நினைவுகூர்ந்தேன். உடனே நான், "இறை நம்பிக்கையாளர்களின் தலைவரே! (அல்லாஹ்வின் தூதர் (ஸல்) அவர்களைச் சஞ்சலப் படுத்தும் வகையில் கூடிப் பேசிச் செயல்பட்ட) அவ்விரு துணைவியர் யார்?"என்று கேட்டேன். நான் கேட்டு முடிப்பதற்குள், "ஆயிஷாவும் ஹஃப்ஸாவும்தாம் (அவ்விருவரும்)" என விடையளித்தார்கள். இந்த ஹதீஸ் இரு அறிவிப்பாளர்தொடர்களில் வந்துள்ளது. அத்தியாயம் :
hadith|1479e,1475b|
chapter||
hadith|1480a|
