collection||Sahih Muslim
chapter||
hadith|1501c|
hadith|1501d|Telah menceritakan kepada kami [Ibnu Numair] telah menceritakan kepada kami [Bapakku] telah menceritakan kepada kami ['Ubaidullah] dari [Nafi'] dari [Ibnu Umar] dia berkata, "Rasulullah shallallahu 'alaihi wasallam bersabda: "Barangsiapa memerdekakan hak kepemilikan dari seorang budak, jika dia memiliki cukup harta, hendaknya dia juga membebaskan kepemilikan semuanya, jika tidak memiliki harta yang cukup untuk memerdekakan semuanya, berarti dia telah memerdekakan sebagiannya
hadith|1501e|
hadith|1501f|Telah menceritakan kepada kami [Syaiban bin Farruh] telah menceritakan kepada kami [Jarir bin Hazim] dari [Nafi'] bekas budak Abdullah bin Umar, dari [Abdullah bin Umar] dia berkata, "Rasulullah shallallahu 'alaihi wasallam bersbda: "Barangsiapa membebaskan bagian kepemilikan dari seorang budak, dan apabila dia memiliki cukup harta untuk membayar sisanya, maka hendaknya ia membebaskan dengan membayar sisa dari harga budak tersebut, jika tidak maka sungguh ia telah membebaskan apa yang menjadi miliknya." Telah menceritakan kepada kami [Qutaibah bin Sa'id] dan [Muhammad bin Rumh] dari [Al Laits bin Sa'd]. (dalam jalur lain disebutkan) Telah menceritakan kepada kami [Muhammad bin Al Mutsanna] telah menceritakan kepada kami [Abdul Wahab] aku telah mendengar [Yahya bin Sa'id]. (dalam jalur lain disebutkan) Telah menceritakan kepadaku [Abu Ar Rabi'] dan [Abu Kamil] keduanya berkata; telah menceritakan kepada kami [Hammad] -yaitu Ibnu Zaid-. (dalam jalur lain disebutkan) Telah menceritakan kepadaku [Zuhair bin Harb] telah menceritakan kepada kami [Isma'il] -yaitu Ibnu 'Ulayyah- keduanya dari [Ayyub]. (dalam jalur lain disebutkan) Telah menceritakan kepada kami [Ishaq bin Manshur] telah mengabarkan kepada kami [Abdurrazaq] dari [Ibnu Juraij] telah mengabarkan kepadau [Isma'il bin Umayah]. (dalam jalur lain disebutkan) Telah menceritakan kepada kami [Muhammad bin Rafi'] telah menceritakan kepada kami [Ibnu Abu fudaik] dari [Ibnu Abu Dzi`b]. (dalam jalur lain disebutkan) Telah menceritakan kepada kami [Harun bin Sa'id Al Aili] telah mengabarkan kepada kami [Ibnu Wahb] dia berkata, telah mengabarkan kepadaku [Usamah] -yaitu Ibnu Zaid- mereka semua dari [Nafi'] dari [Ibnu Umar] dari Nabi shallallahu 'alaihi wasallam dengan hadits ini, namun dalam hadits mereka tidak disebutkan, "Jika dia tidak memiliki harta, maka dia telah membebaskan bagiannya saja." Kecuali dalam hadits Ayyub dan Yahya bin Sa'id, karena keduanya menyebutkan kalimat tersebut dalam hadits. Keduanya berkata, "Kami tidak tahu, apakah kalimat tersebut termasuk dalam hadits atau hanya sekedar perkataannya Nafi'." Dan dalam riwayatnya mereka semua juga tidak disebutkan, 'Aku pernah mendengar Rasulullah shallallahu 'alaihi wasallam …", kecuali dalam hadits Laits bin Sa'ad
hadith|1501g|Telah menceritakan kepada kami ['Amru An Naqid] dan [Ibnu Abu Umar] keduanya dari [Ibnu 'Uyainah], [Ibnu Abu Umar] berkata; telah menceritakan kepada kami [Sufyan bin 'Uyainah] dari ['Amru] dari [Salim bin Abdullah] dari [Ayahnya], bahwa Rasulullah shallallahu 'alaihi wasallam bersabda: "Barangsiapa memerdekakan seorang budak yang dimilikinya bersama orang lain, hendaknya dia membayar bagiannya kepada partnernya secara adil, tidak boleh curang dan tidak boleh berbuat zhalim, kemudian dia memerdekakan dengan hartanya, jika dia mampu
hadith|1501h|Dan telah menceritakan kepada kami ['Abd bin Humaid] telah menceritakan kepada kami [Abdurrazaq] telah mengabarkan kepada kami [Ma'mar] dari [Az Zuhri] dari [Salim] dari [Ibnu Umar], bahwa Nabi shallallahu 'alaihi wasallam bersabda: "Barangsiapa memerdekakan bagiannya atas seorang budak, hendaklah ia membebaskan sisa bagian yang lainnya jika ia memiliki uang yang mencukupinya (harganya)
hadith|1502b|
hadith|1503d|
hadith|1503e|Dan telah menceritakan kepadaku [Amru An Naqid] telah menceritakan kepada kami [Isma'il bin Ibrahim] dari [Abu 'Arubah] dari [Qatadah] dari [An Nadlr bin Anas] dari [Basyir bin Nahik] dari [Abu Hurairah] dari Nabi shallallahu 'alaihi wasallam, beliau bersabda: "Barangsiapa membebaskan bagian kepemilikanya pada seorang budak, maka dialah yang menanggung biaya pemerdekakan budak tersebut, jika dia memiliki harta, sekiranya dia tidak memiliki harta (untuk dibayarkan kepada hak kepemilikan partnernya), hendaknya budak tersebut diberi kelonggaran untuk menebus pembebasannya dengan tidak diperberat." Dan telah menceritakan kepada kami [Abu Bakar bin Abu Syaibah] telah menceritakan kepada kami [Ali bin Mushir] dan [Muhammad bin Bisyr]. (dalam jalur lain disebutkan) Telah menceritakan kepada kami [Ishaq bin Ibrahim] dan [Ali bin Khasyram] keduanya berkata; telah mengabarkan kepada kami [Isa bin Yunus] semuanya dari [Ibnu Abu 'Arubah] dengan isnad ini. Dan dalam hadits Isa disebutkan, "Kemudian dia diberi kelonggaran untuk menebus pembebasannya dengan tidak diperberat
hadith|1503f|
hadith|1668a|
hadith|1668b|
hadith|1668c|
chapter||
hadith|997c|Telah menceritakan kepada kami [Abu Ar Rabi' Sulaiman bin Daud Al 'Ataki] telah menceritakan kepada kami [Hammad] -yaitu Ibnu Zaid- dari ['Amru bin Dinar] dari [Jabir bin Abdullah], bahwa seorang laki-laki memerdekakan seorang budak miliknya secara dubur, padahal ia tidak memiliki harta selain budak tersebut. Ketika berita itu sampai kepada Nabi shallallahu 'alaihi wasallam, maka beliau pun bersabda: "Siapa yang ingin membeli budak ini dariku?" Maka Nu'ain bin Abdullah membeli budak tersebut dari beliau seharga seratus dirham, lalu uang tersebut diserahkan kepadanya (Jabir)." ['Amru] berkata, "Aku pernah mendengar [Jabir bin Abdullah] berkata, "Dia adalah seorang budak Qibthi yang meninggal awal tahun (dari pemerintahannya Ibnu Zubair)
hadith|997d|
hadith|997e|
hadith|997f|Telah menceritakan kepada kami [Abu Bakar bin Abu Syaibah] dan [Ishaq bin Ibrahim] dari [Ibnu 'Uyainah], [Abu Bakar] berkata; telah menceritakan kepada kami [Sufyan bin 'Uyainah] dia berkata; ['Amru] pernah mendengar [Jabir] berkata, "Seorang laki-laki Anshar pernah membebaskan seorang budak miliknya dengan cara dubur, namun dia tidak memiliki harta selain budak tersebut. Lantas Rasulullah shallallahu 'alaihi wasallam menjualkan budak tersebut." Jabir berkata, "Kemudian budak tersebut dibeli oleh Ibnu Nahham. Budak tersebut adalah seorang Qibthi yang meninggal di awal pemerintahan Ibnu Zubair." Telah menceritakan kepada kami [Qutaibah bin Sa'id] dan [Ibnu Rumh] dari [Laits bin sa'd] dari ['Amru bin Dinar] telah menceritakan kepada kami [Al Mughirah] -yaitu Al Hizami- dari [Abdul Majid bin Suhail] dari ['Atha bin Abu Rabah] dari [Jabir bin Abdullah]. (dalam jalur lain disebutkan) Telah menceritakan kepadaku [Abdullah bin Hasyim] telah menceritakan kepada kami [Yahya] -yaitu Ibnu Sa'id- dari [Al Husain bin Dzakwan Al Mu'allim] telah menceritakan kepadaku ['Atha] dari [Jabir]. (dalam jalur lain disebutkan) Telah menceritakan kepadaku [Abu Ghassan Al Misma'i] telah menceritakan kepada kami [Mu'adz] telah menceritakan kepadaku [Ayahku] dari [Mathar] dari ['Atha bin Abu Rabah] dan [Abu Zubair] dan ['Amru bin Dinar] bahwa [Jabir bin Abdullah] pernah menceritakan kepada mereka mengenai jual beli budak mudabbar, setiap orang dari mereka berkata, dari Nabi shallallahu 'alaihi wasallam yang semakna dengan hadits Hamamd bin 'Uyainah dari 'Amru dari Jabir
book||
chapter||
hadith|1669a|
hadith|1669b|telah menceritakan kepadaku ['Ubaidullah bin Umar Al Qawariri] telah menceritakan kepada kami [Hammad bin Zaid] telah menceritakan kepada kami [Yahya bin Sa'id] dari [Busyair bin Yasar] dari [Sahl bin Abu Hatsmah] dan [Rafi' bin Khadij], bahwa Muhayishah bin Mas'ud dan Abdullah bin Sahal pergi ke arah Khaibar, kemudian keduanya berpisah di suatu kebun kurma, tiba-tiba Abdullah terbunuh dan mereka menyangkan orang Yahudi lah pembunuhnya. Lantas saudaranya, Abdurrahman dan kedua anak pamannya, Huwayishah dan Muhayishah, pergi menemui Nabi shallallahu 'alaihi wasallam. Abdurrahman lalu angkat bicara mengenai permasalahan saudaranya, padahal dia adalah orang yang paling muda di antara mereka, maka Rasulullah shallallahu 'alaihi wasallam pun bersabda: "Hendaknya yang paling tua di antara kalian yang angkat bicara terlebih dahulu." Atau beliau bersabda: "Hendaknya yang paling tua yang mulai bicara." Lalu keduanya angkat bicara mengenai perkara saudaranya, lantas Rasulullah shallallahu 'alaihi wasallam bersabda: "Hendaknya lima puluh orang dari kalian bersumpah atas satu orang dari mereka (Yahudi), maka dia akan tertuduh." Mereka berkata, "Perkara ini sama sekali belum pernah kami alami, bagaimana kami akan bersumpah?" beliau bersabda: "Jika demikian, maka orang-orang Yahudi akan bebas dari tuduhan kalian dengan sumpah yang mereka lakukan." Mereka berkata, "Wahai Rasulullah, mereka adalah orang-orang kafir." Rafi' melanjutkan, "Kemudian Rasulullah shallallahu 'alaihi wasallam membayar diyat kepada mereka." Sahal berkata; "Suatu hari aku pernah masuk ke kandang unta mereka, tiba-tiba aku di tendang seekor unta dengan kaki. [Hammad] berkata, "Ini, atau seperti itu." Dan telah menceritakan kepada kami [Al Qawariri] telah menceritakan kepada kami [Bisyr bin Al Mufadlal] telah menceritakan kepada kami [Yahya bin Sa'id] dari [Busyair bin Yasar] dari [Sahal bin Abu Khatsmah] dari Nabi shallallahu 'alaihi wasallam seperti itu. Dan dalam haditsnya ia menyebutkan, "Lalu Rasulullah shallallahu 'alaihi wasallam membayat diyatnya dengan menggunakan uang pribadinya. Dan dalam haditsnya ia tidak menyebutkan, "Kemudian aku ditendang oleh seekor unta." Telah menceritakan kepada kami ['Amru An Naqid] telah menceritakan kepada kami [Sufyan bin 'Uyainah]. (dalam jalur lain disebutkan) Telah menceritakan kepada kami [Muhammad bin Mutsanna] telah menceritakan kepada kami [Abdul Wahab] -yaitu Ats Tsaqafi- semuanya dari [Yahya bin Sa'id] dari [Busyair bin Yasar] dari [Sahal bin Abu Khatsmah] seperti hadits mereka
hadith|1669c|
hadith|1669d|
hadith|1669e|Telah menceritakan kepada kami [Abdullah bin Maslamah bin Qa'nab] telah menceritakan kepada kami [Sulaiman bin Bialal] dari [Yahya bin Sa'id] dari [Busyair bin Yasar], bahwa Abdullah bin Sahal bin Zaid dan Muhaishah bin Mas'ud bin Zaid Al Anshari dari penduduk Bani Hartsah, kedua-duanya keluar menuju Khaibar di masa Rasulullah shallallahu 'alaihi wasallam. Saat itu (Khaibar) masih dalam tahap perdamaian dan penduduknya adalah orang-orang Yahudi. Kemudian keduanya berpisah untuk melaksanakan kebutuhan masing-masing. Tidak beberapa lama, dia mendapati Abdullah bin Sahal mati terbunuh, lantas dia menguburkannya dan kembali ke Madinah. Kemudian saudara terbunuh; Abdurrahman bin Sahal, Muhayishah dan Huwaishah, memberitahukan perkara Abdullah yang terbunuh kepada Rasulullah shallallahu 'alaihi wasallam." Busyair -dia pernah meriwayatkan dari sahabat Nabi shallallahu 'alaihi wasallam yang mengetahui perkara tersebut- menyakini bahwa beliau bersabda kepada mereka: "Hendaknya kalian mengucapkan lima puluh kali sumpah, barulah kalian berhak (mengqishash) orang yang membunuh saudara kalian." Mereka berkata, "Wahai Rasulullah, saat itu kami tidak menyaksikan pembunuhan tersebut." Busyair menyakini bahwa beliau menjawab: "Jika demikian, maka orang Yahudi itu telah terbebas dari tuduhan kalian dengan lima puluh sumpahnya." Mereka berkata, "Wahai Rasulullah, bagaimana mungkin kami menerima sumpah kaum yang masih kafir?" Busyair menyakini bahwa Rasulullah shallallahu 'alaihi wasallam membayar diyat dari sisi beliau sendiri." Dan telah menceritakan kepada kami [Yahya bin Yahya] telah mengabarkan kepada kami [Husyaim] dari [Yahya bin Sa'id] dari [Busyair bin Yasar] bahwa seorang laki-laki Anshar dari penduduk Bani Haritsah yang bernama Abdullah bin Sahl bin Zaid pergi bersama anak pamannya yang bernama Muhayishah bin Mas'ud bin Zaid…", kemudian dia melanjutkan hadits tersebut seperti haditsnya Laits, hingga sampai pada perkataannya, "Kemudian Rasulullah shallallahu 'alaihi wasallam membayar diyatnya dengan menggunakan uang pribadinya." [Yahya] berkata; telah menceritakan kepadaku [Busyair bin Yasar] dia berkata; telah mengabarkan kepadaku [Sahl bin Abu Hatsmah] dia berkata, "Sungguh aku pernah di tendang (unta) yang dibayarkan untuk diat, di kandangnya." Telah menceritakan kepada kami [Muhammad bin Abdullah bin Numair] telah menceritakan kepada kami [Ayahku] telah menceritakan kepada kami [Sa'id bin 'Ubaid] telah menceritakan kepada kami [Busyair bin Yasar Al Anshari] dari [Sahal bin Abu Hatsmah Al Anshari], bahwa dia pernah mengabarkan, bahwa sekelompok orang dari mereka pergi menuju Khaibar, sesampainya (di Khaibar) mereka berpisah, tiba-tiba mereka menemukan salah seorang dari mereka telah mati terbunuh …", kemudian dia melanjutkan hadits tersebut. Dalam hadits tersebut dia juga menyebutkan, "Kemudian Rasulullah shallallahu 'alaihi wasallam tidak suka jika membiarkan darah kehormatannya, lantas beliau mengganti diyatnya dengan seratus unta dari hasil sedekah
hadith|1669f|
hadith|1669g|
hadith|1669h|Telah menceritakan kepadaku [Ishaq bin Manshur] telah mengabarkan kepada kami [Bisr bin Umar] dia berkta; aku pernah mendengar [Malik bin Anas] berkata; telah menceritakan kepadaku [Abu Laila Abdullah bin Abdurrahman bin Sahal] dari [Sahal bin Abu Hatsmah], bahwa dia mengabarkan kepadanya dari beberapa tokoh lelaki dari kaumnya, bahwa Abdulah bin Sahal dan Muhayishah pergi menuju Khaibar untuk melaksanakan suatu tugas yang diembannya. Seseorang memberitahukan Muhayishah bahwa Abdullah bin Sahal telah terbunuh dan mayatnya dilempar ke sumur yang dangkal. Akhirnya Muhayishah mendatangi orang-orang Yahudi dan berkata, "Demi Allah, pasti kalian yang membunuh Abdullah bin Sahal." Orang-orang Yahudi membantah sambil berkata, "Tidak, kami tidak membunuhnya." Lalu Muhayishah pulang ke madinah untuk menemui kaumnya, dan menceritakan peristiwa itu kepada mereka. Dengan ditemani Huwayishah dan Abdurrahman, mereka pergi menghadap Rasulullah shallallahu 'alaihi wasallam. Karena yang berangkat ke Khaibar adalah Muwayishah, maka dia pun bermaksud membuka pembicaraan. Akan tetapi Rasulullah shallallahu 'alaihi wasallam bersabda: "Yang lebih besar, yang lebih besar." -(beliau menginginkan yang lebih tua) - Maka Huwayishah pun memulai pembicaraan, setelah itu baru Muhayishah yang angkat bicara. Lalu Rasulullah shallallahu 'alaihi wasallam bersabda kepada mereka: "Baiklah, kalian boleh meminta kepada orang-orang Yahudi untuk membayar diyat atau mereka kita perangi." Akhirnya Rasulullah shallallahu 'alaihi wasallam mengirim surat kepada orang-orang Yahudi tentang hal itu, lalu mereka membalasnya, "Demi Allah, kami benar-benar tidak membunuhnya." Maka Rasulullah shallallahu 'alaihi wasallam bersabda kepada Huwayishah, Muhayishah dan Abdurrahman: "Apakah kalian mau bersumpah, dan setelah itu kalian berhak atas diyat saudara kalian yang terbunuh?" mereka menjawab, "Tidak." Beliau bersabda: "Orang-orang Yahudi telah bersumpah atas kalian." Mereka berkata, "Bukankah mereka dari golongan non-Islam?" lalu Rasulullah shallallahu 'alaihi wasallam memberikan diyat dari harta yang dimilikinya, kemudian Rasulullah shallallahu 'alaihi wasallam mengirim seratus ekor unta dan dimasukkan ke dalam rumahnya." Sahal berkomentar, "Aku pernah ditendang seekor unta dari unta-unta tebusan itu
hadith|1670a|
hadith|1670b|
hadith|1670c|
chapter||
hadith|1671a|
hadith|1671b|Telah menceritakan kepada kami [Abu Ja'far Muhammad bin As Shabah] dan [Abu Bakar bin Abu Syaibah] dan ini adalah lafadz Abu Bakar, dia berkata; telah menceritakan kepada kami [Ibnu 'Ulayyah] dari [Hajjaj bin Abu Utsman] telah menceritakan kepadaku [Abu Raja`] bekas budak Abu Qilabah, dari [Abu Qilabah] telah menceritakan kepadaku [Anas], bahwa sekelompok orang dari Bani 'Ukl yang berjumlah delapan orang datang kepada Rasulullah shallallahu 'alaihi wasallam, lalu mereka membai'at beliau atas Islam. Tidak beberapa lama mereka sakit karena tidak terbiasa dengan iklim Kota Madinah. Mereka kemudian mengadu kepada Nabi shallallahu 'alaihi wasallam, beliau bersabda: "Maukah kamu pergi ke unta-unta yang sedang digembalakan, lalu kamu meminum susu dan air kencingnya?" mereka menjawab, "Tentu." Kemudian mereka pergi ke unta-unta tersebut dan meminum susu dan air kencingnya hingga mereka sehat seperti biasa, setelah itu mereka membunuh pengembala dan merampas unta-untanya. Setelah peristiwa tersebut sampai kepada Rasulullah shallallahu 'alaihi wasallam, beliau mengutus untuk mengejar mereka sampai dapat, setelah mereka tertangkap dan dibawa ke hadapan beliau, maka beliau memerintahkan supaya tangan dan kaki mereka dipotong dan dicongkel mata mereka. Setelah itu, mereka kemudian dilemparkan di bawah terik matahari yang sangat panas, sehingga mereka mati terkapar." [Ibnu Shabah] menyebutkan dalam riwayatnya, "Mereka merampas unta-untanya." Dan ia juga menyebutkan, "Kemudian mata mereka dicongkel." Dan telah menceritakan kepada kami [Harun bin Abdullah] telah menceritakan kepada kami [Sulaiman bin Harb] telah menceritakan kepada kami [Hammad bin Zaid] dari [Ayyub] dari [Abu Raja`] bekas budak Abu Qilabah, dia berkata; [Abu Qiabah] berkata; telah menceritakan kepada kami [Anas bin Malik] dia berkata, "Beberapa orang dari kaum 'Ukl atau 'Urainah datang kepada Nabi shallallahu 'alaihi wasallam, lalu mereka sakit karena udara Madinah sangat dingin. Rasulullah shallallahu 'alaihi wasallam kemudian memerintahkan mereka supaya pergi ke sekumpulan unta (zakat) untuk meminum susu dan air kencingnya …", semakna dengan hadits Hajjaj bin Abu Utsman, dia menyebutkan, "Kemudian mata mereka di congkel dan badan mereka dilemparkan di bawah terik matahari hingga mereka meminta disirami air, dan tidak ada seorang pun yang diberi air." Dan telah menceritakan kepada kami [Muhammad bin Al Mutsanna] telah menceritakan kepada kami [Mua'dz bin Mu'adz]. (dalam jalur lain disebutkan) Telah menceritakan kepada kami [Ahmad bin Utsman An Naufali] telah menceritakan kepada kami [Azhar As Saman] keduanya berkata; telah menceritakan kepada kami [Ibnu 'Aun] telah menceritakan kepada kami [Abu Raja`] bekas budak Abu Qilabah, dari [Abu Qilabah] dia berkata, "Aku penah duduk di belakang Umar bin Abdul Aziz, lalu dia berkata kepada orang-orang, "Apa pendapat kalian tentang qasamah?" ['Anbasah] menjawab, "Sungguh telah menceritakan kepada kami [Anas bin Malik] seperti ini dan ini, maka suya pun berkata; Anas juga pernah bercerita kepadaku bahwa sekelompok kaum datang kepada Nabi shallallahu 'alaihi wasallam …", kemudian dia meneruskan hadits tersebut sebagaimana hadits Ayyub dan Hajjaj." Abu Qilabah berkata, "Ketika aku selesai, Anbasah mengucapkan, "Subhanallah!" Abu Qilabah melanjutkan, "Lalu aku berkata, "Apakah kamu meragukan haditsku wahai 'Anbasah?" dia menjawab, "Tidak, seperti ini jugalah Anas bin Malik menceritakan kepada kami. Wahai penduduk Syam, kalian senantiasa dalam kebaikan selagi di antara kalian masih ada orang ini -atau- orang seperti ini." Dan telah menceritakan kepada kami [Al Hasan bin Abu Syua'ib Al Harrani] telah menceritakan kepada kami [Miskin] -yaitu Ibnu Bukair Al Harrani- telah mengabarkan kepada kami [Al Auza'i]. (dalam jalur lain disebutkan) Telah menceritakan kepada kami [Abdullah bin Abdurrahman Ad Darimi] telah mengabarkan kepada kami [Muhammad bin Yusuf] dari [Al Auza'i] dari [Yahya bin Abu Katsir] dari [Abu Qilabah] dari [Anas bin Malik] dia berkata, "Sekelompok kaum dari 'Ukl yang berjumlah delapan orang datang kepada Rasulullah shallallahu 'alaihi wasallam …', seperti hadits mereka. Dan dalam haditsnya ada tambahan, "Dan mereka dibiarkan darahnya mengucur." Dan telah menceritakan kepada kami [Harun bin Abdullah] telah menceritakan kepada kami [Malik bin Isma'il] telah menceritakan kepada kami [Zuhair] telah menceritakan kepada kami [Simak bin Harb] dari [Mu'awiyah bin Qurrah] dari [Anas] dia berkata, "Sekelompok orang dari 'Urainah datang kepada Nabi shallallahu 'alaihi wasallam, kemudian mereka masuk Islam dan membai'at beliau. Selama tinggal di Madinah mereka sakit kepala dan sesak nafas…', kemudian dia menyebutkan seperti hadits mereka. Dan ada tambahan, "Dan di samping beliau ada pemuda-pemuda Anshar yang jumlahnya sekitar dua puluh orang, kemudian beliau mengutus mereka dan juga seorang Qaif (orang yang ahli dalam mencari jejak) untuk mengejar para perampok." Telah menceritakan kepada kami [Haddab bin Khalid] telah menceritakan kepada kami [Hammam] telah menceritakan kepada kami [Qatadah] dari [Anas]. (dalam jalur lain disebutkan) Telah menceritakan kepada kami [Ibnu Al Mutsanna] telah menceritakan kepada kami [Abdul A'la] telah menceritakan kepada kami [Sa'id] dari [Qatadah] dari [Anas] dan dalam haditsnya [Hammam] disebutkan, "Sekelompok pemuda dari 'Urainah datang kepada Nabi shallallahu 'alaihi wasallam." Sedangan dalam haditsnya Sa'id disebutkan, 'Dari 'Ukl dan 'Urainah', seperti dalam hadits mereka
hadith|1671c|
hadith|1671d|
hadith|1671e|
hadith|1671f|
hadith|1671g|
hadith|1671h|Telah menceritakan kepadaku [Al Fadl bin Sahal Al A'raj] telah menceritakan kepada kami [Yahya bin Ghailan] telah menceritakan kepada kami [Yazid bin Zurai'] dari [Sulaiman At Taimi] dari [Anas] dia berkata, "Nabi shallallahu 'alaihi wasallam mencongkel mata mereka, sebab mereka juga mencongel mata pengembala
chapter||
hadith|1672a|
hadith|1672b|
hadith|1672c|Telah menceritakan kepada kami [Abd bin Humaid] telah menceritakan kepada kami [Abdurrazaq] telah mengabarkan kepada kami [Ma'mar] dari [Ayyub] dari [Abu Qilabah] dari [Anas], bahwa seorang laki-laki Yahudi membunuh sahaya perempuan Anshar karena ingin merampas perhiasannya, kemudian ia melemparkan wanita tersebut ke dalam sumur dan melemparinya dengan batu. Lalu dia ditangkap dan dihadapkan kepada Rasulullah shallallahu 'alaihi wasallam, setelah itu beliau memerintahkan supaya pembunuhnya dirajam, maka ia pun dirajam hingga mati." Telah menceritakan kepadaku [Ishaq bin Manshur] telah mengabarkan kepada kami [Muhammad bin Bakr] telah mengabarkan kepada kami [Ibnu Juraij] telah mengabarkan kepadaku [Ma'mar] dari [Ayyub] seperti sanad ini
hadith|1672d|
hadith|1672e|Dan telah menceritakan kepada kami [Haddab bin Khalid] telah menceritakan kepada kami [Hammam] telah menceritakan kepada kami [Qatadah] dari [Anas bin Malik], bahwa ada sahaya perempuan yang ditemukan dalam kondisi kepalanya dihimpit antara dua buah batu, lantas orang-orang bertanya kepadanya, "Siapakah yang melakukan perbuatan kejam ini kepadamu? Apakah si fulan? Ataukah si fulan?" Sahaya perempuan itu hanya terdiam, namun ketika mereka menyebut nama seorang Yahudi, sahaya perempuan itu mengiayakan dengan anggukan kepala, maka Yahudi itu pun ditangkap. Ketika Yahudi itu mengakui perbuatannya, Rasulullah shallallahu 'alaihi wasallam memerintahkan untuk meremukkan kepalanya dengan batu
chapter||
hadith|1673a|
hadith|1673b|
hadith|1673c|Telah menceritakan kepadaku [Abu Ghassan Al Misma'i] telah menceritakan kepada kami [Mu'adz] -yaitu Ibnu Hisyam- telah menceritakan kepadaku [Ayahku] dari [Qatadah] dari [Zurarah bin Aufa] dari ['Imran bin Hushain], bahwa seorang laki-laki menggigit lengan laki-laki lain, lalu laki-laki yang digigit menarik lengannya hingga orang yang menggigit tanggal gigi depannya. Permasalahan itu kemudian sampai kepada Nabi shallallahu 'alaihi wasallam, namun beliau tidak mengambil diat, bahkan beliau bersabda: "Apakah kamu ingin memakan dagingnya?
hadith|1674a|
hadith|1673d|Telah menceritakan kepada kami [Ahmad bin Utsman An Naufali] telah menceritakan kepada kami [Quraiys bin Anas] dari [Ibnu 'Aun] dari [Muhammad bin Sirin] dari ['Imran bin Hushain], bahwa seorang laki-laki menggigit tangan seseorang, ketika orang yang digigit menarik tangannya, maka lepaslah gigi orang yang mengigitnya. Lalu permasalahan itu sampai kepada Rasulullah shallallahu 'alaihi wasallam, maka Rasulullah shallallahu 'alaihi wasallam pun bersabda: "Apa yang kamu inginkan dariku? Apakah kamu menginginkan supaya aku menyuruhnya menaruh tangannya di mulutmu kemudian kamu menggigitnya sebagaimana kuda jantan menggigit? Jika demikian, taruhlah tanganmu supaya dia menggigitmu kemudian tariklah tanganmu darinya
hadith|1674b|Telah menceritakan kepada kami [Syaiban bin Farruh] telah menceritakan kepada kami [Hammam] telah menceritakan kepada kami ['Atha] dari [Shafwan bin Ya'la bin Munabbih] dari [Ayahnya] dia berkata, "Seorang laki-laki datang kepada Nabi shallallahu 'alaihi wasallam karena dia telah menggigit tangan laki-laki lain, kemudian laki-laki yang digigit menarik tangannya sehingga gigi depannya tanggal -yaitu gigi depan orang yang menggigit-. Ya'la berkata, "Lalu Nabi shallallahu 'alaihi wasallam tidak memberlakukan diat atasnya, bahkan beliau bersabda: "Apakah kamu ingin menggigitnya sebagaimana kuda jantan menggigit?
hadith|1674c|Telah menceritakan kepada kami [Abu Bakar bin Abu Syaibah] telah menceritakan kepada kami [Abu Usamah] telah menceritakan kepada kami [Ibnu Juraij] telah menceritakan kepadaku ['Atha] telah menceritakan kepadaku [Shafwan bin Ya'la bin Umayyah] dari [Ayahnya] dia berkata, "Kami pernah ikut serat bersama Nabi shallallahu 'alaihi wasallam dalam perang Tabuk, Shafwan berkata, "Ya'la mengatakan, "Peperangan itu adalah peperangan yang paling berat bagiku." 'Atha berkata; Shafwan berkata; Ya'la melanjutkan, "Aku memiliki seorang pembantu, lalu dia berkelahi dengan laki-laki lain, salah satu dari mereka menggigit tangan yang lainnya." 'Atha berkata, "Shafwan mengabarkan kepadaku bahwa salah satu dari keduanya menggigit tangan lawannya, kemudian orang yang digigit itu menarik tangannya hingga menyebabkan gigi depan orang yang menggigit tanggal, kemudian kedua orang tersebut datang kepada Nabi shallallahu 'alaihi wasallam hingga ia pun balas memecahkan giginya." Dan telah menceritakannya kepada kami [Amru bin Zurarah] telah mengabarkan kepada kami [Ismail bin Ibrahim] berkata; telah mengabarkan kepada kami [Ibnu Juraij] dengan sanad ini seperti hadits tersebut
hadith|1674d|
chapter||
